app_cut,prop_unmatched
1,0.0
2,0.15846153846153851
3,0.3276923076923077
4,0.5076923076923076
5,0.9261538461538459
6,0.2030769230769231
7,0.7984615384615387
8,0.9723076923076921
9,1.0
10,1.0
