Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,83.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
unmatched_applicants,79.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unmatched_applicants,88.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
unmatched_applicants,89.0,14.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
unmatched_applicants,84.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
unmatched_applicants,82.0,14.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
unmatched_applicants,81.0,11.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
unmatched_applicants,82.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unmatched_applicants,74.0,16.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unmatched_applicants,78.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
unmatched_applicants,90.0,13.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
unmatched_applicants,83.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
unmatched_applicants,69.0,18.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
unmatched_applicants,79.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unmatched_applicants,86.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
unmatched_applicants,80.0,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
unmatched_applicants,77.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
unmatched_applicants,84.0,12.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
unmatched_applicants,70.0,7.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unmatched_applicants,77.0,13.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
unfilled_spots,913.0,841.0,838.0,838.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,831.0,834.0
unfilled_spots,909.0,843.0,837.0,834.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,832.0
unfilled_spots,918.0,842.0,832.0,833.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,836.0
unfilled_spots,919.0,844.0,835.0,834.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,837.0
unfilled_spots,914.0,837.0,835.0,836.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,839.0
unfilled_spots,912.0,844.0,835.0,837.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,837.0
unfilled_spots,911.0,841.0,831.0,837.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,832.0,836.0
unfilled_spots,912.0,842.0,837.0,835.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,832.0
unfilled_spots,904.0,846.0,839.0,839.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,833.0
unfilled_spots,908.0,834.0,838.0,833.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,831.0,832.0
unfilled_spots,920.0,843.0,836.0,835.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,831.0,837.0
unfilled_spots,913.0,838.0,834.0,838.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,831.0,834.0
unfilled_spots,899.0,848.0,837.0,837.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,838.0
unfilled_spots,909.0,837.0,835.0,833.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,832.0
unfilled_spots,916.0,844.0,837.0,834.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,836.0
unfilled_spots,910.0,844.0,837.0,836.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,840.0
unfilled_spots,907.0,838.0,837.0,840.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,834.0
unfilled_spots,914.0,842.0,840.0,837.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,831.0,834.0
unfilled_spots,900.0,837.0,841.0,835.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,833.0
unfilled_spots,907.0,843.0,838.0,837.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,837.0
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.48247978436657,85.3288409703504,83.63072776280323,79.14824797843666,74.35309973045823,72.15094339622641,73.46630727762803
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.42587601078166,82.6010781671159,79.18059299191374,75.57681940700809,72.3477088948787,73.366576819407
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.16981132075472,83.2021563342318,79.00808625336927,74.83827493261455,72.79245283018868,73.80862533692722
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.63072776280323,85.25876010781671,82.21563342318059,79.26415094339623,75.14285714285714,72.25876010781671,73.47708894878706
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.35309973045823,82.58760107816711,79.30188679245283,74.64690026954177,72.42318059299191,73.1266846361186
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.59568733153638,85.19137466307278,82.98113207547169,79.18867924528301,74.9622641509434,73.01347708894879,73.62803234501348
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.62803234501348,85.52291105121294,85.38274932614556,83.45013477088949,79.50673854447439,75.35040431266846,72.59568733153638,73.56064690026955
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,84.60646900269542,83.43126684636118,79.15902964959568,74.42857142857143,72.91913746630728,73.35309973045823
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.63072776280323,85.36388140161725,83.71428571428571,79.72506738544475,74.47708894878706,72.61185983827494,73.58490566037736
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.633423180593,85.21024258760107,83.16981132075472,78.97574123989219,75.16711590296497,71.89487870619946,73.50943396226415
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.59568733153638,84.98382749326146,82.7088948787062,79.26415094339623,75.47708894878706,72.26145552560646,73.55525606469003
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.08086253369272,83.11590296495957,79.07008086253369,75.38814016172506,72.58760107816711,73.4366576819407
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.16711590296497,82.7654986522911,78.33692722371967,75.02695417789758,72.61725067385444,73.22911051212938
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.62264150943396,85.19407008086253,83.78975741239893,79.16981132075472,75.02964959568733,72.80592991913747,73.24258760107817
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.1455525606469,83.4177897574124,79.10242587601078,74.82749326145553,72.18059299191374,72.87601078167116
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,84.99191374663073,83.2021563342318,79.98652291105121,74.87061994609165,72.47978436657682,73.28301886792453
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.61725067385444,85.01617250673854,83.43396226415095,78.77897574123989,75.11320754716981,72.20485175202157,72.92991913746631
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.09973045822102,82.8032345013477,79.18328840970351,74.99460916442048,72.56603773584905,73.51752021563343
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.32075471698113,83.91644204851752,79.08086253369272,73.78167115902966,72.45822102425876,73.71428571428571
reviews_per_program,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.73045822102426,85.44474393530997,83.04312668463612,78.97574123989219,74.8544474393531,72.3989218328841,73.60377358490567
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994969502609571,0.9996038483305036,0.9975819313680094,0.9830692322203358,0.9620390927691437,0.922184493491794,0.8734578381437464
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996038483305036,0.9972217934866492,0.9828334276551594,0.9563797832049106,0.9227100008084728,0.876098849273722
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993774759479344,0.9955240006173792,0.9850971514808526,0.9572939793652867,0.9206079715417577,0.87338238068289
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998742375652393,0.9994340690435767,0.993877656016875,0.9835408413506885,0.9611248966087675,0.9205271242622686,0.8743255989435955
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999490662139219,0.9945979317795957,0.9850499905678174,0.9575116451177572,0.9210122079392028,0.8742878702131673
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999660441426146,0.9963986211863971,0.9850028296547821,0.960907230856297,0.9178995876788746,0.8737596679871722
