Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,10612.0,9300.0,9300.0,9305.0,9300.0,9316.0,9411.0,9530.0,9552.0,9698.0,9806.0,9913.0,10004.0,10138.0,10168.0,10228.0,10527.0,10587.0,10564.0
unmatched_applicants,10574.0,9300.0,9300.0,9300.0,9300.0,9317.0,9420.0,9537.0,9554.0,9695.0,9822.0,9934.0,10033.0,10140.0,10167.0,10189.0,10512.0,10546.0,10566.0
unmatched_applicants,10604.0,9300.0,9300.0,9301.0,9300.0,9314.0,9420.0,9550.0,9544.0,9677.0,9823.0,9900.0,10083.0,10125.0,10177.0,10225.0,10550.0,10525.0,10601.0
unmatched_applicants,10597.0,9300.0,9300.0,9300.0,9300.0,9316.0,9389.0,9521.0,9540.0,9713.0,9814.0,9910.0,10055.0,10101.0,10158.0,10221.0,10562.0,10558.0,10594.0
unmatched_applicants,10581.0,9300.0,9300.0,9300.0,9300.0,9318.0,9408.0,9523.0,9547.0,9678.0,9841.0,9926.0,10031.0,10124.0,10186.0,10198.0,10530.0,10546.0,10572.0
unmatched_applicants,10543.0,9300.0,9300.0,9300.0,9300.0,9313.0,9396.0,9547.0,9543.0,9682.0,9830.0,9914.0,10065.0,10150.0,10166.0,10256.0,10569.0,10549.0,10538.0
unmatched_applicants,10555.0,9300.0,9300.0,9301.0,9300.0,9308.0,9382.0,9517.0,9542.0,9706.0,9805.0,9943.0,10016.0,10127.0,10157.0,10216.0,10513.0,10574.0,10564.0
unmatched_applicants,10577.0,9300.0,9300.0,9301.0,9300.0,9325.0,9406.0,9523.0,9562.0,9697.0,9801.0,9918.0,10030.0,10101.0,10155.0,10231.0,10548.0,10612.0,10585.0
unmatched_applicants,10604.0,9300.0,9300.0,9300.0,9300.0,9324.0,9425.0,9550.0,9566.0,9684.0,9803.0,9898.0,10074.0,10104.0,10155.0,10243.0,10548.0,10535.0,10569.0
unmatched_applicants,10575.0,9301.0,9300.0,9300.0,9302.0,9317.0,9390.0,9523.0,9546.0,9697.0,9835.0,9922.0,10034.0,10154.0,10198.0,10229.0,10584.0,10576.0,10590.0
unmatched_applicants,10581.0,9300.0,9300.0,9300.0,9300.0,9317.0,9405.0,9551.0,9552.0,9702.0,9821.0,9914.0,10046.0,10091.0,10168.0,10235.0,10553.0,10559.0,10572.0
unmatched_applicants,10649.0,9300.0,9300.0,9305.0,9300.0,9314.0,9394.0,9542.0,9573.0,9673.0,9794.0,9912.0,10067.0,10111.0,10160.0,10226.0,10570.0,10536.0,10588.0
unmatched_applicants,10594.0,9300.0,9300.0,9308.0,9300.0,9330.0,9402.0,9514.0,9569.0,9676.0,9818.0,9927.0,10078.0,10120.0,10157.0,10233.0,10517.0,10503.0,10566.0
unmatched_applicants,10636.0,9300.0,9300.0,9301.0,9300.0,9312.0,9397.0,9543.0,9566.0,9683.0,9827.0,9933.0,10052.0,10128.0,10181.0,10221.0,10579.0,10532.0,10579.0
unmatched_applicants,10589.0,9300.0,9300.0,9300.0,9300.0,9309.0,9418.0,9536.0,9538.0,9690.0,9820.0,9928.0,10094.0,10127.0,10184.0,10218.0,10529.0,10582.0,10590.0
unmatched_applicants,10586.0,9301.0,9300.0,9301.0,9300.0,9321.0,9381.0,9555.0,9551.0,9689.0,9811.0,9924.0,10060.0,10089.0,10152.0,10206.0,10528.0,10526.0,10579.0
unmatched_applicants,10624.0,9301.0,9300.0,9303.0,9300.0,9307.0,9395.0,9548.0,9559.0,9660.0,9808.0,9937.0,10050.0,10137.0,10158.0,10236.0,10503.0,10563.0,10568.0
unmatched_applicants,10633.0,9300.0,9300.0,9306.0,9300.0,9313.0,9388.0,9538.0,9553.0,9690.0,9822.0,9950.0,10049.0,10126.0,10169.0,10208.0,10546.0,10520.0,10566.0
unmatched_applicants,10626.0,9300.0,9300.0,9300.0,9300.0,9314.0,9396.0,9550.0,9546.0,9710.0,9838.0,9916.0,10070.0,10133.0,10166.0,10223.0,10536.0,10566.0,10594.0
unmatched_applicants,10591.0,9300.0,9300.0,9300.0,9300.0,9323.0,9417.0,9562.0,9517.0,9675.0,9834.0,9938.0,10023.0,10106.0,10156.0,10245.0,10530.0,10570.0,10584.0
unfilled_spots,1312.0,0.0,0.0,5.0,0.0,16.0,111.0,230.0,252.0,398.0,506.0,613.0,704.0,838.0,868.0,928.0,1227.0,1287.0,1264.0
unfilled_spots,1274.0,0.0,0.0,0.0,0.0,17.0,120.0,237.0,254.0,395.0,522.0,634.0,733.0,840.0,867.0,889.0,1212.0,1246.0,1266.0
unfilled_spots,1304.0,0.0,0.0,1.0,0.0,14.0,120.0,250.0,244.0,377.0,523.0,600.0,783.0,825.0,877.0,925.0,1250.0,1225.0,1301.0
unfilled_spots,1297.0,0.0,0.0,0.0,0.0,16.0,89.0,221.0,240.0,413.0,514.0,610.0,755.0,801.0,858.0,921.0,1262.0,1258.0,1294.0
unfilled_spots,1281.0,0.0,0.0,0.0,0.0,18.0,108.0,223.0,247.0,378.0,541.0,626.0,731.0,824.0,886.0,898.0,1230.0,1246.0,1272.0
unfilled_spots,1243.0,0.0,0.0,0.0,0.0,13.0,96.0,247.0,243.0,382.0,530.0,614.0,765.0,850.0,866.0,956.0,1269.0,1249.0,1238.0
