Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,6902.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6869.0
unmatched_applicants,6893.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6868.0
unmatched_applicants,6891.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6871.0
unmatched_applicants,6904.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6872.0
unmatched_applicants,6909.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0
unmatched_applicants,6906.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6870.0
unmatched_applicants,6891.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6868.0
unmatched_applicants,6894.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6869.0
unmatched_applicants,6897.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6870.0
unmatched_applicants,6905.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6870.0
unmatched_applicants,6890.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6868.0
unmatched_applicants,6892.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6868.0,6867.0
unmatched_applicants,6909.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6868.0,6873.0
unmatched_applicants,6900.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6871.0
unmatched_applicants,6905.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6869.0
unmatched_applicants,6890.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6869.0,6873.0
unmatched_applicants,6907.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0
unmatched_applicants,6898.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6870.0
unmatched_applicants,6891.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6870.0
unmatched_applicants,6896.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6867.0,6868.0
unfilled_spots,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
unfilled_spots,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
unfilled_spots,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
unfilled_spots,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
unfilled_spots,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
unfilled_spots,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
unfilled_spots,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reviews_per_program,227.60655737704917,227.60655737704917,224.67395264116576,115.22040072859745,70.59744990892531,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.19307832422587,110.81056466302368,70.8743169398907,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.26593806921676,110.26411657559198,70.56466302367942,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.2367941712204,115.98907103825137,70.89617486338798,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,224.78688524590163,110.61566484517304,71.44262295081967,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.5737704918033,110.87613843351548,70.88524590163935,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,225.47540983606558,115.93989071038251,71.48816029143897,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.21857923497268,112.37887067395265,70.54280510018215,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.49544626593806,116.17304189435337,70.89435336976321,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,225.85792349726776,112.65573770491804,70.9216757741348,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.1766848816029,113.82149362477232,70.91074681238615,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,225.91074681238615,110.8816029143898,70.95628415300547,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,225.30054644808743,110.64116575591986,70.91074681238615,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,224.82695810564664,111.58834244080145,70.65209471766849,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,225.11657559198542,110.7559198542805,70.27686703096539,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.44262295081967,114.48633879781421,71.42805100182149,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,225.90346083788708,117.42258652094718,70.81785063752277,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,224.7304189435337,109.46994535519126,71.23861566484517,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.61566484517303,110.61748633879782,70.96539162112933,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
reviews_per_program,227.60655737704917,227.60655737704917,226.54098360655738,109.61930783242259,70.31329690346084,87.54098360655738,105.04918032786885,122.55737704918033,140.0655737704918,157.5737704918033,175.08196721311475
pct_interview_given_signal,0.0,1.0,0.9991156887224303,0.9194756554307116,0.7138472742405326,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9994798168955472,0.9194062976834513,0.7137952559300874,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9995838535164377,0.9223193230683867,0.7138472742405326,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9992717436537661,0.9160771258149535,0.7137692467748648,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9992717436537661,0.9208974892495492,0.7137952559300874,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9997919267582189,0.9199611596615342,0.7136912193091969,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9991156887224303,0.9178457483700929,0.7135611735330837,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9995838535164377,0.9197184075461229,0.7135091552226384,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9998959633791095,0.9168400610348176,0.7137952559300874,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9995838535164377,0.9180885004855043,0.7137952559300874,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9995838535164377,0.9196143709252323,0.7136652101539742,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9997399084477736,0.9195796920516022,0.7137952559300874,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9989076154806492,0.9204813427659869,0.7137172284644194,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9982313774448606,0.920307948397836,0.7136912193091969,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.999427798585102,0.9171174920238591,0.7139253017062006,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9997919267582189,0.9192675821889305,0.7135611735330837,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9996358718268831,0.9198224441670134,0.7136131918435289,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9990116521015397,0.9168747399084478,0.713535164377861,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9999479816895547,0.9219378554584547,0.7138472742405326,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_signal,0.0,1.0,0.9997399084477736,0.9181925371063948,0.7138732833957553,0.5711610486891385,0.47596754057428214,0.40797217763509896,0.35697565543071164,0.3173116937161881,0.28558052434456926
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07796126054553021,0.009737827715355805,4.623849817357932e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07789505542314532,0.009758635039533916,6.935774726036899e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07787613967389248,0.008884727424053267,4.623849817357932e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07793288692165097,0.010757386600083229,8.091737180376381e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07793288692165097,0.009311277569704537,6.935774726036899e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07783830817538683,0.00959217644610903,0.00011559624543394831,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07796126054553021,0.010226799833541406,0.00017339436815092245,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07787613967389248,0.009665002080732418,0.0001965136172377121,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.077819392426134,0.010528506034124011,6.935774726036899e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07787613967389248,0.010153974198918019,6.935774726036899e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07787613967389248,0.009696213066999583,0.00012715586997734315,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07784776605001324,0.00970661672908864,6.935774726036899e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07799909204403586,0.0094361215147732,0.00010403662089055348,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07812204441417925,0.009488139825218476,0.00011559624543394831,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07790451329777172,0.01044527673741157,1.155962454339483e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07783830817538683,0.009800249687890138,0.00017339436815092245,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07786668179926606,0.009633791094465253,0.0001502751190641328,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07798017629478303,0.010518102372034956,0.00018495399269431728,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07780993455150759,0.008999167707032876,4.623849817357932e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.21967732641889945,0.15465043695380773,0.07784776605001324,0.010122763212650853,3.4678873630184493e-05,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_interview_given_application,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945,0.21967732641889945
pct_of_app_match_via_signal_given_matched,0.0,0.9989071038251366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
