app_cut,prop_unmatched
1,0.2773170731707317
2,0.2673170731707317
3,0.2729878048780488
4,0.2675609756097561
5,0.27039755351681966
6,0.27548780487804886
7,0.26756097560975606
8,0.2655487804878049
9,0.2783536585365854
10,0.27253822629969426
