app_cut,prop_unmatched
1,0.8094392523364484
2,0.8135211267605632
3,0.8103738317757008
4,0.803380281690141
5,0.8088262910798119
6,0.8017757009345793
7,0.8086384976525823
8,0.8091588785046727
9,0.8074178403755867
10,0.8015023474178398
