app_cut,prop_unmatched
1,0.28750000000000003
2,0.29854545454545456
3,0.28909090909090907
4,0.2756363636363637
5,0.28581818181818186
6,0.29571428571428576
7,0.2894545454545455
8,0.2814545454545454
9,0.2767272727272727
10,0.28218181818181814
