app_cut,prop_unmatched
1,0.21974999999999995
2,0.21209999999999998
3,0.2206
4,0.21514999999999998
5,0.2185463659147869
6,0.21505
7,0.21699999999999997
8,0.21640000000000006
9,0.2125
10,0.21147869674185468
