,Parameter,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,Unmatched_Applicants,249.0,170.0,182.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,176.0,210.0,262.0,320.0,392.0,459.0,495.0,550.0,554.0,609.0,671.0,675.0,710.0,742.0
1,Unmatched_Applicants,240.0,177.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,193.0,239.0,274.0,329.0,382.0,437.0,492.0,527.0,550.0,645.0,671.0,709.0,700.0,770.0
2,Unmatched_Applicants,235.0,172.0,170.0,176.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,189.0,212.0,293.0,361.0,386.0,434.0,501.0,559.0,601.0,637.0,658.0,698.0,709.0,766.0
3,Unmatched_Applicants,258.0,177.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,182.0,215.0,269.0,358.0,371.0,456.0,496.0,515.0,561.0,606.0,672.0,680.0,679.0,749.0
4,Unmatched_Applicants,232.0,170.0,180.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,194.0,232.0,271.0,336.0,376.0,443.0,488.0,546.0,560.0,613.0,678.0,697.0,711.0,757.0
5,Unmatched_Applicants,239.0,177.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,200.0,277.0,344.0,401.0,462.0,505.0,536.0,563.0,647.0,655.0,679.0,685.0,764.0
6,Unmatched_Applicants,249.0,170.0,181.0,172.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,186.0,223.0,266.0,336.0,373.0,461.0,504.0,538.0,555.0,613.0,650.0,692.0,710.0,753.0
7,Unmatched_Applicants,245.0,190.0,170.0,171.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,179.0,248.0,272.0,309.0,385.0,471.0,476.0,510.0,567.0,639.0,627.0,699.0,722.0,779.0
8,Unmatched_Applicants,250.0,183.0,170.0,173.0,170.0,177.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,215.0,267.0,330.0,370.0,432.0,509.0,538.0,586.0,642.0,676.0,685.0,736.0,763.0
9,Unmatched_Applicants,235.0,179.0,182.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,208.0,262.0,329.0,400.0,439.0,502.0,543.0,586.0,622.0,678.0,691.0,727.0,765.0
10,Unmatched_Applicants,219.0,176.0,171.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,206.0,224.0,297.0,322.0,384.0,436.0,501.0,543.0,573.0,633.0,667.0,674.0,735.0,771.0
11,Unmatched_Applicants,221.0,178.0,170.0,170.0,170.0,174.0,170.0,170.0,170.0,170.0,170.0,170.0,191.0,229.0,263.0,338.0,386.0,450.0,518.0,567.0,573.0,622.0,670.0,680.0,714.0,773.0
12,Unmatched_Applicants,254.0,183.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,195.0,226.0,263.0,359.0,413.0,444.0,482.0,534.0,586.0,659.0,644.0,684.0,730.0,744.0
13,Unmatched_Applicants,242.0,176.0,171.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,226.0,261.0,334.0,392.0,465.0,483.0,517.0,579.0,637.0,650.0,689.0,729.0,740.0
14,Unmatched_Applicants,241.0,184.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,177.0,170.0,241.0,262.0,327.0,387.0,435.0,499.0,515.0,561.0,619.0,659.0,688.0,707.0,752.0
15,Unmatched_Applicants,227.0,182.0,171.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,222.0,264.0,325.0,398.0,443.0,505.0,551.0,578.0,632.0,663.0,683.0,724.0,766.0
16,Unmatched_Applicants,242.0,193.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,181.0,215.0,249.0,308.0,374.0,471.0,472.0,539.0,563.0,658.0,651.0,704.0,733.0,760.0
17,Unmatched_Applicants,239.0,176.0,172.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,180.0,210.0,307.0,320.0,392.0,453.0,505.0,548.0,589.0,623.0,669.0,690.0,703.0,770.0
18,Unmatched_Applicants,229.0,178.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,204.0,273.0,330.0,408.0,430.0,493.0,549.0,588.0,620.0,626.0,678.0,707.0,774.0
19,Unmatched_Applicants,247.0,183.0,171.0,171.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,189.0,225.0,277.0,306.0,362.0,450.0,472.0,536.0,591.0,644.0,646.0,700.0,730.0,771.0
20,Unfilled_Spots,79.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,92.0,150.0,222.0,289.0,325.0,380.0,384.0,439.0,501.0,505.0,540.0,572.0
21,Unfilled_Spots,70.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,69.0,104.0,159.0,212.0,267.0,322.0,357.0,380.0,475.0,501.0,539.0,530.0,600.0
22,Unfilled_Spots,65.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,123.0,191.0,216.0,264.0,331.0,389.0,431.0,467.0,488.0,528.0,539.0,596.0
23,Unfilled_Spots,88.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,99.0,188.0,201.0,286.0,326.0,345.0,391.0,436.0,502.0,510.0,509.0,579.0
24,Unfilled_Spots,62.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,62.0,101.0,166.0,206.0,273.0,318.0,376.0,390.0,443.0,508.0,527.0,541.0,587.0
25,Unfilled_Spots,69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,107.0,174.0,231.0,292.0,335.0,366.0,393.0,477.0,485.0,509.0,515.0,594.0
26,Unfilled_Spots,79.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,53.0,96.0,166.0,203.0,291.0,334.0,368.0,385.0,443.0,480.0,522.0,540.0,583.0
27,Unfilled_Spots,75.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,78.0,102.0,139.0,215.0,301.0,306.0,340.0,397.0,469.0,457.0,529.0,552.0,609.0
28,Unfilled_Spots,80.0,13.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,97.0,160.0,200.0,262.0,339.0,368.0,416.0,472.0,506.0,515.0,566.0,593.0
29,Unfilled_Spots,65.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,92.0,159.0,230.0,269.0,332.0,373.0,416.0,452.0,508.0,521.0,557.0,595.0
30,Unfilled_Spots,49.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,54.0,127.0,152.0,214.0,266.0,331.0,373.0,403.0,463.0,497.0,504.0,565.0,601.0
31,Unfilled_Spots,51.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,59.0,93.0,168.0,216.0,280.0,348.0,397.0,403.0,452.0,500.0,510.0,544.0,603.0
32,Unfilled_Spots,84.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,56.0,93.0,189.0,243.0,274.0,312.0,364.0,416.0,489.0,474.0,514.0,560.0,574.0
33,Unfilled_Spots,72.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,91.0,164.0,222.0,295.0,313.0,347.0,409.0,467.0,480.0,519.0,559.0,570.0
34,Unfilled_Spots,71.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,92.0,157.0,217.0,265.0,329.0,345.0,391.0,449.0,489.0,518.0,537.0,582.0
35,Unfilled_Spots,57.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,94.0,155.0,228.0,273.0,335.0,381.0,408.0,462.0,493.0,513.0,554.0,596.0
36,Unfilled_Spots,72.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,79.0,138.0,204.0,301.0,302.0,369.0,393.0,488.0,481.0,534.0,563.0,590.0
37,Unfilled_Spots,69.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,137.0,150.0,222.0,283.0,335.0,378.0,419.0,453.0,499.0,520.0,533.0,600.0
38,Unfilled_Spots,59.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,103.0,160.0,238.0,260.0,323.0,379.0,418.0,450.0,456.0,508.0,537.0,604.0
39,Unfilled_Spots,77.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,55.0,107.0,136.0,192.0,280.0,302.0,366.0,421.0,474.0,476.0,530.0,560.0,601.0
40,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1029.139344262295,633.655737704918,560.9016393442623,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
41,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1147.8196721311476,1043.5573770491803,634.0409836065573,571.2868852459017,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
42,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1153.377049180328,1010.4344262295082,638.8852459016393,566.188524590164,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
43,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1153.2868852459017,1000.8688524590164,643.7622950819672,560.9016393442623,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
44,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1028.467213114754,627.3196721311475,565.9754098360655,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
45,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1045.0,653.9344262295082,560.9016393442623,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
46,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1153.360655737705,1026.844262295082,622.6147540983607,560.9016393442623,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
47,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1012.7049180327868,639.4180327868852,560.9016393442623,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
48,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1006.844262295082,665.8360655737705,565.811475409836,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
49,Reviews_Per_Program,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1159.1967213114754,1153.1803278688524,1022.172131147541,633.0737704918033,566.1065573770492,598.2950819672132,635.688524590164,673.0819672131148,710.4754098360655,747.8688524590164,785.2622950819672,822.655737704918,860.0491803278688,897.4426229508197,934.8360655737705,972.2295081967213,1009.6229508196722,1047.016393442623
