app_cut,prop_unmatched
1,0.46158940397350995
2,0.45953642384105975
3,0.4472185430463577
4,0.42963455149501656
5,0.4293377483443709
6,0.38503311258278144
7,0.38797342192691026
8,0.3596688741721855
9,0.33430463576158936
10,0.32272425249169445
