Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,109.3076923076923,108.15384615384616,109.38461538461539,90.0,40.76923076923077,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,109.38461538461539,109.46153846153847,109.07692307692308,90.3076923076923,46.92307692307692,42.30769230769231,50.76923076923077,59.0
reviews_per_program,109.07692307692308,109.84615384615384,109.61538461538461,90.84615384615384,46.92307692307692,42.30769230769231,50.69230769230769,59.15384615384615
reviews_per_program,109.84615384615384,109.6923076923077,109.46153846153847,90.84615384615384,40.46153846153846,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,109.76923076923077,109.76923076923077,109.53846153846153,90.38461538461539,40.30769230769231,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,109.3076923076923,109.23076923076923,109.6923076923077,91.0,53.46153846153846,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,109.3076923076923,109.6923076923077,109.61538461538461,90.6923076923077,59.61538461538461,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,109.53846153846153,109.38461538461539,109.15384615384616,91.0,47.0,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,109.53846153846153,108.38461538461539,109.61538461538461,90.76923076923077,46.61538461538461,42.30769230769231,50.76923076923077,59.23076923076923
reviews_per_program,110.0,109.61538461538461,109.61538461538461,90.07692307692308,46.69230769230769,42.30769230769231,50.76923076923077,59.23076923076923
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8068181818181818,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8136363636363636,0.6618181818181819,0.5515151515151515,0.4745762711864407
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8090909090909091,0.6618181818181819,0.5523520485584219,0.47334200260078024
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8159090909090909,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8227272727272728,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8045454545454546,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8068181818181818,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8045454545454546,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8204545454545454,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.8136363636363636,0.6618181818181819,0.5515151515151515,0.4727272727272727
pct_interview_given_nosignal,0.2561576354679803,0.19598765432098766,0.11980033277870217,0.03139427516158818,0.009146341463414634,0.0,0.0,0.0
pct_interview_given_nosignal,0.2559774964838256,0.19345011424219344,0.12020033388981637,0.031192660550458717,0.006109979633401222,0.0,0.0,0.0
pct_interview_given_nosignal,0.2566995768688293,0.19271623672230653,0.11950207468879669,0.03099361896080219,0.008121827411167513,0.0,0.0,0.0
pct_interview_given_nosignal,0.2549019607843137,0.19300911854103345,0.11970074812967581,0.03099361896080219,0.00508646998982706,0.0,0.0,0.0
pct_interview_given_nosignal,0.25508058864751226,0.19286256643887623,0.11960132890365449,0.031192660550458717,0.0020242914979757085,0.0,0.0,0.0
pct_interview_given_nosignal,0.2561576354679803,0.19389312977099238,0.11940298507462686,0.030937215650591446,0.010141987829614604,0.0,0.0,0.0
