Parameter,0,1,2,3,4,5,6,7,8,9
unmatched_applicants,929.0,833.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,893.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,906.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,906.0,833.0,833.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,911.0,834.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,896.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,919.0,833.0,835.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,910.0,833.0,833.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,920.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,920.0,833.0,833.0,836.0,833.0,833.0,833.0,833.0,833.0,833.0
unfilled_spots,96.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,86.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,87.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,381.5342465753425,379.9417808219178,379.9554794520548,377.5890410958904,378.88013698630135,377.45205479452056,378.79794520547944,378.07876712328766,378.79794520547944,378.57191780821915
reviews_per_program,377.2054794520548,381.7842465753425,375.2808219178082,378.1472602739726,379.208904109589,379.4349315068493,378.4109589041096,377.4931506849315,380.39383561643837,378.06164383561645
reviews_per_program,384.82191780821915,377.18835616438355,378.4760273972603,380.4006849315069,378.6404109589041,377.24657534246575,377.0308219178082,382.15410958904107,378.0239726027397,375.8321917808219
reviews_per_program,381.3527397260274,384.9075342465753,380.1609589041096,374.458904109589,376.7191780821918,379.0513698630137,379.08561643835617,381.7054794520548,375.3595890410959,381.52054794520546
