Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,8063.0,6526.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6532.0,6538.0,6588.0,6726.0,6882.0,6876.0,6996.0,7100.0,7236.0,7276.0,7278.0,7366.0,7447.0,7486.0,7521.0,7604.0,7624.0
unmatched_applicants,8106.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6557.0,6532.0,6590.0,6744.0,6889.0,6843.0,7015.0,7090.0,7197.0,7204.0,7311.0,7347.0,7462.0,7467.0,7531.0,7538.0,7598.0
unmatched_applicants,8077.0,6521.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6522.0,6526.0,6548.0,6614.0,6682.0,6845.0,6848.0,6981.0,7111.0,7194.0,7238.0,7317.0,7369.0,7437.0,7499.0,7502.0,7584.0,7605.0
unmatched_applicants,8082.0,6523.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6550.0,6539.0,6613.0,6744.0,6838.0,6852.0,6985.0,7097.0,7182.0,7224.0,7304.0,7409.0,7456.0,7477.0,7538.0,7541.0,7575.0
unmatched_applicants,8118.0,6530.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6550.0,6542.0,6603.0,6730.0,6850.0,6887.0,7002.0,7126.0,7215.0,7229.0,7300.0,7364.0,7390.0,7494.0,7534.0,7577.0,7629.0
unmatched_applicants,8089.0,6532.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6525.0,6532.0,6589.0,6761.0,6834.0,6833.0,6983.0,7085.0,7239.0,7194.0,7260.0,7345.0,7467.0,7480.0,7521.0,7561.0,7606.0
unmatched_applicants,8103.0,6525.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6549.0,6529.0,6581.0,6723.0,6849.0,6821.0,6958.0,7122.0,7199.0,7213.0,7315.0,7356.0,7437.0,7482.0,7505.0,7568.0,7606.0
unmatched_applicants,8066.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6521.0,6545.0,6530.0,6599.0,6738.0,6830.0,6814.0,6957.0,7102.0,7197.0,7208.0,7299.0,7384.0,7437.0,7440.0,7560.0,7555.0,7612.0
unmatched_applicants,8035.0,6523.0,6528.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6528.0,6542.0,6595.0,6722.0,6862.0,6866.0,6983.0,7083.0,7194.0,7226.0,7312.0,7377.0,7456.0,7516.0,7529.0,7505.0,7623.0
unmatched_applicants,8062.0,6531.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6532.0,6528.0,6553.0,6610.0,6734.0,6853.0,6839.0,6999.0,7053.0,7197.0,7202.0,7275.0,7363.0,7405.0,7483.0,7517.0,7576.0,7591.0
unfilled_spots,1544.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,69.0,207.0,363.0,357.0,477.0,581.0,717.0,757.0,759.0,847.0,928.0,967.0,1002.0,1085.0,1105.0
unfilled_spots,1587.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,13.0,71.0,225.0,370.0,324.0,496.0,571.0,678.0,685.0,792.0,828.0,943.0,948.0,1012.0,1019.0,1079.0
unfilled_spots,1558.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,29.0,95.0,163.0,326.0,329.0,462.0,592.0,675.0,719.0,798.0,850.0,918.0,980.0,983.0,1065.0,1086.0
unfilled_spots,1563.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,94.0,225.0,319.0,333.0,466.0,578.0,663.0,705.0,785.0,890.0,937.0,958.0,1019.0,1022.0,1056.0
unfilled_spots,1599.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,84.0,211.0,331.0,368.0,483.0,607.0,696.0,710.0,781.0,845.0,871.0,975.0,1015.0,1058.0,1110.0
unfilled_spots,1570.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,70.0,242.0,315.0,314.0,464.0,566.0,720.0,675.0,741.0,826.0,948.0,961.0,1002.0,1042.0,1087.0
unfilled_spots,1584.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,62.0,204.0,330.0,302.0,439.0,603.0,680.0,694.0,796.0,837.0,918.0,963.0,986.0,1049.0,1087.0
unfilled_spots,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,11.0,80.0,219.0,311.0,295.0,438.0,583.0,678.0,689.0,780.0,865.0,918.0,921.0,1041.0,1036.0,1093.0
unfilled_spots,1516.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,76.0,203.0,343.0,347.0,464.0,564.0,675.0,707.0,793.0,858.0,937.0,997.0,1010.0,986.0,1104.0
unfilled_spots,1543.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,34.0,91.0,215.0,334.0,320.0,480.0,534.0,678.0,683.0,756.0,844.0,886.0,964.0,998.0,1057.0,1072.0
reviews_per_program,667.3298153034301,665.604221635884,664.0817941952506,666.1939313984169,664.9208443271768,661.5672823218997,470.34696569920845,194.45910290237467,182.04089709762533,203.23878627968338,225.75593667546175,248.02506596306068,270.3126649076517,292.4525065963061,314.3166226912929,335.5910290237467,356.5197889182058,377.598944591029,396.98153034300793,416.6187335092348,435.5013192612137,453.7084432717678,470.9894459102902,487.1517150395778,502.7414248021108,517.4459102902375,529.8416886543536,543.4881266490765
reviews_per_program,666.2269129287599,665.6688654353562,668.6081794195251,665.6253298153034,667.0448548812665,665.2335092348285,486.84036939313984,184.33377308707125,181.41820580474933,203.26912928759896,225.7401055408971,248.1094986807388,270.3311345646438,292.5131926121372,314.21767810026387,335.5158311345646,356.5580474934037,377.5527704485488,397.27440633245385,416.47757255936676,435.50923482849606,453.73218997361477,470.30870712401054,487.52770448548813,503.0646437994723,517.8984168865435,531.6781002638522,543.7044854881267
reviews_per_program,668.697889182058,663.7994722955145,666.1754617414248,667.3166226912929,666.0263852242743,660.0699208443272,474.5672823218997,189.95118733509236,182.08839050131925,203.2532981530343,225.74406332453825,248.11477572559366,270.47757255936676,292.24802110817944,314.0791556728232,335.4353562005277,356.6253298153034,377.42480211081795,397.21767810026387,416.3839050131926,435.5052770448549,454.23218997361477,469.8654353562005,487.2704485488127,502.7717678100264,517.0474934036939,532.1160949868074,544.4498680738786
reviews_per_program,665.7097625329816,667.575197889182,668.8614775725594,667.2058047493404,669.3641160949868,661.2915567282322,484.18997361477574,195.97097625329815,180.76385224274406,203.26121372031662,225.72823218997362,248.17941952506595,270.27836411609496,292.24274406332455,314.1200527704485,335.53562005277047,356.84696569920845,377.43139841688657,397.1767810026385,416.54353562005275,435.5145118733509,453.6358839050132,470.4749340369393,486.6306068601583,502.67018469656995,517.4406332453826,530.259894459103,543.335092348285
reviews_per_program,666.778364116095,667.8166226912929,665.9775725593668,668.1530343007915,668.7124010554089,658.9920844327177,476.6200527704485,186.67150395778364,180.7348284960422,203.2915567282322,225.73746701846966,248.1741424802111,270.2757255936676,292.3166226912929,313.9736147757256,335.80474934036937,356.63192612137203,377.3390501319261,397.41820580474933,416.64775725593665,435.5052770448549,453.34696569920845,471.18601583113457,487.01846965699207,502.77440633245385,516.9208443271768,529.5686015831135,542.7810026385224
reviews_per_program,668.6583113456464,669.1358839050132,666.7810026385224,666.3496042216359,667.7150395778364,662.6952506596306,471.6081794195251,194.24934036939314,180.76253298153034,203.27704485488127,225.80211081794195,248.06860158311346,270.3627968337731,292.23746701846966,314.10026385224273,335.4327176781003,356.5976253298153,377.2717678100264,397.76253298153034,416.4617414248021,435.0303430079156,453.11213720316624,470.49208443271766,487.00923482849606,502.3852242744063,517.1345646437994,531.4920844327177,544.7730870712401
reviews_per_program,667.4168865435356,667.9089709762533,665.476253298153,667.9841688654353,665.0949868073878,660.0725593667546,478.50791556728234,191.86015831134566,181.9802110817942,203.28364116094986,225.74802110817942,248.1174142480211,270.3245382585752,292.4168865435356,314.1306068601583,335.46437994722953,356.8852242744063,377.36675461741424,397.0158311345646,416.3641160949868,435.1715039577836,454.1240105540897,470.9168865435356,486.2401055408971,503.24274406332455,517.8298153034301,531.7071240105541,543.8496042216359
reviews_per_program,667.0013192612137,668.6002638522427,664.9300791556728,664.957783641161,665.6358839050132,664.6385224274406,479.75725593667545,188.60026385224273,180.74802110817942,203.28496042216358,225.7348284960422,248.15171503957782,270.2335092348285,292.3232189973615,314.065963060686,335.3377308707124,356.66358839050133,377.2968337730871,397.089709762533,416.83509234828495,435.2612137203166,453.6767810026385,470.74274406332455,487.0065963060686,502.6688654353562,517.6332453825858,530.4696569920844,543.7757255936675
reviews_per_program,667.4934036939314,665.4736147757257,668.5501319261214,669.7071240105541,669.631926121372,663.6174142480211,462.7071240105541,186.9538258575198,181.3641160949868,203.2730870712401,225.67678100263853,248.13852242744062,270.4089709762533,292.3337730870712,314.0145118733509,335.52374670184696,356.68601583113457,376.9366754617414,397.7335092348285,416.4986807387863,435.3812664907652,453.8852242744063,470.0105540897098,487.1240105540897,503.5158311345646,516.3430079155672,531.5158311345647,544.6701846965699
reviews_per_program,667.3337730870712,665.8482849604221,665.0303430079156,664.3271767810027,670.1767810026386,664.3839050131926,484.85620052770446,187.65171503957782,181.4089709762533,203.28232189973616,225.70976253298153,248.04881266490764,270.3482849604222,292.12664907651714,314.01715039577834,335.38258575197887,356.86015831134563,377.00395778364117,397.28232189973613,416.88786279683376,435.44591029023746,453.1200527704485,471.5158311345646,486.9538258575198,502.77704485488124,517.2150395778364,532.2506596306068,543.646437994723
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9998132041328586,0.9809602568468162,0.8824947248146388,0.7745354218063443,0.6888448930576742,0.6201387306206647,0.5644590777806737,0.5179187591814424,0.47871020710125906,0.4454107415677518,0.4171744411859516,0.39268507485883025,0.37076374816574664,0.3526612431541447,0.3360386577453237,0.32146860137529915,0.30856820514609884,0.29724657572617014,0.28738480370253017,0.27847317347104794,0.2705596801827527,0.2642298690304268,0.2575953238632502
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9997548304243769,0.9810667237454029,0.8832771791706975,0.7745580356491146,0.6887420657069796,0.620182220897546,0.5642669899557072,0.5178833737573874,0.4786108918705604,0.44555099778735985,0.41726794090932323,0.39264293986406235,0.37080909202089557,0.3524012565834479,0.33615255472140393,0.321462758545481,0.308552055802215,0.29767681924520467,0.28716316777884215,0.27829425447717554,0.27032328239510706,0.26331722132343455,0.25749281776535443
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9997898546494659,0.9797824521803429,0.882273466494308,0.774498211809357,0.6887957109290823,0.6201713477564664,0.5642549888074184,0.5176029889475275,0.4790451598923819,0.44574750495648374,0.41736804845433806,0.392568862319752,0.3709348172590252,0.35245158440471486,0.33622817384251263,0.32146567993384084,0.3082124144661175,0.2979576480101528,0.2873147764592488,0.2784563672097423,0.27076816305285234,0.2631004799873061,0.2571402955707996
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9998715778413403,0.9812029343659395,0.8815891521352981,0.7744911289675155,0.6887688872734825,0.6202148426085026,0.5641080161598979,0.5179844877996398,0.4790538100397255,0.44568947052326097,0.41724333165576244,0.3923250397426892,0.37092833449263,0.35248787617086297,0.33609932222714894,0.32145886344359625,0.30861756083942116,0.2975716448881162,0.287692549597957,0.2785126396237507,0.270562439447249,0.2640214760024581,0.25766787746935765
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9998832525830366,0.9789169520547946,0.8834282664353802,0.7746155025292525,0.6886660826113761,0.6201894698700828,0.5641200110570074,0.5179895445382171,0.47893273639744377,0.4458973410870954,0.41690893376286636,0.39256160131988294,0.3710191138474878,0.35227374577998494,0.3360152492408626,0.32146567993384084,0.30881424293658716,0.2971225700598333,0.28746343049084405,0.2784549058915831,0.2708345030702404,0.2643661266575821,0.2579309137929358
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9997898546494659,0.9789264761682379,0.8831619419354301,0.7744967814447736,0.6887152462293294,0.620011918811858,0.564360016167117,0.5178227242784298,0.4790624604994673,0.44571754981351436,0.41737133148219524,0.3925993614526028,0.37108528107646904,0.3519687964338782,0.33616533302922597,0.32181663244913616,0.308974288051849,0.29756079779493205,0.2874688814664922,0.27867061616352595,0.2707225731399941,0.2634093791809289,0.2569877318144613
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9996614324908062,0.9790918731696876,0.882658082164362,0.7744704456869242,0.6886928982600964,0.6201604749966397,0.5642489884247074,0.5178960108537574,0.4787685200223774,0.4456744963483417,0.4173319385564059,0.3922829819716915,0.3709918753758163,0.35263077444523455,0.3362441540664884,0.3217122415570242,0.3082858354685584,0.2972923757896654,0.2879235966030876,0.27819576467133994,0.27035909455689594,0.26330284789868846,0.2574241093737113
