Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,261.0,235.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,236.0,238.0,239.0,241.0,240.0,247.0,247.0,250.0,245.0,248.0,250.0,251.0,250.0,256.0,255.0,253.0,257.0,256.0,255.0,255.0,259.0
unmatched_applicants,270.0,234.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,236.0,235.0,238.0,241.0,243.0,242.0,244.0,246.0,244.0,247.0,247.0,251.0,251.0,251.0,251.0,252.0,248.0,256.0,258.0,260.0,254.0,257.0,258.0
unmatched_applicants,265.0,239.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,237.0,237.0,234.0,239.0,243.0,240.0,243.0,245.0,247.0,249.0,248.0,250.0,249.0,252.0,251.0,250.0,252.0,255.0,256.0,255.0,257.0,262.0,256.0
unmatched_applicants,265.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,236.0,239.0,238.0,241.0,243.0,240.0,243.0,245.0,245.0,248.0,248.0,247.0,251.0,257.0,249.0,251.0,251.0,256.0,262.0,253.0,256.0,260.0
unmatched_applicants,262.0,236.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,238.0,235.0,238.0,240.0,244.0,242.0,244.0,245.0,245.0,247.0,252.0,250.0,254.0,254.0,259.0,252.0,255.0,253.0,258.0,254.0,257.0,259.0
unmatched_applicants,263.0,236.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,237.0,236.0,239.0,238.0,242.0,240.0,245.0,247.0,246.0,248.0,251.0,251.0,253.0,253.0,257.0,253.0,254.0,254.0,260.0,253.0,257.0,263.0
unmatched_applicants,262.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,236.0,234.0,234.0,238.0,239.0,242.0,238.0,246.0,244.0,248.0,251.0,252.0,248.0,252.0,252.0,255.0,253.0,258.0,258.0,256.0,257.0,255.0,260.0
unmatched_applicants,268.0,235.0,236.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,236.0,234.0,237.0,236.0,238.0,240.0,244.0,245.0,245.0,247.0,248.0,249.0,252.0,255.0,251.0,256.0,253.0,252.0,255.0,254.0,254.0,261.0,258.0,257.0
unmatched_applicants,265.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,235.0,238.0,239.0,239.0,240.0,243.0,247.0,245.0,245.0,248.0,249.0,256.0,253.0,250.0,251.0,253.0,253.0,254.0,255.0,258.0,258.0,257.0
unmatched_applicants,257.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,238.0,236.0,237.0,235.0,242.0,241.0,243.0,245.0,247.0,247.0,247.0,250.0,250.0,252.0,252.0,256.0,254.0,254.0,256.0,258.0,253.0,250.0,260.0
