Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,780.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,726.0,734.0,730.0,739.0,739.0,741.0,744.0,747.0,757.0,757.0,759.0,752.0,765.0,761.0,761.0,751.0,763.0
unmatched_applicants,773.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,726.0,726.0,733.0,743.0,744.0,740.0,739.0,750.0,746.0,754.0,758.0,767.0,759.0,756.0,762.0,758.0,773.0
unmatched_applicants,779.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,727.0,728.0,732.0,730.0,732.0,739.0,744.0,739.0,750.0,753.0,756.0,761.0,758.0,759.0,765.0,762.0,766.0,768.0
unmatched_applicants,780.0,726.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,730.0,731.0,734.0,739.0,734.0,745.0,748.0,749.0,751.0,745.0,755.0,757.0,756.0,759.0,768.0,765.0,770.0
unmatched_applicants,775.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,730.0,728.0,735.0,736.0,742.0,741.0,747.0,746.0,748.0,750.0,750.0,750.0,744.0,760.0,763.0,766.0,756.0,762.0
unmatched_applicants,774.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,733.0,733.0,738.0,740.0,738.0,749.0,752.0,748.0,747.0,759.0,755.0,756.0,757.0,752.0,758.0,763.0
unmatched_applicants,780.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,726.0,730.0,736.0,738.0,737.0,738.0,745.0,748.0,750.0,753.0,754.0,757.0,761.0,758.0,767.0,767.0,761.0
unmatched_applicants,770.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,732.0,726.0,735.0,738.0,734.0,740.0,743.0,748.0,744.0,754.0,746.0,752.0,762.0,753.0,761.0,761.0,768.0
unmatched_applicants,780.0,726.0,727.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,730.0,728.0,732.0,728.0,734.0,742.0,738.0,738.0,754.0,748.0,748.0,755.0,757.0,750.0,757.0,759.0,769.0,766.0,761.0
unmatched_applicants,771.0,726.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,734.0,732.0,726.0,734.0,736.0,739.0,742.0,745.0,754.0,746.0,752.0,754.0,757.0,759.0,761.0,756.0,766.0,767.0
unfilled_spots,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,13.0,13.0,15.0,18.0,21.0,31.0,31.0,33.0,26.0,39.0,35.0,35.0,25.0,37.0
unfilled_spots,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,17.0,18.0,14.0,13.0,24.0,20.0,28.0,32.0,41.0,33.0,30.0,36.0,32.0,47.0
unfilled_spots,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,4.0,6.0,13.0,18.0,13.0,24.0,27.0,30.0,35.0,32.0,33.0,39.0,36.0,40.0,42.0
