Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,303.0,202.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,206.0,209.0,217.0,218.0,218.0,226.0,232.0,232.0,235.0,237.0,242.0,240.0,243.0,250.0,250.0,263.0,268.0,277.0,273.0,280.0,293.0
unmatched_applicants,310.0,206.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,206.0,205.0,211.0,214.0,218.0,219.0,226.0,229.0,232.0,234.0,244.0,239.0,243.0,244.0,246.0,255.0,258.0,266.0,270.0,274.0,277.0,283.0
unmatched_applicants,310.0,210.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,204.0,204.0,208.0,214.0,221.0,225.0,228.0,236.0,231.0,236.0,236.0,241.0,243.0,246.0,243.0,254.0,263.0,263.0,272.0,271.0,281.0,286.0
unmatched_applicants,304.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,201.0,211.0,211.0,219.0,224.0,232.0,233.0,231.0,240.0,238.0,237.0,240.0,244.0,247.0,254.0,262.0,272.0,275.0,269.0,283.0,278.0
unmatched_applicants,306.0,201.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,208.0,212.0,210.0,224.0,225.0,221.0,230.0,231.0,235.0,239.0,241.0,240.0,251.0,251.0,255.0,256.0,261.0,271.0,273.0,284.0,290.0
unmatched_applicants,310.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,206.0,211.0,218.0,215.0,222.0,223.0,229.0,231.0,236.0,237.0,239.0,244.0,245.0,240.0,251.0,252.0,266.0,269.0,279.0,282.0,297.0
unmatched_applicants,313.0,201.0,203.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,207.0,206.0,210.0,210.0,220.0,218.0,227.0,229.0,231.0,234.0,238.0,243.0,241.0,246.0,244.0,248.0,260.0,261.0,275.0,275.0,282.0,285.0
unmatched_applicants,305.0,205.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,208.0,212.0,212.0,221.0,222.0,228.0,229.0,233.0,235.0,239.0,241.0,242.0,250.0,247.0,244.0,258.0,268.0,270.0,277.0,281.0,282.0
unmatched_applicants,297.0,203.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,215.0,213.0,221.0,221.0,223.0,231.0,233.0,234.0,246.0,238.0,242.0,249.0,252.0,253.0,267.0,258.0,266.0,283.0,279.0,281.0
unmatched_applicants,304.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,208.0,204.0,212.0,218.0,222.0,228.0,230.0,234.0,242.0,239.0,238.0,242.0,246.0,245.0,254.0,264.0,267.0,268.0,276.0,287.0,288.0
unfilled_spots,102.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,8.0,16.0,17.0,17.0,25.0,31.0,31.0,34.0,36.0,41.0,39.0,42.0,49.0,49.0,62.0,67.0,76.0,72.0,79.0,92.0
unfilled_spots,109.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,10.0,13.0,17.0,18.0,25.0,28.0,31.0,33.0,43.0,38.0,42.0,43.0,45.0,54.0,57.0,65.0,69.0,73.0,76.0,82.0
unfilled_spots,109.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,13.0,20.0,24.0,27.0,35.0,30.0,35.0,35.0,40.0,42.0,45.0,42.0,53.0,62.0,62.0,71.0,70.0,80.0,85.0
unfilled_spots,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,18.0,23.0,31.0,32.0,30.0,39.0,37.0,36.0,39.0,43.0,46.0,53.0,61.0,71.0,74.0,68.0,82.0,77.0
unfilled_spots,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,9.0,23.0,24.0,20.0,29.0,30.0,34.0,38.0,40.0,39.0,50.0,50.0,54.0,55.0,60.0,70.0,72.0,83.0,89.0
unfilled_spots,109.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,10.0,17.0,14.0,21.0,22.0,28.0,30.0,35.0,36.0,38.0,43.0,44.0,39.0,50.0,51.0,65.0,68.0,78.0,81.0,96.0
unfilled_spots,112.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,9.0,19.0,17.0,26.0,28.0,30.0,33.0,37.0,42.0,40.0,45.0,43.0,47.0,59.0,60.0,74.0,74.0,81.0,84.0
unfilled_spots,104.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,11.0,11.0,20.0,21.0,27.0,28.0,32.0,34.0,38.0,40.0,41.0,49.0,46.0,43.0,57.0,67.0,69.0,76.0,80.0,81.0
unfilled_spots,96.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,20.0,20.0,22.0,30.0,32.0,33.0,45.0,37.0,41.0,48.0,51.0,52.0,66.0,57.0,65.0,82.0,78.0,80.0
unfilled_spots,103.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,11.0,17.0,21.0,27.0,29.0,33.0,41.0,38.0,37.0,41.0,45.0,44.0,53.0,63.0,66.0,67.0,75.0,86.0,87.0
reviews_per_program,222.8860759493671,224.64556962025316,227.69620253164558,224.39240506329114,223.9746835443038,208.26582278481013,150.55696202531647,71.13924050632912,60.64556962025316,68.21518987341773,75.81012658227849,83.35443037974683,90.75949367088607,98.0632911392405,105.62025316455696,112.13924050632912,119.41772151898734,126.29113924050633,133.1012658227848,139.70886075949366,145.74683544303798,151.60759493670886,158.44303797468353,163.74683544303798,167.9240506329114,173.35443037974684,178.31645569620252,182.21518987341773,187.15189873417722,192.81012658227849,194.34177215189874,194.72151898734177,198.0506329113924
reviews_per_program,223.37974683544303,221.9367088607595,222.0759493670886,219.7594936708861,221.67088607594937,194.0,137.50632911392404,77.86075949367088,63.32911392405063,68.16455696202532,75.64556962025317,83.30379746835443,90.59493670886076,98.0253164556962,105.26582278481013,112.77215189873418,119.51898734177215,126.72151898734177,133.74683544303798,141.0,145.70886075949366,151.873417721519,159.46835443037975,163.86075949367088,168.40506329113924,172.74683544303798,177.40506329113924,180.64556962025316,186.8860759493671,190.8227848101266,194.73417721518987,199.31645569620252,199.29113924050634
reviews_per_program,222.32911392405063,228.49367088607596,225.08860759493672,223.50632911392404,218.35443037974684,203.9620253164557,120.43037974683544,77.51898734177215,60.63291139240506,70.69620253164557,75.81012658227849,83.31645569620254,90.58227848101266,98.13924050632912,105.40506329113924,112.60759493670886,119.84810126582279,126.60759493670886,133.126582278481,139.53164556962025,147.35443037974684,151.83544303797467,159.1772151898734,164.54430379746836,169.31645569620252,173.59493670886076,177.0,181.30379746835442,184.0379746835443,191.0253164556962,191.39240506329114,196.21518987341773,198.26582278481013
reviews_per_program,216.15189873417722,218.53164556962025,221.26582278481013,222.41772151898735,216.48101265822785,197.0253164556962,129.64556962025316,70.51898734177215,60.65822784810127,68.17721518987342,75.70886075949367,83.24050632911393,90.53164556962025,98.0,105.41772151898734,112.54430379746836,119.43037974683544,127.22784810126582,133.91139240506328,139.0506329113924,146.78481012658227,152.873417721519,157.9240506329114,163.7594936708861,169.1772151898734,173.40506329113924,178.36708860759492,181.53164556962025,187.13924050632912,191.15189873417722,193.39240506329114,199.08860759493672,199.1772151898734
reviews_per_program,225.44303797468353,225.49367088607596,224.73417721518987,223.81012658227849,216.31645569620252,204.74683544303798,133.50632911392404,69.81012658227849,65.36708860759494,68.20253164556962,75.73417721518987,83.21518987341773,90.77215189873418,98.17721518987342,104.9873417721519,112.78481012658227,120.21518987341773,126.17721518987342,133.53164556962025,139.20253164556962,147.873417721519,152.86075949367088,157.29113924050634,163.73417721518987,169.62025316455697,173.55696202531647,179.30379746835442,181.45569620253164,186.0379746835443,187.53164556962025,191.9493670886076,196.58227848101265,198.31645569620252
reviews_per_program,226.55696202531647,222.35443037974684,221.72151898734177,230.20253164556962,215.36708860759492,198.16455696202533,128.18987341772151,67.15189873417721,63.08860759493671,68.22784810126582,75.75949367088607,83.21518987341773,90.62025316455696,98.15189873417721,105.27848101265823,112.15189873417721,119.45569620253164,125.9620253164557,132.81012658227849,138.9873417721519,145.58227848101265,152.126582278481,159.40506329113924,164.78481012658227,168.64556962025316,173.873417721519,176.8987341772152,183.34177215189874,186.126582278481,192.65822784810126,193.9367088607595,197.27848101265823,200.86075949367088
reviews_per_program,224.0379746835443,217.63291139240508,224.0379746835443,221.91139240506328,222.72151898734177,201.41772151898735,123.86075949367088,69.0886075949367,63.24050632911393,68.17721518987342,75.82278481012658,83.21518987341773,90.72151898734177,98.30379746835443,105.30379746835443,112.24050632911393,120.0126582278481,126.37974683544304,133.29113924050634,139.29113924050634,146.126582278481,151.91139240506328,158.18987341772151,161.15189873417722,168.62025316455697,172.9620253164557,178.18987341772151,181.08860759493672,188.69620253164558,189.873417721519,193.62025316455697,197.91139240506328,202.7594936708861
reviews_per_program,226.30379746835442,217.13924050632912,229.78481012658227,219.16455696202533,224.0253164556962,189.9240506329114,135.72151898734177,78.45569620253164,67.63291139240506,68.20253164556962,75.73417721518987,83.21518987341773,90.78481012658227,98.18987341772151,105.53164556962025,111.9873417721519,119.30379746835443,126.77215189873418,133.69620253164558,139.48101265822785,145.9620253164557,151.72151898734177,159.45569620253164,162.81012658227849,167.25316455696202,173.55696202531647,177.78481012658227,182.58227848101265,187.63291139240508,188.51898734177215,193.873417721519,199.0126582278481,200.9746835443038
reviews_per_program,222.1772151898734,221.20253164556962,224.1139240506329,225.9367088607595,222.49367088607596,202.69620253164558,131.126582278481,70.20253164556962,62.848101265822784,68.22784810126582,75.67088607594937,83.26582278481013,90.70886075949367,98.0632911392405,105.46835443037975,112.51898734177215,119.27848101265823,127.0506329113924,134.0126582278481,140.64556962025316,145.65822784810126,152.29113924050634,157.1012658227848,162.55696202531647,168.84810126582278,173.54430379746836,176.9493670886076,181.21518987341773,185.59493670886076,186.59493670886076,194.72151898734177,196.8227848101266,199.18987341772151
reviews_per_program,219.70886075949366,222.9873417721519,223.36708860759492,225.9493670886076,217.8987341772152,205.59493670886076,136.79746835443038,69.50632911392405,64.88607594936708,68.24050632911393,75.54430379746836,83.35443037974683,90.65822784810126,98.29113924050633,105.24050632911393,112.64556962025317,119.84810126582279,126.40506329113924,132.59493670886076,139.78481012658227,146.53164556962025,151.81012658227849,156.2405063291139,162.59493670886076,169.40506329113924,174.13924050632912,182.22784810126583,182.9873417721519,187.62025316455697,188.48101265822785,195.9367088607595,194.25316455696202,201.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9936560934891486,0.9373956594323873,0.8482824427480916,0.7476518472135254,0.6646873260345147,0.5980965102688262,0.5439635535307517,0.499581589958159,0.46237253130243966,0.42929050814956854,0.404334575008466,0.37969048123807503,0.3590257592462664,0.34065620542082736,0.3245447132372927,0.3110995310057322,0.2990732236787175,0.2861708077015259,0.27690166975881264,0.2700135685210312,0.2615553121577218,0.25427699297224393,0.24883640152830844,0.24227257355427798,0.23516281512605042,0.23330945092164398,0.2328544497172203,0.2289403042311134
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9906510851419031,0.9407345575959933,0.844025757214405,0.7460847776153685,0.6651810584958218,0.5993975903614458,0.5442941802157727,0.5004890317171999,0.462551652892562,0.43073593073593075,0.40206532719721627,0.3793687778013133,0.35780641294575966,0.3390119250425894,0.3215728521411258,0.31118060985144647,0.29854975829304886,0.2843308461660581,0.27670915411355734,0.26924233313289236,0.26247526928995385,0.2555833036032822,0.25099852848433885,0.24261717691682472,0.23761194029850746,0.2328393135725429,0.22748634573860027,0.22751524390243902
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9876460767946578,0.9454646633277685,0.8459336990221799,0.7478079331941545,0.6635739469289293,0.5980965102688262,0.544211485870556,0.5005589714924539,0.462014703985554,0.43016692686441693,0.40265287769784175,0.37832699619771865,0.35812837432513495,0.3405914234097176,0.32495690828268164,0.3077055235804484,0.29862442684451856,0.28485089463220675,0.27555965843526425,0.26779306220095694,0.261192941519615,0.25616820424801545,0.2500872722195071,0.24637182749845243,0.23736001590351866,0.2369047619047619,0.23108186568608477,0.22869182149013598
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9923205342237061,0.933184855233853,0.8478416408299547,0.7474958263772955,0.6650575566282956,0.5988965056010701,0.5447080291970803,0.5008389261744967,0.4626711444071299,0.43011527377521613,0.4028793161624114,0.3796502384737679,0.3563824495075117,0.3385953303714907,0.32608101957214386,0.30889962055881337,0.2965968369628219,0.2871112536069253,0.2768802659039963,0.26801346801346804,0.26147894006861816,0.25420481158186076,0.24977337703089045,0.24228896103896103,0.23720283424938746,0.234454771566959,0.2277466937945066,0.22764537654909436
