Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,279.0,207.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,207.0,211.0,209.0,216.0,219.0,221.0,226.0,230.0,230.0,235.0,234.0,238.0,238.0,241.0,249.0,248.0,257.0,267.0,263.0,269.0,274.0,275.0,285.0,284.0,296.0
unmatched_applicants,277.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,208.0,208.0,214.0,222.0,223.0,224.0,229.0,233.0,233.0,240.0,236.0,240.0,245.0,249.0,245.0,252.0,256.0,263.0,272.0,276.0,281.0,281.0,297.0,283.0
unmatched_applicants,289.0,205.0,206.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,214.0,209.0,213.0,223.0,223.0,225.0,226.0,227.0,231.0,232.0,236.0,239.0,240.0,249.0,250.0,259.0,260.0,259.0,271.0,277.0,280.0,281.0,288.0,283.0
unmatched_applicants,283.0,206.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,214.0,208.0,218.0,220.0,225.0,226.0,225.0,231.0,233.0,237.0,238.0,239.0,245.0,255.0,252.0,258.0,268.0,278.0,277.0,274.0,277.0,277.0,283.0,275.0
unmatched_applicants,290.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,206.0,208.0,210.0,217.0,220.0,224.0,223.0,231.0,232.0,236.0,234.0,237.0,237.0,245.0,245.0,246.0,256.0,262.0,268.0,265.0,268.0,277.0,278.0,280.0,292.0
unmatched_applicants,289.0,204.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,205.0,206.0,209.0,210.0,217.0,217.0,222.0,224.0,228.0,228.0,235.0,235.0,235.0,242.0,243.0,246.0,253.0,257.0,265.0,273.0,270.0,278.0,282.0,281.0,289.0,284.0
unmatched_applicants,294.0,205.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,211.0,214.0,214.0,221.0,223.0,223.0,227.0,234.0,232.0,235.0,235.0,237.0,245.0,243.0,258.0,265.0,260.0,264.0,275.0,270.0,279.0,271.0,291.0,281.0
unmatched_applicants,285.0,209.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,208.0,213.0,221.0,219.0,222.0,227.0,226.0,231.0,235.0,232.0,239.0,243.0,243.0,250.0,251.0,253.0,258.0,271.0,269.0,265.0,271.0,292.0,294.0,277.0
unmatched_applicants,291.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,206.0,207.0,209.0,213.0,216.0,223.0,229.0,229.0,233.0,235.0,235.0,238.0,238.0,241.0,250.0,254.0,251.0,268.0,267.0,267.0,274.0,277.0,277.0,283.0,283.0
unmatched_applicants,287.0,205.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,209.0,207.0,208.0,209.0,214.0,220.0,225.0,221.0,232.0,235.0,238.0,237.0,230.0,236.0,245.0,251.0,248.0,257.0,263.0,267.0,271.0,273.0,269.0,277.0,280.0,289.0
unfilled_spots,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,12.0,15.0,17.0,22.0,26.0,26.0,31.0,30.0,34.0,34.0,37.0,45.0,44.0,53.0,63.0,59.0,65.0,70.0,71.0,81.0,80.0,92.0
unfilled_spots,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,10.0,18.0,19.0,20.0,25.0,29.0,29.0,36.0,32.0,36.0,41.0,45.0,41.0,48.0,52.0,59.0,68.0,72.0,77.0,77.0,93.0,79.0
unfilled_spots,85.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,9.0,19.0,19.0,21.0,22.0,23.0,27.0,28.0,32.0,35.0,36.0,45.0,46.0,55.0,56.0,55.0,67.0,73.0,76.0,77.0,84.0,79.0
unfilled_spots,79.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,14.0,16.0,21.0,22.0,21.0,27.0,29.0,33.0,34.0,35.0,41.0,51.0,48.0,54.0,64.0,74.0,73.0,70.0,73.0,73.0,79.0,71.0
