Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,81.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,79.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,84.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,79.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0
unmatched_applicants,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,82.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0
unmatched_applicants,81.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unmatched_applicants,78.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,67.01298701298701,67.36363636363636,67.98701298701299,63.48051948051948,64.67532467532467,64.63636363636364,61.27272727272727,56.74025974025974,51.1948051948052,41.37662337662338,43.077922077922075,40.38961038961039,38.25974025974026,39.116883116883116,40.48051948051948
reviews_per_program,65.51948051948052,67.02597402597402,62.4025974025974,70.93506493506493,66.9090909090909,66.8961038961039,63.467532467532465,56.27272727272727,53.66233766233766,40.58441558441559,41.54545454545455,38.74025974025974,39.33766233766234,39.81818181818182,43.246753246753244
reviews_per_program,66.06493506493507,62.714285714285715,65.92207792207792,66.27272727272727,66.83116883116882,64.12987012987013,62.81818181818182,54.81818181818182,45.8051948051948,40.83116883116883,36.94805194805195,38.84415584415584,39.45454545454545,40.38961038961039,41.688311688311686
reviews_per_program,70.02597402597402,64.59740259740259,68.94805194805195,64.0,69.94805194805195,69.66233766233766,63.02597402597402,55.87012987012987,48.58441558441559,46.54545454545455,41.77922077922078,38.246753246753244,42.896103896103895,39.94805194805195,41.25974025974026
reviews_per_program,66.58441558441558,64.55844155844156,65.57142857142857,65.0,68.07792207792208,62.8051948051948,60.01298701298701,59.51948051948052,52.142857142857146,44.64935064935065,37.97402597402598,39.48051948051948,40.05194805194805,41.532467532467535,40.74025974025974
reviews_per_program,63.37662337662338,65.48051948051948,66.01298701298701,65.96103896103897,66.9090909090909,64.64935064935065,63.285714285714285,58.142857142857146,47.16883116883117,47.05194805194805,42.09090909090909,39.506493506493506,39.142857142857146,40.36363636363637,40.63636363636363
reviews_per_program,69.05194805194805,66.35064935064935,65.46753246753246,65.07792207792208,65.41558441558442,65.06493506493507,61.61038961038961,57.74025974025974,49.701298701298704,42.62337662337662,41.58441558441559,40.51948051948052,38.84415584415584,41.54545454545455,41.324675324675326
reviews_per_program,67.15584415584415,68.2987012987013,63.66233766233766,64.2987012987013,63.97402597402598,65.76623376623377,64.05194805194805,56.96103896103896,46.84415584415584,45.675324675324674,39.54545454545455,39.37662337662338,37.83116883116883,41.12987012987013,39.94805194805195
reviews_per_program,64.16883116883118,64.53246753246754,64.83116883116882,67.79220779220779,64.51948051948052,66.67532467532467,60.94805194805195,55.63636363636363,52.36363636363637,44.51948051948052,40.077922077922075,37.76623376623377,38.83116883116883,41.16883116883117,38.701298701298704
reviews_per_program,64.58441558441558,65.1038961038961,65.46753246753246,65.3896103896104,66.58441558441558,62.896103896103895,61.922077922077925,56.87012987012987,48.311688311688314,45.25974025974026,40.58441558441559,42.09090909090909,38.72727272727273,42.41558441558441,40.142857142857146
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9941860465116279,0.9817275747508306,0.9396802325581395,0.91343669250646,0.8534734384121424,0.8243099787685775,0.7811741872877244,0.7528089887640449,0.6976939203354298
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9912790697674418,0.9808970099667774,0.9556686046511628,0.9204398447606728,0.8771112405358182,0.8063492063492064,0.7677702044790652,0.7591763652641003,0.7102414654454621
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9988372093023256,0.997093023255814,0.9750830564784053,0.9315866084425036,0.9082094376212023,0.8608847497089639,0.8245243128964059,0.7672497570456754,0.735333631885356,0.7029166666666666
