Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,852.0,588.0,571.0,564.0,564.0,564.0,564.0,564.0,564.0,566.0,579.0,591.0,583.0,601.0,628.0,633.0,665.0,666.0,690.0,698.0,716.0,735.0,717.0,729.0,751.0,752.0,760.0,750.0,773.0,780.0,782.0,784.0,792.0,802.0
unmatched_applicants,853.0,588.0,575.0,569.0,564.0,564.0,564.0,564.0,564.0,564.0,570.0,581.0,586.0,609.0,617.0,650.0,647.0,671.0,687.0,699.0,713.0,719.0,723.0,722.0,757.0,755.0,760.0,746.0,771.0,785.0,802.0,778.0,806.0,800.0
unmatched_applicants,857.0,589.0,576.0,566.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,588.0,587.0,601.0,631.0,651.0,659.0,664.0,688.0,697.0,701.0,722.0,730.0,732.0,746.0,747.0,759.0,766.0,764.0,784.0,776.0,784.0,792.0,794.0
unmatched_applicants,835.0,598.0,569.0,568.0,564.0,564.0,564.0,564.0,564.0,564.0,575.0,591.0,596.0,600.0,616.0,655.0,650.0,674.0,687.0,681.0,708.0,720.0,723.0,736.0,752.0,765.0,757.0,760.0,780.0,783.0,783.0,788.0,797.0,798.0
unmatched_applicants,854.0,589.0,567.0,567.0,564.0,564.0,564.0,567.0,564.0,566.0,568.0,593.0,594.0,611.0,623.0,641.0,657.0,671.0,701.0,695.0,719.0,709.0,720.0,740.0,740.0,755.0,762.0,761.0,779.0,774.0,789.0,782.0,815.0,795.0
unmatched_applicants,837.0,588.0,574.0,572.0,564.0,564.0,564.0,564.0,566.0,566.0,581.0,595.0,590.0,601.0,620.0,640.0,647.0,674.0,686.0,691.0,708.0,716.0,740.0,743.0,748.0,757.0,765.0,767.0,778.0,783.0,784.0,788.0,794.0,808.0
unmatched_applicants,820.0,586.0,571.0,570.0,564.0,564.0,564.0,564.0,565.0,564.0,573.0,591.0,582.0,607.0,636.0,642.0,665.0,678.0,688.0,704.0,705.0,716.0,729.0,737.0,756.0,748.0,765.0,764.0,790.0,786.0,782.0,804.0,805.0,808.0
unmatched_applicants,838.0,587.0,570.0,567.0,564.0,564.0,564.0,564.0,564.0,565.0,571.0,575.0,589.0,616.0,616.0,636.0,655.0,660.0,678.0,690.0,722.0,720.0,736.0,724.0,748.0,756.0,753.0,769.0,791.0,786.0,799.0,791.0,790.0,791.0
unmatched_applicants,837.0,591.0,567.0,567.0,564.0,564.0,564.0,564.0,564.0,564.0,573.0,574.0,580.0,611.0,623.0,646.0,662.0,663.0,678.0,693.0,715.0,742.0,722.0,736.0,754.0,759.0,768.0,762.0,772.0,785.0,787.0,788.0,805.0,799.0
unmatched_applicants,856.0,583.0,572.0,565.0,564.0,564.0,564.0,564.0,564.0,566.0,566.0,598.0,581.0,618.0,620.0,632.0,655.0,676.0,688.0,702.0,711.0,718.0,723.0,742.0,764.0,742.0,767.0,770.0,781.0,779.0,776.0,787.0,791.0,807.0
