Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,5175.0,4648.0,4648.0,4648.0,4648.0,4653.0,4670.0,4694.0,4703.0,4719.0,4735.0,4759.0,4787.0,4805.0,4802.0,4831.0,4895.0,4883.0,4892.0,4895.0,4957.0
unmatched_applicants,5169.0,4648.0,4648.0,4654.0,4648.0,4656.0,4660.0,4689.0,4695.0,4720.0,4742.0,4762.0,4798.0,4810.0,4814.0,4829.0,4880.0,4892.0,4883.0,4886.0,4959.0
unmatched_applicants,5173.0,4648.0,4648.0,4650.0,4648.0,4652.0,4666.0,4700.0,4696.0,4727.0,4745.0,4757.0,4796.0,4801.0,4804.0,4824.0,4883.0,4893.0,4882.0,4891.0,4961.0
unmatched_applicants,5156.0,4648.0,4648.0,4649.0,4648.0,4656.0,4667.0,4695.0,4708.0,4720.0,4738.0,4765.0,4785.0,4805.0,4804.0,4819.0,4880.0,4881.0,4888.0,4909.0,4948.0
unmatched_applicants,5176.0,4648.0,4648.0,4653.0,4648.0,4652.0,4660.0,4697.0,4699.0,4715.0,4743.0,4756.0,4801.0,4814.0,4806.0,4807.0,4877.0,4880.0,4897.0,4899.0,4953.0
unmatched_applicants,5159.0,4648.0,4648.0,4650.0,4648.0,4648.0,4663.0,4688.0,4689.0,4724.0,4731.0,4770.0,4788.0,4807.0,4818.0,4823.0,4885.0,4885.0,4873.0,4890.0,4949.0
unmatched_applicants,5138.0,4648.0,4648.0,4649.0,4650.0,4651.0,4673.0,4696.0,4685.0,4713.0,4738.0,4762.0,4805.0,4799.0,4804.0,4824.0,4888.0,4889.0,4895.0,4895.0,4945.0
unmatched_applicants,5168.0,4648.0,4648.0,4651.0,4648.0,4650.0,4666.0,4688.0,4702.0,4719.0,4738.0,4761.0,4791.0,4807.0,4820.0,4821.0,4882.0,4899.0,4871.0,4892.0,4963.0
unmatched_applicants,5165.0,4648.0,4648.0,4648.0,4649.0,4656.0,4681.0,4694.0,4689.0,4717.0,4737.0,4751.0,4797.0,4802.0,4811.0,4819.0,4878.0,4885.0,4889.0,4895.0,4961.0
unmatched_applicants,5162.0,4648.0,4648.0,4649.0,4650.0,4654.0,4672.0,4705.0,4688.0,4715.0,4747.0,4752.0,4784.0,4810.0,4829.0,4816.0,4897.0,4876.0,4884.0,4895.0,4961.0
unfilled_spots,527.0,0.0,0.0,0.0,0.0,5.0,22.0,46.0,55.0,71.0,87.0,111.0,139.0,157.0,154.0,183.0,247.0,235.0,244.0,247.0,309.0
unfilled_spots,521.0,0.0,0.0,6.0,0.0,8.0,12.0,41.0,47.0,72.0,94.0,114.0,150.0,162.0,166.0,181.0,232.0,244.0,235.0,238.0,311.0
unfilled_spots,525.0,0.0,0.0,2.0,0.0,4.0,18.0,52.0,48.0,79.0,97.0,109.0,148.0,153.0,156.0,176.0,235.0,245.0,234.0,243.0,313.0
unfilled_spots,508.0,0.0,0.0,1.0,0.0,8.0,19.0,47.0,60.0,72.0,90.0,117.0,137.0,157.0,156.0,171.0,232.0,233.0,240.0,261.0,300.0
unfilled_spots,528.0,0.0,0.0,5.0,0.0,4.0,12.0,49.0,51.0,67.0,95.0,108.0,153.0,166.0,158.0,159.0,229.0,232.0,249.0,251.0,305.0
unfilled_spots,511.0,0.0,0.0,2.0,0.0,0.0,15.0,40.0,41.0,76.0,83.0,122.0,140.0,159.0,170.0,175.0,237.0,237.0,225.0,242.0,301.0
unfilled_spots,490.0,0.0,0.0,1.0,2.0,3.0,25.0,48.0,37.0,65.0,90.0,114.0,157.0,151.0,156.0,176.0,240.0,241.0,247.0,247.0,297.0
unfilled_spots,520.0,0.0,0.0,3.0,0.0,2.0,18.0,40.0,54.0,71.0,90.0,113.0,143.0,159.0,172.0,173.0,234.0,251.0,223.0,244.0,315.0
unfilled_spots,517.0,0.0,0.0,0.0,1.0,8.0,33.0,46.0,41.0,69.0,89.0,103.0,149.0,154.0,163.0,171.0,230.0,237.0,241.0,247.0,313.0
unfilled_spots,514.0,0.0,0.0,1.0,2.0,6.0,24.0,57.0,40.0,67.0,99.0,104.0,136.0,162.0,181.0,168.0,249.0,228.0,236.0,247.0,313.0
reviews_per_program,534.1276595744681,354.41641337386017,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.75987841945289,126.88753799392097,144.9787234042553,163.01215805471125,181.12158054711247,199.08510638297872,217.0,234.32218844984803,251.9209726443769,269.0,285.8632218844985,302.78115501519756,318.21884498480244,334.51671732522794,349.9756838905775
reviews_per_program,530.1945288753799,345.4498480243161,37.78115501519757,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.88449848024317,144.98480243161094,163.0516717325228,181.04559270516717,198.93009118541033,216.85106382978722,234.49848024316108,251.9756838905775,269.1276595744681,286.0547112462006,302.60790273556233,318.629179331307,334.1094224924012,349.56534954407294
reviews_per_program,535.7507598784194,366.5744680851064,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.8693009118541,145.0060790273556,163.09118541033433,181.0303951367781,199.01215805471125,216.7872340425532,234.51975683890578,252.2887537993921,269.35258358662617,286.1063829787234,302.56534954407294,318.46200607902733,334.2857142857143,348.6170212765957
reviews_per_program,534.1094224924012,359.1550151975684,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.84802431610942,144.98480243161094,163.06990881458967,181.0516717325228,198.9756838905775,216.72340425531914,234.37993920972644,251.96352583586625,269.1246200607903,286.17021276595744,302.50759878419456,318.72036474164133,334.16413373860183,348.9635258358663
reviews_per_program,538.644376899696,354.6838905775076,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.87234042553192,145.00911854103344,163.0547112462006,181.03951367781156,199.06990881458967,216.87234042553192,234.54103343465044,252.16413373860183,269.0364741641337,286.2462006079027,302.6534954407295,318.6534954407295,333.9179331306991,349.7720364741641
reviews_per_program,531.0212765957447,359.25531914893617,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.89057750759878,144.9726443768997,163.01519756838906,181.09422492401217,199.06079027355622,216.9939209726444,234.6018237082067,251.89969604863222,269.45896656534956,285.8966565349544,302.65045592705167,318.46504559270517,335.03951367781156,350.0121580547112
reviews_per_program,533.5440729483282,339.3677811550152,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.87537993920972,144.96352583586625,163.01519756838906,181.07598784194528,199.00911854103344,216.69300911854103,234.4498480243161,252.1337386018237,268.97872340425533,286.19452887537994,302.8510638297872,318.67477203647417,334.09118541033433,349.09422492401217
reviews_per_program,534.1823708206687,343.12158054711244,36.255319148936174,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.88145896656535,144.95440729483283,163.0212765957447,181.10334346504558,199.0243161094225,216.74164133738603,234.38297872340425,252.1550151975684,269.21884498480244,286.3586626139818,302.8996960486322,318.7963525835866,334.1276595744681,349.4133738601824
reviews_per_program,541.3191489361702,334.51063829787233,39.209726443769,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.87841945288754,144.9939209726444,163.05775075987842,181.0030395136778,199.03343465045592,216.86322188449847,234.46200607902736,251.76899696048633,269.0820668693009,285.9179331306991,301.9726443768997,318.17021276595744,334.69300911854106,349.6048632218845
reviews_per_program,533.854103343465,348.62613981762917,37.74164133738602,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.88449848024317,144.9726443768997,163.06079027355622,181.08510638297872,198.96352583586625,216.77507598784194,234.5258358662614,252.08206686930092,269.17021276595744,285.8632218844985,302.258358662614,318.96048632218844,334.5775075987842,349.7325227963526
pct_interview_given_signal,0.0,0.9411468812877264,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.18389134201553853,0.1576198917261534,0.13795127678309363,0.12269023512520744,0.11042306465958482,0.1004595490007481,0.09216589861751152,0.08535256576557879,0.07938997611061509,0.07434944237918216,0.06996352964943806,0.06605430908999649,0.0628498290255411,0.05978774442102203,0.05714682739573744
pct_interview_given_signal,0.0,0.9424882629107981,0.5515593561368209,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838862029455328,0.15762366750509044,0.1379454926624738,0.1226605025725151,0.11046941105365657,0.10053783156093388,0.09222919937205651,0.08528839922229423,0.07937273823884197,0.0743141750335995,0.0699166950017001,0.06609212720223387,0.06276889028799283,0.05986062844562508,0.057213908718599736
pct_interview_given_signal,0.0,0.9483568075117371,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838862029455328,0.15764254911356013,0.1379252520594462,0.12263078442700859,0.11047868500142716,0.10049637266132111,0.09225635489253116,0.0852806615083531,0.07927424309964701,0.07425211866797567,0.06990406782181899,0.06610142248653862,0.06280184015118255,0.05982905982905983,0.057369545315837656
pct_interview_given_signal,0.0,0.9450033534540577,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838862029455328,0.1576689909663815,0.1379454926624738,0.12264678471575023,0.11046570191048585,0.10051479461680644,0.09228352640879639,0.08533153505984879,0.07937656823007141,0.07431501434347541,0.06988847583643122,0.06611404169806581,0.06275093220419801,0.059850827724213206,0.05731258002421413
pct_interview_given_signal,0.0,0.9532193158953722,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838862029455328,0.15763877242998492,0.1379223610295967,0.12265821604995805,0.11047312044592189,0.1004672183711485,0.09222015108407731,0.08527292519827899,0.07931342060220342,0.0743393625795081,0.06986992301566233,0.06608217086961325,0.0627641004607152,0.059894956262117806,0.05718009993482511
pct_interview_given_signal,0.0,0.9533869885982562,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838810641627543,0.15761611612810503,0.1379570613887957,0.12268794749403342,0.1104397448808325,0.10047182055549618,0.09216848062080654,0.08525082918739635,0.07939668174962293,0.07422280377205252,0.06995534765043589,0.06608283453179609,0.06280124075399666,0.059694451500526186,0.0571408722232836
pct_interview_given_signal,0.0,0.9466800804828974,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838810641627543,0.15763499592736332,0.13796573920701152,0.12268794749403342,0.11045086782824722,0.10049790756636222,0.09229647085226954,0.0853060906993025,0.07932298196547401,0.07435532352475874,0.06988253786189172,0.06603906140227624,0.06275990996146656,0.05986389606608683,0.057291122488071604
pct_interview_given_signal,0.0,0.9535546613011402,0.5516431924882629,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838810641627543,0.1576274434649291,0.13797441811700567,0.12268337248760115,0.1104341842471846,0.10049023350998029,0.09227576148538734,0.08533042846768336,0.07931628876915103,0.07428900454991928,0.06984248291088184,0.06602845846629338,0.06273597498188475,0.059857361181864494,0.05723879363588124
pct_interview_given_signal,0.0,0.9505365526492288,0.5513078470824949,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838862029455328,0.15763121960568238,0.13793681739093977,0.12265592961264586,0.11049538203190597,0.10048562963867934,0.09222402870437854,0.08530166714200524,0.07943789839675487,0.07432676667269113,0.06995014192012076,0.06623116488339087,0.06285943560251438,0.05975625261093049,0.057207442183968005
pct_interview_given_signal,0.0,0.9485244802146211,0.5514755197853789,0.3677621283255086,0.27582159624413144,0.22065727699530516,0.1838862029455328,0.15762366750509044,0.1379570613887957,0.12265364326057375,0.11044530607449184,0.10052093676958096,0.09226152918577098,0.08527845099081119,0.0793392415747272,0.0743024266856375,0.06996352964943806,0.06616855887292218,0.06270369170367264,0.05977688142737745,0.05718656028923537
pct_interview_given_nosignal,0.03744423199490121,0.005715163801204499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03772200373780341,0.005616661395555868,6.090356529471235e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.037330791662411635,0.005471696995896227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03744551052230227,0.005530623484058446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.037130249303102464,0.005232296422746166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03766327430082539,0.0052842188635974065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03748518822349831,0.005480287979158477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.03744039693648789,0.005302976317727262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.0369467809134502,0.005426398146328098,2.4275232587072225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.037463419077876085,0.005478590168215867,1.2221203788573175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.03744423199490121,0.037565010875584455,0.03740825596798126,0.03725364751708402,0.03727242859894187,0.037556220177621516,0.037640867227275325,0.03727517348817448,0.037581102074385454,0.03730581698605284,0.03728467815049864,0.03733163884759841,0.03725617869376893,0.03727179522037374,0.03751874511771649,0.03724015371467704,0.0376341933528177,0.037419743748684904,0.03736301175401738,0.03740889399297304,0.03743272917591107
pct_interview_given_application,0.03772200373780341,0.03723699251864679,0.0373604660405855,0.037337358353524634,0.037391887437916965,0.03746043312914171,0.03725470213223721,0.037291017285349955,0.037500142477744976,0.0374076179647527,0.03752109849003239,0.037429961034159104,0.037499715047757995,0.037468752313325325,0.03729418766117834,0.03739486246874289,0.03766866459431764,0.037493945696458586,0.03733905335852868,0.03739656269891789,0.03745659475152274
pct_interview_given_application,0.037330791662411635,0.03763591541642596,0.03743677565813055,0.03758625416990358,0.03720099278029365,0.03750976222915158,0.03735770857580833,0.03743954480796586,0.03731152858187839,0.037405704085635184,0.037615046018407365,0.037738446185434565,0.03704767213373196,0.03743102565561181,0.03720477894820168,0.03733947713382627,0.03709215540372951,0.03734392735527809,0.03723867842307214,0.03790890340719232,0.03777310876129462
pct_interview_given_application,0.03744551052230227,0.03724879705632607,0.03723888917185917,0.03741208444441917,0.037482198803759616,0.03757852655625357,0.03738169092499801,0.03751040372139689,0.03702328303118283,0.03748262583452959,0.03749608228623529,0.03747707519336576,0.0375401502747049,0.037460859664104756,0.03751724767085172,0.03723804619102326,0.037188377784183074,0.03728341058214249,0.03738593879615004,0.0373799920468102,0.0375063413077059
pct_interview_given_application,0.037130249303102464,0.037171571092042006,0.03726314120352018,0.03771832778258651,0.03745936683422807,0.037227722772277226,0.037329097407386394,0.03767146815673163,0.03730201022687332,0.03768851416755924,0.037468752313325325,0.037414424454704664,0.03718123308338654,0.037223510776715506,0.03759011916867566,0.037470672649825745,0.03728341058214249,0.03743805367638273,0.03695383578569022,0.037807835070501845,0.03744274048994224
pct_interview_given_application,0.03766327430082539,0.03756844250829303,0.03743890573702867,0.037449772910951494,0.0372572334522394,0.037426980416247174,0.03722182624534727,0.037565010875584455,0.03727665167291721,0.037336510908729824,0.03733036808423728,0.03752816037870362,0.03749736435698858,0.03724732107983267,0.037615906154602516,0.03735389121956481,0.03760773644864086,0.03709801091515944,0.03737362262864932,0.036756491039907045,0.03745680797408763
pct_interview_given_application,0.03748518822349831,0.037303067582046906,0.03764215921832453,0.03750505862302856,0.0371957354919673,0.037810224850166926,0.037397412871984906,0.03718963889877975,0.03696899211740183,0.03727158409896795,0.03762881291960701,0.03756350973340184,0.037251960257027206,0.03753415436919233,0.03743911875825026,0.037395500036940844,0.03717577134075719,0.037344351241217266,0.03728129815973166,0.03744018390072092,0.03751339764201501
pct_interview_given_application,0.03744039693648789,0.037738013305804084,0.03763526962410488,0.0373678920079279,0.0376374223513665,0.03720646193688472,0.03742570315388334,0.03713108741041702,0.037500142477744976,0.03793797314360503,0.037129411233621866,0.037406554674398115,0.03732084011593282,0.03735728438658544,0.03742527741913467,0.037501638559435536,0.03760687668602259,0.037052053066648646,0.03764065190405638,0.03737362262864932,0.0372572334522394
pct_interview_given_application,0.0369467809134502,0.03784937329951049,0.03723720324835177,0.037783302995676164,0.03750698268294629,0.0374945866478244,0.03731279806291006,0.03720772427832283,0.037315125669177024,0.03740251472226643,0.03743613668172457,0.037337993962366936,0.037435284747112704,0.03722709091217688,0.03762171310299087,0.03748113126940275,0.03729418766117834,0.037549147725651544,0.03728172062506374,0.03730708607844694,0.03727918597668068
