Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
unmatched_applicants,995.0,872.0,866.0,864.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,996.0,864.0,866.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1025.0,864.0,871.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1008.0,867.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1001.0,866.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1001.0,865.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,994.0,867.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1010.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1007.0,863.0,865.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unmatched_applicants,1008.0,873.0,870.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0
unfilled_spots,132.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,133.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,162.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,145.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,138.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,138.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,131.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,144.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,145.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,469.52,471.108,473.62,469.276,473.376,470.792,475.056,470.536,472.748,473.828,470.78,469.996,468.276,438.176
reviews_per_program,472.672,477.132,472.66,473.24,475.732,466.7,469.904,469.276,469.684,471.344,467.964,475.608,467.476,432.484
reviews_per_program,471.848,474.296,467.288,475.992,470.444,469.988,473.656,472.716,469.788,469.096,466.06,469.888,466.996,435.004
reviews_per_program,472.728,465.92,475.384,467.732,476.148,476.176,474.832,471.936,469.204,472.984,465.964,469.332,465.676,434.196
reviews_per_program,468.992,468.016,473.524,469.848,468.94,470.504,471.844,469.312,472.364,471.116,477.812,471.844,463.36,417.952
reviews_per_program,475.3,469.276,471.22,473.096,474.956,470.492,469.36,474.928,473.748,472.992,474.096,468.804,473.024,438.62
reviews_per_program,468.272,469.088,476.94,469.644,474.688,464.368,474.076,469.788,468.38,471.272,472.004,474.272,468.516,429.284
reviews_per_program,467.896,469.828,471.836,466.58,476.732,472.276,472.416,472.196,473.928,478.5,470.716,474.348,470.86,433.776
reviews_per_program,469.316,472.6,473.848,470.556,474.368,468.576,471.912,471.256,474.912,471.016,471.052,472.292,465.5,434.012
reviews_per_program,471.872,473.312,472.9,478.5,470.412,475.648,475.264,471.308,475.356,471.92,474.744,472.808,467.512,425.932
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999163179916318,0.9940829546553225
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999162917233442,0.9954155060352832
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999958142357841,0.9941842491691785
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993520337778521,0.9950905541488683
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989347480992564,0.9936768829159818
