Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,248.0,248.0,248.0,249.0,248.0,252.0,253.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,247.0,254.0
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,248.0,249.0,249.0,251.0,253.0
unmatched_applicants,270.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,248.0,248.0,248.0,250.0,248.0,249.0,253.0
unmatched_applicants,264.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,248.0,248.0,249.0,250.0,252.0
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,249.0,248.0,247.0,248.0,247.0,252.0,252.0
unmatched_applicants,266.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,249.0,247.0,248.0,248.0,248.0,250.0,254.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,248.0,248.0,248.0,249.0,249.0,255.0
unmatched_applicants,266.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,249.0,248.0,248.0,252.0,251.0,254.0
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,248.0,248.0,249.0,251.0,256.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,5.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,7.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,8.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,4.0,7.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,9.0
reviews_per_program,261.48148148148147,254.4814814814815,142.66666666666666,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.44444444444444,99.66666666666667,110.5925925925926,121.77777777777777,132.33333333333334,143.66666666666666,154.11111111111111,165.0,174.7037037037037,186.11111111111111,194.4814814814815,204.1851851851852
reviews_per_program,267.8888888888889,253.0,186.25925925925927,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.62962962962963,121.55555555555556,132.40740740740742,143.25925925925927,154.40740740740742,164.37037037037038,173.66666666666666,184.14814814814815,194.5185185185185,203.8148148148148
reviews_per_program,267.0740740740741,254.88888888888889,188.77777777777777,42.925925925925924,44.2962962962963,55.370370370370374,66.44444444444444,77.48148148148148,88.55555555555556,99.66666666666667,110.51851851851852,121.70370370370371,132.22222222222223,143.22222222222223,154.1851851851852,164.85185185185185,174.40740740740742,185.44444444444446,193.5185185185185,204.4814814814815
reviews_per_program,268.6296296296296,255.92592592592592,161.03703703703704,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.51851851851852,110.5925925925926,121.25925925925925,132.2962962962963,142.92592592592592,154.25925925925927,164.5185185185185,175.22222222222223,184.92592592592592,195.1851851851852,203.2962962962963
reviews_per_program,264.5925925925926,246.8148148148148,196.66666666666666,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.55555555555556,99.51851851851852,110.4074074074074,121.81481481481481,132.0,143.66666666666666,154.5185185185185,164.55555555555554,174.22222222222223,184.59259259259258,194.14814814814815,203.4814814814815
reviews_per_program,265.6296296296296,258.3703703703704,160.7037037037037,42.96296296296296,44.2962962962963,55.370370370370374,66.4074074074074,77.51851851851852,88.5925925925926,99.5925925925926,110.51851851851852,121.55555555555556,132.40740740740742,143.22222222222223,154.11111111111111,164.0,175.2962962962963,183.5185185185185,193.88888888888889,204.5185185185185
reviews_per_program,264.0,259.1111111111111,136.88888888888889,42.925925925925924,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.55555555555556,99.66666666666667,110.66666666666667,121.74074074074075,132.4814814814815,143.2962962962963,153.22222222222223,164.55555555555554,175.07407407407408,185.07407407407408,194.96296296296296,203.77777777777777
reviews_per_program,268.51851851851853,255.74074074074073,187.0,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.5925925925926,110.74074074074075,121.5925925925926,132.74074074074073,143.33333333333334,154.33333333333334,165.0,175.7037037037037,183.88888888888889,193.85185185185185,201.14814814814815
reviews_per_program,268.4074074074074,252.7037037037037,168.7037037037037,41.96296296296296,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.51851851851852,99.5925925925926,110.70370370370371,121.48148148148148,132.25925925925927,143.1851851851852,154.44444444444446,164.44444444444446,174.33333333333334,184.7037037037037,195.62962962962962,205.14814814814815
