Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,1807.0,884.0,870.0,846.0,833.0,833.0,839.0,872.0,876.0,952.0,989.0,1040.0,1102.0,1122.0,1167.0,1173.0,1245.0,1260.0,1277.0,1294.0,1362.0,1344.0,1380.0,1363.0,1447.0,1479.0,1488.0,1502.0,1557.0,1580.0,1566.0
unmatched_applicants,1782.0,900.0,867.0,855.0,833.0,833.0,845.0,882.0,897.0,946.0,994.0,1040.0,1118.0,1135.0,1164.0,1196.0,1232.0,1244.0,1285.0,1284.0,1360.0,1369.0,1375.0,1389.0,1482.0,1432.0,1459.0,1495.0,1567.0,1561.0,1581.0
unmatched_applicants,1795.0,899.0,874.0,848.0,833.0,833.0,841.0,867.0,898.0,948.0,993.0,1043.0,1108.0,1135.0,1184.0,1190.0,1245.0,1246.0,1278.0,1292.0,1371.0,1357.0,1363.0,1380.0,1488.0,1474.0,1475.0,1502.0,1572.0,1537.0,1579.0
unmatched_applicants,1799.0,889.0,879.0,843.0,833.0,833.0,838.0,880.0,886.0,930.0,1002.0,1051.0,1096.0,1127.0,1156.0,1187.0,1238.0,1258.0,1273.0,1281.0,1353.0,1354.0,1367.0,1365.0,1488.0,1469.0,1516.0,1480.0,1584.0,1549.0,1581.0
unmatched_applicants,1804.0,881.0,882.0,847.0,833.0,836.0,846.0,871.0,899.0,949.0,993.0,1047.0,1092.0,1143.0,1162.0,1190.0,1259.0,1253.0,1274.0,1268.0,1366.0,1367.0,1350.0,1376.0,1492.0,1487.0,1462.0,1498.0,1554.0,1592.0,1582.0
unmatched_applicants,1799.0,899.0,878.0,847.0,833.0,833.0,840.0,866.0,874.0,927.0,1006.0,1042.0,1089.0,1138.0,1152.0,1189.0,1256.0,1261.0,1266.0,1284.0,1374.0,1373.0,1385.0,1385.0,1472.0,1488.0,1481.0,1458.0,1587.0,1571.0,1602.0
unmatched_applicants,1791.0,889.0,889.0,849.0,833.0,833.0,835.0,863.0,879.0,938.0,1017.0,1066.0,1102.0,1124.0,1161.0,1192.0,1248.0,1247.0,1270.0,1272.0,1370.0,1347.0,1376.0,1381.0,1499.0,1508.0,1513.0,1467.0,1584.0,1584.0,1574.0
unmatched_applicants,1802.0,892.0,859.0,847.0,833.0,833.0,833.0,876.0,891.0,935.0,986.0,1046.0,1082.0,1155.0,1163.0,1185.0,1247.0,1260.0,1275.0,1272.0,1354.0,1350.0,1380.0,1376.0,1455.0,1487.0,1478.0,1470.0,1582.0,1586.0,1590.0
unmatched_applicants,1788.0,895.0,872.0,840.0,833.0,833.0,839.0,870.0,880.0,927.0,999.0,1039.0,1085.0,1134.0,1154.0,1193.0,1244.0,1281.0,1257.0,1285.0,1358.0,1345.0,1369.0,1384.0,1475.0,1498.0,1475.0,1504.0,1551.0,1565.0,1551.0
unmatched_applicants,1815.0,886.0,878.0,847.0,833.0,833.0,846.0,869.0,865.0,925.0,1016.0,1045.0,1087.0,1129.0,1160.0,1196.0,1262.0,1281.0,1275.0,1278.0,1359.0,1367.0,1364.0,1366.0,1460.0,1462.0,1460.0,1479.0,1592.0,1562.0,1578.0
unfilled_spots,974.0,51.0,37.0,13.0,0.0,0.0,6.0,39.0,43.0,119.0,156.0,207.0,269.0,289.0,334.0,340.0,412.0,427.0,444.0,461.0,529.0,511.0,547.0,530.0,614.0,646.0,655.0,669.0,724.0,747.0,733.0
unfilled_spots,949.0,67.0,34.0,22.0,0.0,0.0,12.0,49.0,64.0,113.0,161.0,207.0,285.0,302.0,331.0,363.0,399.0,411.0,452.0,451.0,527.0,536.0,542.0,556.0,649.0,599.0,626.0,662.0,734.0,728.0,748.0
unfilled_spots,962.0,66.0,41.0,15.0,0.0,0.0,8.0,34.0,65.0,115.0,160.0,210.0,275.0,302.0,351.0,357.0,412.0,413.0,445.0,459.0,538.0,524.0,530.0,547.0,655.0,641.0,642.0,669.0,739.0,704.0,746.0
unfilled_spots,966.0,56.0,46.0,10.0,0.0,0.0,5.0,47.0,53.0,97.0,169.0,218.0,263.0,294.0,323.0,354.0,405.0,425.0,440.0,448.0,520.0,521.0,534.0,532.0,655.0,636.0,683.0,647.0,751.0,716.0,748.0
unfilled_spots,971.0,48.0,49.0,14.0,0.0,3.0,13.0,38.0,66.0,116.0,160.0,214.0,259.0,310.0,329.0,357.0,426.0,420.0,441.0,435.0,533.0,534.0,517.0,543.0,659.0,654.0,629.0,665.0,721.0,759.0,749.0
unfilled_spots,966.0,66.0,45.0,14.0,0.0,0.0,7.0,33.0,41.0,94.0,173.0,209.0,256.0,305.0,319.0,356.0,423.0,428.0,433.0,451.0,541.0,540.0,552.0,552.0,639.0,655.0,648.0,625.0,754.0,738.0,769.0
unfilled_spots,958.0,56.0,56.0,16.0,0.0,0.0,2.0,30.0,46.0,105.0,184.0,233.0,269.0,291.0,328.0,359.0,415.0,414.0,437.0,439.0,537.0,514.0,543.0,548.0,666.0,675.0,680.0,634.0,751.0,751.0,741.0
unfilled_spots,969.0,59.0,26.0,14.0,0.0,0.0,0.0,43.0,58.0,102.0,153.0,213.0,249.0,322.0,330.0,352.0,414.0,427.0,442.0,439.0,521.0,517.0,547.0,543.0,622.0,654.0,645.0,637.0,749.0,753.0,757.0
unfilled_spots,955.0,62.0,39.0,7.0,0.0,0.0,6.0,37.0,47.0,94.0,166.0,206.0,252.0,301.0,321.0,360.0,411.0,448.0,424.0,452.0,525.0,512.0,536.0,551.0,642.0,665.0,642.0,671.0,718.0,732.0,718.0
unfilled_spots,982.0,53.0,45.0,14.0,0.0,0.0,13.0,36.0,32.0,92.0,183.0,212.0,254.0,296.0,327.0,363.0,429.0,448.0,442.0,445.0,526.0,534.0,531.0,533.0,627.0,629.0,627.0,646.0,759.0,729.0,745.0
reviews_per_program,380.958904109589,380.50342465753425,377.31164383561645,379.8424657534247,329.59589041095893,150.88013698630138,83.16438356164383,89.96232876712328,102.76027397260275,115.62671232876713,128.30479452054794,141.02739726027397,153.6917808219178,166.32876712328766,178.6095890410959,190.87328767123287,202.76712328767124,214.27739726027397,226.06849315068493,236.60616438356163,247.62328767123287,259.0993150684931,269.4554794520548,276.88013698630135,284.6404109589041,294.13698630136986,300.91438356164383,309.6917808219178,317.3595890410959,322.48972602739724,328.3253424657534
reviews_per_program,380.4657534246575,379.88698630136986,381.42808219178085,382.99657534246575,335.2808219178082,143.68493150684932,83.15068493150685,89.95547945205479,102.79109589041096,115.58904109589041,128.4041095890411,141.08561643835617,153.64383561643837,166.37328767123287,178.86301369863014,190.8972602739726,202.5445205479452,214.29794520547946,225.79109589041096,236.60616438356163,248.4794520547945,258.36301369863014,267.82191780821915,277.5513698630137,284.2191780821918,293.1335616438356,301.48972602739724,309.8150684931507,315.0650684931507,322.7739726027397,327.32191780821915
reviews_per_program,380.4486301369863,380.4554794520548,376.5171232876712,378.5,344.2739726027397,143.736301369863,80.1986301369863,89.96232876712328,102.8013698630137,115.57876712328768,128.42465753424656,141.0582191780822,153.79109589041096,166.22260273972603,178.74657534246575,190.57534246575344,202.57876712328766,214.42465753424656,225.84931506849315,236.8013698630137,248.06849315068493,257.9006849315069,267.55479452054794,276.8595890410959,285.3595890410959,294.63013698630135,301.30479452054794,310.11986301369865,316.71232876712327,322.71232876712327,327.4246575342466
reviews_per_program,378.8390410958904,377.8664383561644,377.5342465753425,376.763698630137,335.9486301369863,154.6335616438356,80.48287671232876,90.90753424657534,102.74657534246575,115.6027397260274,128.39383561643837,141.09931506849315,153.68835616438355,166.18835616438355,178.5582191780822,190.8835616438356,202.82534246575344,215.06849315068493,225.87328767123287,237.34246575342465,247.8664383561644,257.84589041095893,266.7431506849315,276.75,286.2260273972603,293.4931506849315,302.38698630136986,308.7260273972603,317.68835616438355,321.54794520547944,328.5342465753425
reviews_per_program,379.7328767123288,377.79794520547944,376.0239726027397,379.5445205479452,339.56164383561645,149.3013698630137,82.28082191780823,89.96232876712328,102.79794520547945,115.60616438356165,128.36986301369862,141.08904109589042,153.8082191780822,166.23287671232876,178.6335616438356,190.86301369863014,202.6472602739726,215.11301369863014,225.94520547945206,237.09246575342465,247.67123287671234,258.32876712328766,267.1164383561644,277.63698630136986,285.5582191780822,294.4657534246575,302.0342465753425,308.39383561643837,314.5513698630137,322.6232876712329,329.0993150684931
reviews_per_program,378.6575342465753,378.2157534246575,380.92808219178085,383.3904109589041,340.6164383561644,144.60616438356163,87.38356164383562,89.96232876712328,102.79452054794521,115.56164383561644,128.36301369863014,141.07191780821918,153.80479452054794,166.2054794520548,178.41095890410958,190.7568493150685,202.53424657534248,213.88698630136986,226.05479452054794,237.1986301369863,247.4041095890411,257.73972602739724,267.3835616438356,276.97945205479454,286.50342465753425,293.7431506849315,301.6472602739726,308.3767123287671,316.1472602739726,323.9109589041096,328.0342465753425
reviews_per_program,382.57191780821915,380.1335616438356,378.1164383561644,376.9246575342466,330.39383561643837,141.73972602739727,80.3527397260274,89.94520547945206,102.79794520547945,115.59931506849315,128.34246575342465,141.09246575342465,153.68150684931507,166.17808219178082,178.6986301369863,191.01027397260273,202.8082191780822,214.37328767123287,225.58904109589042,237.1335616438356,247.66438356164383,257.42123287671234,267.93835616438355,276.34589041095893,285.72945205479454,294.5239726027397,302.63698630136986,309.5308219178082,314.53767123287673,323.71232876712327,328.45205479452056
reviews_per_program,379.27054794520546,382.5753424657534,380.0445205479452,379.82191780821915,339.8767123287671,155.486301369863,80.4486301369863,89.96232876712328,102.78424657534246,115.63698630136986,128.36301369863014,141.1335616438356,153.80479452054794,166.2294520547945,178.4794520547945,190.68150684931507,202.54794520547946,214.2054794520548,226.33561643835617,236.8904109589041,248.08561643835617,258.86986301369865,267.3732876712329,277.458904109589,285.3424657534247,293.82191780821915,302.23972602739724,309.2842465753425,314.7191780821918,325.25,327.97945205479454
reviews_per_program,380.9109589041096,374.527397260274,380.52054794520546,381.7054794520548,324.6027397260274,161.013698630137,81.45205479452055,89.9417808219178,102.78082191780823,115.60616438356165,128.38698630136986,141.08561643835617,153.71917808219177,166.4041095890411,178.61986301369862,190.86986301369862,202.92123287671234,214.84246575342465,226.29794520547946,237.08219178082192,247.99657534246575,257.6027397260274,267.2808219178082,278.06849315068496,285.8732876712329,294.2431506849315,303.51027397260276,310.6164383561644,314.3767123287671,323.81164383561645,327.6609589041096
reviews_per_program,380.0,376.6986301369863,381.43150684931504,382.2157534246575,330.4931506849315,151.7294520547945,79.01712328767124,89.95890410958904,102.77739726027397,115.61643835616438,128.32191780821918,141.1404109589041,153.67808219178082,166.24657534246575,178.70205479452054,190.763698630137,202.34246575342465,214.62328767123287,226.236301369863,237.08219178082192,246.9554794520548,257.9760273972603,268.43835616438355,276.6746575342466,285.4760273972603,294.38013698630135,302.09589041095893,309.1849315068493,315.3390410958904,323.5753424657534,328.3972602739726
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9908739674926725,0.910205169197975,0.7774126215748102,0.6669458296851802,0.5838832233553289,0.5189112341912745,0.4676364606966502,0.4254492472073822,0.3903917286866616,0.3607313457420524,0.33592821260114275,0.3143446667264735,0.2959059586542359,0.2800108680017261,0.2654062897654972,0.2535859543487386,0.24230354327441705,0.23157143423609183,0.2226712929423876,0.21670026840158815,0.21079227576249773,0.2039865871833085,0.1993922633070436,0.19374101514983966,0.1890599876981515,0.1860524387524292,0.18274556435209813
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9914734878763656,0.9134559019451106,0.7772349780166097,0.6669966117181254,0.5837081459270365,0.519080350794027,0.46727476396223394,0.4252736849770614,0.3905135520684736,0.36063481608036063,0.3354522478364096,0.31430519177639843,0.29623116852374753,0.2799840191769876,0.2657323565545798,0.2535859543487386,0.2414686586912178,0.23223138304922988,0.2240294614086236,0.2161761984082917,0.21110468478889532,0.20468485308721304,0.19901175668768104,0.19366391793602017,0.1904368525744845,0.18588859416445624,0.18330578166523678
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9914068745003997,0.9159072741806554,0.777644551025846,0.6669458296851802,0.5836498101139317,0.5191264926368189,0.4672,0.42535628444487605,0.3901396218852295,0.36096174052784474,0.3356707667547994,0.31483611270845313,0.29618108971649787,0.2798185651312847,0.26566385637168677,0.2533769126196743,0.24186868407973935,0.23264769543335945,0.22425312955994164,0.21671635144663112,0.21026102610261027,0.20364515529105448,0.19913390391107172,0.19347357959251285,0.1894463667820069,0.1859241022158078,0.18324826374361977
pct_interview_given_signal,0.0,1.0,1.0,0.9998223643307577,0.9921396216360245,0.9109512390087929,0.7775902651330107,0.6667935589478092,0.5839610692620492,0.5190188410949165,0.46731215491718014,0.42523239727191087,0.3904004278360853,0.36103612421950665,0.3360248566332304,0.31432774767662996,0.29582102152807094,0.2789808917197452,0.2656356606777348,0.2527992612259033,0.24206584964836897,0.23269713511575088,0.22493548511343064,0.21680216802168023,0.20962454234367897,0.2044340723453909,0.1984212374146347,0.19434707370102497,0.18886433460895813,0.18659736718783282,0.18262936246507944
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9926725286437517,0.9141486810551559,0.77720046185274,0.6669458296851802,0.5836692540893493,0.5190034659478034,0.4673994237541351,0.42526336229914075,0.39009618810117563,0.36093943139678614,0.33588313107494105,0.3143615875977894,0.2960809828807057,0.27892315285052455,0.26555110949436156,0.25306582311392295,0.24225663716814158,0.2322621699013681,0.22462114413190082,0.2161095349697792,0.2101147715961287,0.20375883885374024,0.19865296958976802,0.19455641802978313,0.19074785789720083,0.18597541557862557,0.18231578509214647
