Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,1004.0,714.0,697.0,691.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,701.0
unmatched_applicants,995.0,713.0,706.0,689.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,692.0,692.0
unmatched_applicants,997.0,724.0,702.0,689.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,691.0,710.0
unmatched_applicants,988.0,703.0,710.0,699.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,687.0,688.0,692.0,687.0
unmatched_applicants,991.0,732.0,693.0,695.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,688.0,695.0
unmatched_applicants,1005.0,716.0,715.0,689.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,691.0,685.0,691.0
unmatched_applicants,988.0,712.0,717.0,691.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,689.0,685.0,685.0,685.0
unmatched_applicants,983.0,714.0,715.0,692.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,692.0,686.0
unmatched_applicants,1003.0,705.0,709.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,686.0,694.0
unmatched_applicants,1013.0,717.0,702.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,690.0,692.0
unfilled_spots,319.0,29.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
unfilled_spots,310.0,28.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
