Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
unmatched_applicants,3511.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3313.0,3312.0,3329.0,3324.0,3331.0,3350.0,3379.0,3373.0,3393.0,3407.0,3413.0
unmatched_applicants,3523.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3330.0,3331.0,3355.0,3357.0,3371.0,3366.0,3395.0,3406.0,3422.0
unmatched_applicants,3520.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3314.0,3312.0,3325.0,3322.0,3335.0,3352.0,3357.0,3361.0,3375.0,3403.0,3386.0,3413.0
unmatched_applicants,3511.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3313.0,3312.0,3312.0,3317.0,3326.0,3330.0,3352.0,3376.0,3371.0,3385.0,3403.0,3409.0
unmatched_applicants,3511.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3314.0,3312.0,3312.0,3312.0,3316.0,3323.0,3355.0,3355.0,3382.0,3381.0,3389.0,3390.0,3414.0
unmatched_applicants,3524.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3326.0,3315.0,3327.0,3360.0,3381.0,3358.0,3385.0,3405.0,3400.0
unmatched_applicants,3497.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3321.0,3321.0,3355.0,3355.0,3365.0,3371.0,3393.0,3402.0,3402.0
unmatched_applicants,3505.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3317.0,3320.0,3333.0,3327.0,3357.0,3378.0,3371.0,3402.0,3395.0,3423.0
unmatched_applicants,3518.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3313.0,3312.0,3314.0,3312.0,3328.0,3326.0,3343.0,3353.0,3371.0,3379.0,3393.0,3401.0,3415.0
unmatched_applicants,3510.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3315.0,3328.0,3319.0,3340.0,3368.0,3370.0,3366.0,3386.0,3403.0,3421.0
unfilled_spots,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,12.0,19.0,38.0,67.0,61.0,81.0,95.0,101.0
unfilled_spots,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,43.0,45.0,59.0,54.0,83.0,94.0,110.0
unfilled_spots,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,10.0,23.0,40.0,45.0,49.0,63.0,91.0,74.0,101.0
unfilled_spots,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,14.0,18.0,40.0,64.0,59.0,73.0,91.0,97.0
