Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,987.0,708.0,706.0,692.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,687.0,687.0,702.0,709.0,713.0,727.0,751.0,810.0,813.0,809.0,843.0,863.0,859.0,872.0
unmatched_applicants,985.0,711.0,706.0,688.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,687.0,687.0,692.0,705.0,743.0,729.0,767.0,788.0,795.0,818.0,843.0,845.0,855.0,886.0
unmatched_applicants,986.0,709.0,705.0,690.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,691.0,708.0,727.0,728.0,744.0,770.0,814.0,813.0,834.0,863.0,878.0,891.0
unmatched_applicants,1017.0,710.0,708.0,691.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,688.0,685.0,712.0,732.0,745.0,768.0,797.0,791.0,814.0,828.0,843.0,871.0,890.0
unmatched_applicants,996.0,709.0,709.0,689.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,690.0,709.0,727.0,706.0,759.0,774.0,802.0,816.0,842.0,848.0,866.0,887.0
unmatched_applicants,984.0,712.0,690.0,700.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,690.0,704.0,731.0,718.0,769.0,782.0,803.0,820.0,830.0,848.0,876.0,857.0
unmatched_applicants,990.0,705.0,699.0,694.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,687.0,686.0,701.0,730.0,718.0,781.0,770.0,810.0,835.0,818.0,847.0,872.0,870.0
unmatched_applicants,1017.0,705.0,711.0,694.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,691.0,707.0,708.0,723.0,765.0,799.0,790.0,821.0,823.0,862.0,861.0,884.0
unmatched_applicants,996.0,719.0,701.0,695.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,688.0,685.0,717.0,743.0,740.0,778.0,782.0,805.0,794.0,854.0,846.0,863.0,865.0
unmatched_applicants,1010.0,717.0,706.0,693.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,688.0,697.0,691.0,726.0,720.0,766.0,793.0,810.0,816.0,843.0,860.0,863.0,865.0
unfilled_spots,302.0,23.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,24.0,28.0,42.0,66.0,125.0,128.0,124.0,158.0,178.0,174.0,187.0
unfilled_spots,300.0,26.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,20.0,58.0,44.0,82.0,103.0,110.0,133.0,158.0,160.0,170.0,201.0
unfilled_spots,301.0,24.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,42.0,43.0,59.0,85.0,129.0,128.0,149.0,178.0,193.0,206.0
unfilled_spots,332.0,25.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,47.0,60.0,83.0,112.0,106.0,129.0,143.0,158.0,186.0,205.0
unfilled_spots,311.0,24.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,42.0,21.0,74.0,89.0,117.0,131.0,157.0,163.0,181.0,202.0
unfilled_spots,299.0,27.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,46.0,33.0,84.0,97.0,118.0,135.0,145.0,163.0,191.0,172.0
unfilled_spots,305.0,20.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,45.0,33.0,96.0,85.0,125.0,150.0,133.0,162.0,187.0,185.0
unfilled_spots,332.0,20.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,23.0,38.0,80.0,114.0,105.0,136.0,138.0,177.0,176.0,199.0
unfilled_spots,311.0,34.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,58.0,55.0,93.0,97.0,120.0,109.0,169.0,161.0,178.0,180.0
unfilled_spots,325.0,32.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,12.0,6.0,41.0,35.0,81.0,108.0,125.0,131.0,158.0,175.0,178.0,180.0
reviews_per_program,378.1678082191781,380.81849315068496,383.92808219178085,378.30479452054794,378.6267123287671,376.7431506849315,382.1472602739726,384.1095890410959,374.7842465753425,375.791095890411,361.95205479452056,296.5821917808219,226.39383561643837,185.58904109589042,182.40068493150685,190.59931506849315,202.84931506849315,214.65068493150685,226.263698630137,237.26027397260273,247.42123287671234,257.9828767123288,267.6232876712329,277.5890410958904,286.3424657534247,295.3835616438356,302.74657534246575,309.69520547945206,315.9006849315069
reviews_per_program,380.91438356164383,379.7157534246575,379.63698630136986,379.66438356164383,380.52054794520546,377.5924657534247,379.16438356164383,378.63013698630135,378.19520547945206,377.07191780821915,361.458904109589,299.4109589041096,214.58904109589042,188.65068493150685,182.34931506849315,191.53082191780823,202.47260273972603,214.24657534246575,226.0205479452055,237.21575342465752,247.76027397260273,258.0,267.41438356164383,277.0445205479452,285.7191780821918,294.472602739726,301.83561643835617,308.8595890410959,315.9417808219178
reviews_per_program,377.28767123287673,378.6164383561644,379.91438356164383,380.2328767123288,380.8424657534247,376.8390410958904,374.7054794520548,381.5890410958904,374.9828767123288,382.1404109589041,358.2328767123288,307.82191780821915,227.04794520547946,192.68493150684932,180.28082191780823,191.1541095890411,203.04794520547946,213.90753424657535,225.86301369863014,236.85616438356163,247.48287671232876,258.4760273972603,268.513698630137,277.527397260274,286.277397260274,292.7260273972603,303.0445205479452,308.5308219178082,316.16438356164383
reviews_per_program,381.0821917808219,373.63013698630135,378.0445205479452,378.5993150684931,382.82191780821915,379.21232876712327,375.541095890411,380.8904109589041,375.88013698630135,381.64383561643837,364.1917808219178,291.18835616438355,224.763698630137,186.72260273972603,181.27739726027397,190.76712328767124,203.27739726027397,214.46575342465752,226.04794520547946,237.67123287671234,247.65068493150685,257.5308219178082,268.0068493150685,275.58561643835617,285.736301369863,294.0308219178082,303.86986301369865,309.1164383561644,316.67123287671234
reviews_per_program,381.236301369863,380.56849315068496,381.4417808219178,379.4246575342466,377.513698630137,379.77054794520546,380.8321917808219,377.67808219178085,376.4486301369863,375.9691780821918,357.4657534246575,297.4486301369863,222.6917808219178,178.09246575342465,182.03082191780823,190.95890410958904,203.04109589041096,214.41438356164383,226.16780821917808,237.33561643835617,248.15753424657535,257.736301369863,267.61301369863014,277.0890410958904,285.7191780821918,294.60616438356163,300.5890410958904,308.56849315068496,316.9657534246575
reviews_per_program,380.08561643835617,380.91438356164383,380.0650684931507,380.291095890411,375.3664383561644,375.4006849315069,379.6575342465753,378.3767123287671,377.027397260274,377.0239726027397,362.9006849315069,294.26027397260276,215.40068493150685,183.76027397260273,180.79794520547946,191.96917808219177,203.08219178082192,214.87328767123287,226.013698630137,236.61986301369862,247.68493150684932,258.7191780821918,267.4075342465753,277.1095890410959,286.72945205479454,294.93835616438355,302.0924657534247,311.1917808219178,316.07191780821915
reviews_per_program,381.9006849315069,379.17123287671234,378.6232876712329,378.3904109589041,377.50342465753425,378.7945205479452,381.57876712328766,380.43835616438355,376.7054794520548,379.4006849315069,357.3013698630137,297.9349315068493,224.54794520547946,189.3835616438356,179.97602739726028,190.9417808219178,203.25,214.0376712328767,226.1164383561644,236.43493150684932,247.67808219178082,258.36986301369865,267.70205479452056,276.5171232876712,286.57876712328766,293.35616438356163,301.54794520547944,309.472602739726,315.7260273972603
reviews_per_program,376.6506849315069,381.70205479452056,381.75,377.13698630136986,384.513698630137,375.13698630136986,382.8321917808219,375.01027397260276,378.8527397260274,376.9246575342466,359.55479452054794,298.02054794520546,221.68150684931507,189.2294520547945,182.17465753424656,190.87671232876713,202.66095890410958,214.53082191780823,226.4486301369863,236.8664383561644,247.68493150684932,257.92123287671234,268.11986301369865,276.027397260274,285.0890410958904,294.8390410958904,301.0171232876712,310.027397260274,314.9417808219178
reviews_per_program,378.68150684931504,377.541095890411,379.02054794520546,377.08561643835617,384.2568493150685,384.23972602739724,379.7842465753425,379.33561643835617,378.8082191780822,378.60616438356163,357.21232876712327,304.01027397260276,221.82876712328766,184.7705479452055,179.96917808219177,190.78424657534248,202.6917808219178,214.2945205479452,225.21575342465752,236.6986301369863,247.3664383561644,256.8732876712329,267.9417808219178,276.9657534246575,285.208904109589,294.9349315068493,300.44520547945206,309.68150684931504,316.52054794520546
reviews_per_program,378.1575342465753,376.527397260274,375.52054794520546,375.68150684931504,379.44520547945206,380.41438356164383,377.56849315068496,377.4691780821918,379.5342465753425,379.54794520547944,348.5171232876712,306.3013698630137,226.86301369863014,185.0513698630137,179.22602739726028,191.236301369863,203.00342465753425,214.61301369863014,226.06849315068493,236.5958904109589,247.63013698630138,257.81849315068496,268.9075342465753,277.2431506849315,285.8732876712329,294.0513698630137,302.66438356164383,309.527397260274,316.7157534246575
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999407618032107,0.997360140792491,0.9778123027625383,0.9387677851751242,0.8821371150595705,0.8245984784446323,0.7717545593387836,0.725148568341437,0.685280321643958,0.6501082201940396,0.6199769053117783,0.5945160352679004,0.5701769523834809,0.549637857343946,0.5299052506908803,0.51370616657896,0.49798265547465564,0.48587136037646206,0.4749698665280711,0.4656396691347853
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996445076430857,0.9969329243899187,0.979886313948404,0.9405539092266215,0.8812905885991135,0.8224925759172335,0.7707671601615074,0.7264977504143973,0.6865728900255754,0.65080760023031,0.6200932623038388,0.5937024852790755,0.5701391101199957,0.550067234424025,0.5309467594595597,0.5148268009109433,0.49952317819179864,0.4873377507488427,0.47625489261201726,0.46557910140371794
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999703800242884,0.9960767567856095,0.9820198000582354,0.9383613576557691,0.8779619145651055,0.8224870208241537,0.7695146639912571,0.7244391971664699,0.6876611005267287,0.6512615235322659,0.6210346722188484,0.5943679512903896,0.5690891023517721,0.5478152182230952,0.5300229521952664,0.5138229277571088,0.5025036267490289,0.48539366474929085,0.47676238469991455,0.4652512998266898
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995556872037915,0.9976790716286514,0.9796473502695876,0.9374261575157716,0.8805841039688588,0.8235316683929873,0.7710756857676289,0.723621476826659,0.6858712314767501,0.6507287216313669,0.6189048991354467,0.5939652072904279,0.5711778082155348,0.5488512356564185,0.5337575027028371,0.5147959489422904,0.5002737109379549,0.484075284571171,0.475859165540316,0.4645066401349656
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999407512738476,0.9971720513299362,0.9799563212812424,0.940040537229659,0.8823856498548098,0.8234571927334113,0.7703012912482066,0.7244636351369586,0.6860355539938348,0.650383852455293,0.6197800929266111,0.5927520631503409,0.5707224385123374,0.5496589585759442,0.5308614509949326,0.5148268009109433,0.49929671607090964,0.4893587932370232,0.47670417970744267,0.4640750264710331
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998518781846191,0.9965848452508004,0.9791585791925466,0.9396501846989185,0.8823747528015821,0.8229104777967303,0.7715471548951615,0.7243170320404722,0.6845703903224264,0.6508273228680526,0.6216548709710101,0.5938830816879598,0.5685542583326715,0.5500813237196317,0.5308220871026744,0.513012839653628,0.4987343535914168,0.4869233995760166,0.4726856539155698,0.4653874074956931
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998519176662224,0.995782392824729,0.9783917645916286,0.9392791909832049,0.8789774832256205,0.8236275750949477,0.7703703703703704,0.7237190180120979,0.6872429958879342,0.6505316087601853,0.6221411086487347,0.5938995049915655,0.5693229415195377,0.5494761350407451,0.5319594268233778,0.5132825850551499,0.5014242353490544,0.48780266206332623,0.475311510966514,0.46589725789656367
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992892047978676,0.9945579683081683,0.9796200596841109,0.9380720154986973,0.8805019782393669,0.8226501868352974,0.7706329840677479,0.7258225324027916,0.6856632025924684,0.6495773029051919,0.6210077351261476,0.5938830816879598,0.570313226136258,0.5486198924525169,0.5329032258064517,0.515964731038128,0.49890234978453535,0.4886628667645085,0.47446094026157654,0.46705740352098124
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997630612486672,0.9971196927672284,0.9788436810054104,0.9405898625736213,0.8810004116920543,0.8235429491973995,0.7710064801019584,0.725712161659852,0.6864192795729855,0.6531332208080531,0.6214480004629898,0.5946477274300508,0.5726398869438852,0.5489845217858101,0.5310977570047234,0.5157478896747157,0.4987401446801593,0.48959306964550325,0.47499087661870903,0.46472777633515105
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998815411496431,0.9954648526077098,0.9785468135708392,0.934871703492516,0.882397775260068,0.8239932467432803,0.7691839329524901,0.7245980734517604,0.6854006095712257,0.6506695752287462,0.6217178589005008,0.5940144935553465,0.570540493869798,0.5470129010073739,0.530566364029399,0.5145492662473794,0.5002387524311985,0.48600330398968067,0.47522736828129497,0.46444134470864284
pct_interview_given_nosignal,0.3889698890649762,0.3648251214563595,0.33886865326335314,0.3194665645223071,0.29242153076496386,0.26508044364560956,0.22941764250188057,0.19423455309636634,0.16288937573971948,0.12062517223731349,0.07577288616998033,0.03851587049903422,0.012133762847062433,0.0025177533892834086,0.0005301289980561937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3861652296654589,0.3659217355587917,0.34297712582730194,0.31819322711163317,0.290738813735692,0.26436191142394966,0.23170068027210886,0.1979500320307495,0.1609762769184861,0.12021829386113794,0.07602881781464906,0.03762071298015342,0.011332270134331105,0.0032550532717254958,0.0003717597755922809,1.8289225817071162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3898772783385375,0.36702152561257645,0.3427085246884336,0.31766380338582123,0.2904547061147265,0.264999123498992,0.23515466764868348,0.1959133345076625,0.16277050830397585,0.11732121660774228,0.07704518707064072,0.0353489299860371,0.013350441450523937,0.004840117432357375,0.0003197953309881676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3859951831482081,0.37209412702782235,0.34452727855914,0.3191898642388108,0.28871987765056006,0.26300222910890014,0.23449621299058984,0.19639325736886712,0.1621411460750254,0.11812326798727292,0.0749669303242178,0.03812910842600825,0.013722231539786849,0.0031799838579499597,0.0003077133479212254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.38583914984594103,0.36507315619382896,0.34123706377858004,0.3184170074246732,0.2934195879103568,0.2625369051754081,0.23041100524327676,0.19857641079356766,0.16188819502671856,0.11967991672630278,0.07561167471382846,0.03668099815737977,0.011276152522416448,0.0016949423559698747,0.00044819858645061194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3870072532324188,0.3647300742505164,0.3425627941588627,0.31760968472531215,0.29536444843807813,0.2662241887905605,0.2313056077516923,0.19809539641640048,0.16153605994380268,0.12011749347258485,0.0756031375302075,0.037746552626985515,0.01101485336286811,0.0018628735614037858,0.00025382428590767567,0.00018216263480034975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3851679146303188,0.3664656663394568,0.34396227147459535,0.31938607894710325,0.29342883248091245,0.2633515891249197,0.2298546747053001,0.19668942100236975,0.16170494754873155,0.11895641370742313,0.07671411496251222,0.03824262597443767,0.011933210551149941,0.003976785916358169,0.0002237945221986951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3905366332672619,0.36395119958404515,0.34094166305968354,0.3205684519293987,0.2872535109904797,0.2664500137703112,0.22890365076342292,0.20046373607890722,0.1605200153821344,0.11906977946689418,0.0766236925322306,0.03705462499280493,0.012447257383966244,0.003609056628202431,0.00037365399639933424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.38844223377797876,0.3681037478049376,0.34357552729528534,0.32061709661102683,0.28747517774279513,0.2588699924009718,0.23123486682808717,0.1974199656784425,0.16058756389261078,0.1189281465004397,0.07622753178430514,0.03708076124370609,0.01207430813145884,0.0024461995970965367,0.00017252087502587813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.3889804567930304,0.3691297919825224,0.3470130988976563,0.32195245835026415,0.2916918965193243,0.2620022531305516,0.2329138740710345,0.19877796040877582,0.1600831600831601,0.11844547563805105,0.07753995983383312,0.0382617804093865,0.014850509918019124,0.0018567724173256075,5.119191850246574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.3889698890649762,0.38626246638908623,0.38313397022487444,0.3888290408726746,0.3884984487920477,0.39044078211782673,0.3849193902515526,0.38295292439372325,0.3924815190474885,0.3905970081389533,0.38788447992486497,0.388466825844729,0.390114531203168,0.38879736408566723,0.3953535465105576,0.38984896892245136,0.38808775163540427,0.3898914345884318,0.3879125047414338,0.38688524590163936,0.39114834714506874,0.38993744950113934,0.38765342960288807,0.3876604270835214,0.38724451616974853,0.3867250103542038,0.38529920970244985,0.38757647398530976,0.3882035013511926
