Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,77.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,73.0,70.0,72.0,73.0,72.0,71.0,73.0,74.0,73.0,74.0,74.0,75.0,76.0,78.0,75.0,78.0
unmatched_applicants,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,70.0,73.0,71.0,73.0,71.0,73.0,74.0,74.0,77.0,76.0,74.0,78.0,76.0,77.0,80.0
unmatched_applicants,85.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,70.0,71.0,71.0,74.0,73.0,73.0,71.0,73.0,76.0,74.0,74.0,76.0,74.0,73.0,72.0,76.0,83.0
unmatched_applicants,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,71.0,72.0,71.0,72.0,73.0,73.0,72.0,75.0,73.0,77.0,78.0,77.0,79.0,75.0
unmatched_applicants,77.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,72.0,73.0,73.0,72.0,71.0,73.0,72.0,74.0,75.0,76.0,72.0,74.0,76.0,78.0,78.0
unmatched_applicants,83.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,70.0,72.0,70.0,72.0,72.0,71.0,72.0,74.0,73.0,75.0,74.0,74.0,76.0,77.0,76.0,78.0
unmatched_applicants,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,71.0,73.0,72.0,72.0,70.0,72.0,73.0,74.0,73.0,77.0,72.0,77.0,78.0,75.0,81.0
unmatched_applicants,78.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,71.0,74.0,73.0,72.0,72.0,73.0,74.0,75.0,74.0,74.0,77.0,80.0,83.0
unmatched_applicants,82.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,72.0,71.0,71.0,71.0,73.0,72.0,74.0,73.0,72.0,76.0,76.0,74.0,74.0,76.0,75.0,76.0,72.0
unmatched_applicants,81.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,74.0,73.0,73.0,75.0,73.0,77.0,75.0,74.0,76.0,73.0,80.0,83.0
