Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,635.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,545.0,547.0,548.0,558.0,554.0,553.0,558.0,562.0,574.0,571.0,586.0,585.0,592.0,590.0,603.0,602.0,596.0,603.0,599.0,605.0,600.0,604.0
unmatched_applicants,630.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,542.0,549.0,547.0,553.0,550.0,557.0,562.0,562.0,569.0,579.0,587.0,587.0,591.0,597.0,592.0,598.0,603.0,606.0,599.0,602.0,599.0,604.0
unmatched_applicants,627.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,549.0,546.0,548.0,551.0,552.0,556.0,555.0,560.0,569.0,571.0,580.0,589.0,584.0,593.0,592.0,602.0,602.0,605.0,601.0,605.0,600.0,604.0,604.0
unmatched_applicants,614.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,542.0,546.0,551.0,550.0,554.0,556.0,559.0,570.0,574.0,573.0,582.0,584.0,599.0,595.0,599.0,605.0,607.0,603.0,598.0,603.0,607.0,601.0
unmatched_applicants,627.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,543.0,542.0,547.0,552.0,558.0,554.0,553.0,554.0,565.0,566.0,576.0,590.0,585.0,594.0,598.0,596.0,599.0,603.0,601.0,600.0,605.0,604.0,602.0
unmatched_applicants,616.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,546.0,547.0,550.0,551.0,551.0,552.0,561.0,558.0,571.0,574.0,583.0,592.0,588.0,592.0,598.0,604.0,605.0,604.0,602.0,609.0,603.0,604.0
unmatched_applicants,635.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,550.0,549.0,551.0,551.0,556.0,559.0,577.0,575.0,590.0,591.0,594.0,594.0,604.0,603.0,605.0,603.0,603.0,607.0,605.0,602.0
unmatched_applicants,638.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,545.0,542.0,545.0,551.0,550.0,551.0,556.0,558.0,566.0,567.0,577.0,584.0,589.0,593.0,598.0,601.0,597.0,603.0,599.0,601.0,605.0,606.0,608.0
unmatched_applicants,639.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,544.0,542.0,545.0,551.0,551.0,550.0,554.0,557.0,562.0,574.0,576.0,583.0,592.0,592.0,592.0,600.0,594.0,603.0,598.0,602.0,600.0,598.0,602.0
unmatched_applicants,622.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,546.0,545.0,546.0,549.0,549.0,554.0,555.0,561.0,555.0,564.0,573.0,577.0,580.0,588.0,590.0,590.0,599.0,606.0,610.0,605.0,604.0,600.0,594.0,602.0
unfilled_spots,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,6.0,16.0,12.0,11.0,16.0,20.0,32.0,29.0,44.0,43.0,50.0,48.0,61.0,60.0,54.0,61.0,57.0,63.0,58.0,62.0
unfilled_spots,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,11.0,8.0,15.0,20.0,20.0,27.0,37.0,45.0,45.0,49.0,55.0,50.0,56.0,61.0,64.0,57.0,60.0,57.0,62.0
unfilled_spots,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,6.0,9.0,10.0,14.0,13.0,18.0,27.0,29.0,38.0,47.0,42.0,51.0,50.0,60.0,60.0,63.0,59.0,63.0,58.0,62.0,62.0
unfilled_spots,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,9.0,8.0,12.0,14.0,17.0,28.0,32.0,31.0,40.0,42.0,57.0,53.0,57.0,63.0,65.0,61.0,56.0,61.0,65.0,59.0
unfilled_spots,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,16.0,12.0,11.0,12.0,23.0,24.0,34.0,48.0,43.0,52.0,56.0,54.0,57.0,61.0,59.0,58.0,63.0,62.0,60.0
unfilled_spots,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,9.0,9.0,10.0,19.0,16.0,29.0,32.0,41.0,50.0,46.0,50.0,56.0,62.0,63.0,62.0,60.0,67.0,61.0,62.0
unfilled_spots,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.0,9.0,14.0,17.0,35.0,33.0,48.0,49.0,52.0,52.0,62.0,61.0,63.0,61.0,61.0,65.0,63.0,60.0
unfilled_spots,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,9.0,8.0,9.0,14.0,16.0,24.0,25.0,35.0,42.0,47.0,51.0,56.0,59.0,55.0,61.0,57.0,59.0,63.0,64.0,66.0
unfilled_spots,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,9.0,8.0,12.0,15.0,20.0,32.0,34.0,41.0,50.0,50.0,50.0,58.0,52.0,61.0,56.0,60.0,58.0,56.0,60.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,7.0,7.0,12.0,13.0,19.0,13.0,22.0,31.0,35.0,38.0,46.0,48.0,48.0,57.0,64.0,68.0,63.0,62.0,58.0,52.0,60.0
reviews_per_program,410.6545454545454,414.90909090909093,412.0181818181818,165.21818181818182,65.05454545454545,71.0909090909091,85.30909090909091,99.45454545454545,113.72727272727273,127.9090909090909,141.87272727272727,156.03636363636363,169.96363636363637,183.87272727272727,197.87272727272727,210.6909090909091,225.2,237.1090909090909,249.83636363636364,261.92727272727274,274.6909090909091,283.41818181818184,294.6727272727273,302.8363636363636,314.6727272727273,325.94545454545454,333.1272727272727,341.6545454545454,351.2181818181818,354.4909090909091,360.5090909090909,366.6909090909091,377.3272727272727,378.6
reviews_per_program,430.9818181818182,420.4,391.41818181818184,137.94545454545454,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.7090909090909,127.9090909090909,142.05454545454546,155.98181818181817,170.3090909090909,184.14545454545456,198.0,210.78181818181818,224.12727272727273,237.56363636363636,250.14545454545456,263.6181818181818,273.5272727272727,286.1272727272727,299.05454545454546,306.6,316.74545454545455,324.96363636363634,335.6,338.6909090909091,351.1454545454545,356.9818181818182,360.74545454545455,369.0,376.1090909090909,375.8
