Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,7663.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6530.0,6602.0,6602.0,6700.0,6767.0,6890.0,6863.0,6981.0
unmatched_applicants,7645.0,6521.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6528.0,6547.0,6609.0,6590.0,6689.0,6779.0,6924.0,6905.0,6967.0
unmatched_applicants,7665.0,6528.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6534.0,6541.0,6575.0,6602.0,6697.0,6793.0,6860.0,6892.0,6947.0
unmatched_applicants,7699.0,6525.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6523.0,6531.0,6578.0,6605.0,6671.0,6781.0,6879.0,6917.0,6995.0
unmatched_applicants,7653.0,6523.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6539.0,6588.0,6581.0,6686.0,6790.0,6882.0,6867.0,6996.0
unmatched_applicants,7677.0,6528.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6520.0,6537.0,6587.0,6567.0,6669.0,6827.0,6877.0,6879.0,7012.0
unmatched_applicants,7673.0,6535.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6542.0,6588.0,6595.0,6712.0,6770.0,6893.0,6866.0,6987.0
unmatched_applicants,7654.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6531.0,6579.0,6625.0,6709.0,6784.0,6858.0,6879.0,6972.0
unmatched_applicants,7645.0,6532.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6530.0,6596.0,6587.0,6663.0,6770.0,6873.0,6894.0,6977.0
unmatched_applicants,7665.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6520.0,6540.0,6604.0,6615.0,6692.0,6772.0,6890.0,6866.0,6975.0
