Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,3940.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3526.0,3531.0,3553.0,3572.0,3575.0,3593.0,3622.0,3629.0,3653.0,3664.0,3683.0,3700.0
unmatched_applicants,3962.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3528.0,3549.0,3574.0,3592.0,3596.0,3608.0,3634.0,3649.0,3665.0,3695.0,3706.0
unmatched_applicants,3929.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3530.0,3530.0,3531.0,3569.0,3589.0,3585.0,3620.0,3643.0,3649.0,3677.0,3686.0,3690.0
unmatched_applicants,3934.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3520.0,3545.0,3555.0,3587.0,3603.0,3616.0,3634.0,3664.0,3680.0,3696.0,3708.0
unmatched_applicants,3961.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3524.0,3551.0,3561.0,3605.0,3583.0,3621.0,3634.0,3655.0,3677.0,3672.0,3702.0
unmatched_applicants,3957.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3529.0,3533.0,3564.0,3591.0,3589.0,3612.0,3640.0,3662.0,3680.0,3699.0,3706.0
unmatched_applicants,3934.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3532.0,3530.0,3537.0,3556.0,3599.0,3598.0,3613.0,3643.0,3655.0,3680.0,3684.0,3699.0
unmatched_applicants,3942.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3542.0,3569.0,3593.0,3587.0,3619.0,3649.0,3648.0,3663.0,3686.0,3707.0
unmatched_applicants,3941.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3521.0,3546.0,3568.0,3599.0,3600.0,3604.0,3628.0,3662.0,3673.0,3684.0,3709.0
unmatched_applicants,3909.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3528.0,3520.0,3550.0,3571.0,3593.0,3584.0,3619.0,3649.0,3664.0,3675.0,3685.0,3687.0
unfilled_spots,420.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,33.0,52.0,55.0,73.0,102.0,109.0,133.0,144.0,163.0,180.0
unfilled_spots,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,54.0,72.0,76.0,88.0,114.0,129.0,145.0,175.0,186.0
unfilled_spots,409.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.0,49.0,69.0,65.0,100.0,123.0,129.0,157.0,166.0,170.0
unfilled_spots,414.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,35.0,67.0,83.0,96.0,114.0,144.0,160.0,176.0,188.0
unfilled_spots,441.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,31.0,41.0,85.0,63.0,101.0,114.0,135.0,157.0,152.0,182.0
unfilled_spots,437.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,44.0,71.0,69.0,92.0,120.0,142.0,160.0,179.0,186.0
unfilled_spots,414.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,17.0,36.0,79.0,78.0,93.0,123.0,135.0,160.0,164.0,179.0
unfilled_spots,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,49.0,73.0,67.0,99.0,129.0,128.0,143.0,166.0,187.0
unfilled_spots,421.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,26.0,48.0,79.0,80.0,84.0,108.0,142.0,153.0,164.0,189.0
unfilled_spots,389.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,30.0,51.0,73.0,64.0,99.0,129.0,144.0,155.0,165.0,167.0
reviews_per_program,646.9915254237288,647.6186440677966,494.6779661016949,70.53813559322033,87.66101694915254,109.57627118644068,131.48305084745763,153.385593220339,175.27542372881356,197.08898305084745,218.92372881355934,240.51694915254237,262.27542372881356,283.47033898305085,304.73728813559325,325.6398305084746,345.46610169491527,365.8220338983051,385.6271186440678
reviews_per_program,646.7881355932203,643.2669491525423,500.31779661016947,70.51271186440678,87.66101694915254,109.57627118644068,131.48728813559322,153.38983050847457,175.27118644067798,197.0593220338983,218.86016949152543,240.51271186440678,262.22457627118644,283.4618644067797,304.66525423728814,325.65677966101697,345.24152542372883,366.0,385.0720338983051
reviews_per_program,641.8008474576271,649.542372881356,516.8728813559322,78.23728813559322,87.66101694915254,109.57627118644068,131.48728813559322,153.39406779661016,175.27542372881356,197.13983050847457,218.89830508474577,240.60593220338984,262.2542372881356,283.5550847457627,304.77542372881356,325.31779661016947,345.885593220339,365.89406779661016,385.4491525423729
reviews_per_program,645.6567796610169,649.6101694915254,540.0042372881356,73.62288135593221,87.66101694915254,109.57627118644068,131.48728813559322,153.38135593220338,175.28389830508473,197.08050847457628,218.8771186440678,240.45762711864407,262.31779661016947,283.478813559322,304.5635593220339,325.1864406779661,345.978813559322,365.6271186440678,385.3813559322034
reviews_per_program,651.1355932203389,648.292372881356,529.0805084745763,70.62288135593221,87.66101694915254,109.57627118644068,131.4915254237288,153.38135593220338,175.26694915254237,197.0635593220339,218.84745762711864,240.60169491525423,262.15677966101697,283.46610169491527,304.6101694915254,325.8262711864407,345.91101694915255,366.03389830508473,385.33898305084745
reviews_per_program,645.8940677966102,646.6737288135594,511.50847457627117,70.62288135593221,87.66101694915254,109.57627118644068,131.4915254237288,153.385593220339,175.30084745762713,197.11016949152543,218.82627118644066,240.44915254237287,262.1991525423729,283.79661016949154,304.39830508474574,325.24152542372883,345.74152542372883,366.0635593220339,385.2881355932203
reviews_per_program,647.4110169491526,638.8686440677966,502.3898305084746,73.10593220338983,87.66101694915254,109.57627118644068,131.4915254237288,153.39830508474577,175.27966101694915,197.0550847457627,218.90677966101694,240.65677966101694,262.18220338983053,283.1737288135593,304.64830508474574,325.3771186440678,345.52966101694915,365.3898305084746,384.70338983050846
reviews_per_program,650.1779661016949,650.0084745762712,503.6694915254237,68.27966101694915,87.66101694915254,109.57627118644068,131.4915254237288,153.39830508474577,175.25423728813558,197.16949152542372,218.9449152542373,240.52542372881356,262.2669491525424,283.45762711864404,304.6271186440678,325.0381355932203,345.6525423728813,365.3220338983051,384.72457627118644
reviews_per_program,648.2203389830509,642.0296610169491,509.2330508474576,68.29661016949153,87.66101694915254,109.57627118644068,131.47457627118644,153.39406779661016,175.29661016949152,197.1906779661017,218.90677966101694,240.5593220338983,262.0720338983051,283.60169491525426,304.7881355932203,325.1398305084746,346.0508474576271,366.27542372881356,385.51271186440675
reviews_per_program,642.4618644067797,644.7457627118644,534.2754237288135,70.7457627118644,87.66101694915254,109.57627118644068,131.48728813559322,153.39406779661016,175.26694915254237,197.07203389830508,218.89406779661016,240.61016949152543,262.1949152542373,283.18220338983053,304.5042372881356,325.72457627118644,345.91101694915255,365.52542372881356,384.60593220338984
pct_interview_given_signal,0.0,1.0,0.9819218870843001,0.7451662799690641,0.5589713843774169,0.4471771075019335,0.37267160812117306,0.31945633857288874,0.27956001450501633,0.2486186657493604,0.2238222428676499,0.20372784609421796,0.1868265020921854,0.17285759129433922,0.16079423788203231,0.15047299319462337,0.14183736048080461,0.13394491162230407,0.12706575246132207
pct_interview_given_signal,0.0,1.0,0.9827919566898685,0.7449729311678268,0.5589713843774169,0.4471771075019335,0.37265959846605007,0.3194475138121547,0.2795667730393579,0.24865608738657377,0.2238872432285919,0.20373143531650253,0.18686272925587782,0.17286275916707775,0.16083225546237187,0.15046516166807625,0.1419296243111553,0.13387978142076504,0.12724891886836054
pct_interview_given_signal,0.0,1.0,0.9803750966744006,0.744328435163702,0.5589713843774169,0.4471771075019335,0.37265959846605007,0.31943868953896304,0.27956001450501633,0.24855454056958626,0.22384823848238483,0.2036525016290087,0.1868415950365152,0.17280592955662816,0.16077411820317822,0.15062194724845326,0.1416653395239437,0.13391854176558465,0.12712442011300926
pct_interview_given_signal,0.0,1.0,0.9849187935034803,0.7445217839649394,0.5589713843774169,0.4471771075019335,0.37265959846605007,0.3194651638212056,0.2795464984166123,0.2486293564963127,0.2238699061078308,0.20377810671741736,0.18679632351753436,0.17285242373058698,0.16088595795595254,0.15068278953403524,0.14162716929370123,0.13401631744854442,0.12714678394722376
pct_interview_given_signal,0.0,1.0,0.9819218870843001,0.7450373807682392,0.5589713843774169,0.4471771075019335,0.3726475895849446,0.3194651638212056,0.2795735319004908,0.2486507407487045,0.2239002478314746,0.20365608819696382,0.18691105400119606,0.17286017519208347,0.16086133986200757,0.15038689121529358,0.14165492742083666,0.1338673828486757,0.12716076533978446
pct_interview_given_signal,0.0,1.0,0.9804717710750194,0.7447795823665894,0.5589713843774169,0.4471771075019335,0.3726475895849446,0.31945633857288874,0.2795194701602572,0.24859194290382217,0.22392192552717696,0.2037852888309308,0.18688084810678907,0.17265886287625418,0.16097330103844762,0.1506572690438657,0.14172437036583124,0.13385653598175737,0.1271775470702094
pct_interview_given_signal,0.0,1.0,0.9819218870843001,0.7449729311678268,0.5589713843774169,0.4471771075019335,0.3726475895849446,0.3194298657532733,0.2795532562974423,0.24866143425438125,0.223839572606558,0.20360947266484725,0.1868929292929293,0.1730386508850948,0.1608412033881803,0.15059448618942817,0.1418112698510025,0.1341033491047407,0.12737085582112567
pct_interview_given_signal,0.0,1.0,0.9807617942768755,0.7451662799690641,0.5589713843774169,0.4471771075019335,0.3726475895849446,0.3194298657532733,0.2795938104448743,0.24851714948852402,0.2238005844671092,0.2037206680290325,0.18683253897730026,0.1728653432193255,0.1608523896956546,0.15075154154010612,0.14176085517444284,0.13412823605827226,0.12736384162123465
pct_interview_given_signal,0.0,1.0,0.9833720030935809,0.7449084815674143,0.5589713843774169,0.4471771075019335,0.3726956297537708,0.31943868953896304,0.27952622673434857,0.24849044846036486,0.223839572606558,0.2036919608257592,0.18697149509288752,0.1727775287613925,0.16076741276240789,0.1507043905490467,0.14159768820100896,0.13377910945037655,0.12710346116222068
pct_interview_given_signal,0.0,1.0,0.9831786542923434,0.7445217839649394,0.5589713843774169,0.4471771075019335,0.37265959846605007,0.31943868953896304,0.2795735319004908,0.2486400481627212,0.22385257167192552,0.20364891518737674,0.1868838682568926,0.1730334724903114,0.16091730097546722,0.15043384371219315,0.14165492742083666,0.1340536028934434,0.12740313109389975
pct_interview_given_nosignal,0.07573514964961688,0.04328687714165753,0.009924175630400283,1.4655772542410141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07575896542236082,0.043590040848614627,0.009856801404488441,3.643624386049291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.0763476710791272,0.0431541992978666,0.00994868352979012,0.00010904649742650266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07589171452009844,0.04314953826213749,0.009720259960440802,8.772378703588633e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07525314313975584,0.04324031794351429,0.009844737228779939,2.9382598156241966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07586383347219397,0.043352346330446344,0.009998453122583004,5.8215689128220055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.0756860768772621,0.043900797384633344,0.009883741350848232,3.6555853688851196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07536398117855607,0.04312217499831343,0.00997294163123309,1.4758840545486746e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07559158059877108,0.04367701421962869,0.009789167217541738,4.3565391652870956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07626911839389003,0.04348654311916619,0.009821327922443918,8.805659103583903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.07573514964961688,0.07566181185307319,0.0760194321550891,0.07608845842572427,0.07607043949032016,0.07582403892178269,0.07596350283450809,0.07555009669158,0.07579968536969062,0.07557182067703568,0.07517878039266675,0.07489976877190029,0.07548352143290753,0.07548253601477797,0.07526538794478109,0.07511432134691333,0.07546578784220315,0.075902175197238,0.07564894285116182
pct_interview_given_application,0.07575896542236082,0.0761736633050306,0.07599145720387712,0.0757093661206479,0.07563954134861299,0.07596150688080927,0.0759335745382196,0.07601143721037237,0.0766792653007095,0.07619022519732768,0.07604792781891596,0.0763784312171409,0.0760394268768206,0.07548992727794968,0.07630787098136514,0.07549436273069716,0.076211816654035,0.07527175681832975,0.07556638850951768
pct_interview_given_application,0.0763476710791272,0.07543772669154294,0.07539542828828125,0.07554614821783213,0.07510700344879097,0.07581857043574042,0.07566824799607394,0.07622739018087855,0.07579024636417855,0.0755698452530322,0.07529430148973851,0.07638347622759158,0.07561184524549003,0.07581658209092221,0.0750183264244335,0.07614206513293914,0.07610197823025389,0.07542247412325613,0.07563954134861299
pct_interview_given_application,0.07589171452009844,0.0754298536279907,0.07612702759637666,0.07592460064736818,0.07551852045347683,0.07584044911397055,0.07541755525555491,0.07607944789110455,0.07595701636846115,0.07576690734213044,0.07497892757569863,0.07587826931405099,0.07558071136325015,0.07623090766462093,0.0755747840066922,0.07561728395061729,0.07478545421622076,0.0757827961780935,0.07507677125736063
pct_interview_given_application,0.07525314313975584,0.07558318136956933,0.07545200080906676,0.07625403063613165,0.07630837452076308,0.07577534745657202,0.07577187188761336,0.07590018246498378,0.07537429686939859,0.07566329701966172,0.07539149596442961,0.07515679329282163,0.07568161886935693,0.07571779341954493,0.07545003164412431,0.07549189852593646,0.07626107084682499,0.07565240715178238,0.0754460936225738
