Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,2390.0,1802.0,1797.0,1798.0,1797.0,1800.0,1821.0,1848.0,1857.0,1878.0,1902.0,1925.0,1965.0,1976.0,1989.0,1990.0,2067.0,2068.0,2074.0,2077.0,2143.0,2160.0,2154.0,2162.0,2222.0,2232.0,2213.0,2256.0
unmatched_applicants,2404.0,1808.0,1797.0,1804.0,1797.0,1807.0,1815.0,1842.0,1852.0,1880.0,1885.0,1936.0,1966.0,1967.0,1991.0,1995.0,2053.0,2070.0,2062.0,2080.0,2144.0,2163.0,2165.0,2147.0,2239.0,2241.0,2237.0,2240.0
unmatched_applicants,2384.0,1806.0,1798.0,1800.0,1798.0,1802.0,1824.0,1837.0,1863.0,1885.0,1901.0,1929.0,1962.0,1964.0,1991.0,2003.0,2049.0,2078.0,2072.0,2076.0,2166.0,2151.0,2154.0,2163.0,2231.0,2236.0,2252.0,2233.0
unmatched_applicants,2396.0,1805.0,1799.0,1801.0,1800.0,1805.0,1825.0,1849.0,1852.0,1881.0,1908.0,1919.0,1961.0,1965.0,1980.0,2000.0,2063.0,2069.0,2080.0,2073.0,2148.0,2158.0,2148.0,2172.0,2235.0,2236.0,2225.0,2228.0
unmatched_applicants,2398.0,1797.0,1797.0,1797.0,1797.0,1801.0,1818.0,1858.0,1845.0,1880.0,1914.0,1927.0,1970.0,1987.0,1986.0,1997.0,2059.0,2060.0,2083.0,2063.0,2151.0,2149.0,2146.0,2154.0,2229.0,2218.0,2232.0,2232.0
unmatched_applicants,2386.0,1805.0,1797.0,1799.0,1797.0,1803.0,1819.0,1843.0,1850.0,1875.0,1901.0,1931.0,1957.0,1970.0,1991.0,1995.0,2049.0,2062.0,2061.0,2083.0,2170.0,2148.0,2155.0,2148.0,2238.0,2214.0,2231.0,2233.0
unmatched_applicants,2391.0,1812.0,1798.0,1798.0,1797.0,1804.0,1821.0,1857.0,1853.0,1885.0,1898.0,1927.0,1960.0,1980.0,1980.0,1988.0,2055.0,2061.0,2068.0,2070.0,2153.0,2140.0,2151.0,2162.0,2230.0,2229.0,2215.0,2242.0
unmatched_applicants,2376.0,1809.0,1797.0,1798.0,1798.0,1803.0,1828.0,1840.0,1857.0,1887.0,1898.0,1919.0,1970.0,1970.0,1978.0,2007.0,2047.0,2076.0,2064.0,2067.0,2165.0,2152.0,2159.0,2169.0,2218.0,2243.0,2218.0,2230.0
unmatched_applicants,2393.0,1803.0,1797.0,1800.0,1797.0,1803.0,1827.0,1840.0,1848.0,1882.0,1912.0,1930.0,1951.0,1980.0,2000.0,1997.0,2048.0,2076.0,2067.0,2078.0,2162.0,2165.0,2157.0,2153.0,2230.0,2222.0,2253.0,2246.0
unmatched_applicants,2384.0,1801.0,1797.0,1799.0,1797.0,1807.0,1828.0,1846.0,1861.0,1890.0,1913.0,1924.0,1965.0,1976.0,1972.0,1991.0,2072.0,2082.0,2068.0,2072.0,2162.0,2165.0,2165.0,2157.0,2217.0,2249.0,2215.0,2245.0
unfilled_spots,593.0,5.0,0.0,1.0,0.0,3.0,24.0,51.0,60.0,81.0,105.0,128.0,168.0,179.0,192.0,193.0,270.0,271.0,277.0,280.0,346.0,363.0,357.0,365.0,425.0,435.0,416.0,459.0
unfilled_spots,607.0,11.0,0.0,7.0,0.0,10.0,18.0,45.0,55.0,83.0,88.0,139.0,169.0,170.0,194.0,198.0,256.0,273.0,265.0,283.0,347.0,366.0,368.0,350.0,442.0,444.0,440.0,443.0
unfilled_spots,587.0,9.0,1.0,3.0,1.0,5.0,27.0,40.0,66.0,88.0,104.0,132.0,165.0,167.0,194.0,206.0,252.0,281.0,275.0,279.0,369.0,354.0,357.0,366.0,434.0,439.0,455.0,436.0
