Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,87.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,72.0,71.0,70.0,72.0,72.0,71.0,74.0,74.0,76.0,78.0,76.0,77.0,79.0,80.0,81.0,83.0,79.0,82.0,82.0,84.0,86.0,85.0
unmatched_applicants,89.0,71.0,71.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,73.0,75.0,77.0,76.0,75.0,77.0,80.0,79.0,78.0,83.0,81.0,85.0,82.0,83.0,84.0,84.0,84.0,86.0
unmatched_applicants,88.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,72.0,71.0,73.0,73.0,72.0,75.0,74.0,73.0,75.0,76.0,75.0,79.0,81.0,79.0,79.0,79.0,81.0,82.0,81.0,82.0,81.0,86.0,86.0
unmatched_applicants,87.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,73.0,71.0,74.0,78.0,74.0,76.0,77.0,75.0,79.0,77.0,77.0,78.0,79.0,80.0,81.0,86.0,83.0,85.0,81.0,83.0
unmatched_applicants,89.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,72.0,74.0,71.0,75.0,74.0,74.0,74.0,75.0,78.0,76.0,78.0,76.0,81.0,77.0,80.0,80.0,82.0,82.0,82.0,86.0,84.0
unmatched_applicants,87.0,71.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,71.0,70.0,70.0,72.0,73.0,72.0,73.0,74.0,76.0,73.0,77.0,77.0,79.0,79.0,78.0,80.0,78.0,83.0,78.0,85.0,82.0,85.0,86.0,87.0
unmatched_applicants,97.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,72.0,72.0,74.0,72.0,74.0,76.0,76.0,78.0,75.0,76.0,77.0,79.0,77.0,81.0,81.0,84.0,86.0,87.0,87.0,83.0
unmatched_applicants,90.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,73.0,71.0,75.0,74.0,77.0,74.0,76.0,76.0,79.0,77.0,76.0,79.0,78.0,77.0,82.0,82.0,82.0,85.0,85.0,84.0,83.0
unmatched_applicants,94.0,70.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,72.0,71.0,71.0,73.0,72.0,73.0,74.0,76.0,74.0,73.0,76.0,76.0,78.0,74.0,78.0,77.0,81.0,83.0,86.0,81.0,85.0,83.0,90.0
unmatched_applicants,87.0,74.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,70.0,71.0,71.0,72.0,71.0,75.0,76.0,76.0,77.0,76.0,76.0,74.0,76.0,78.0,77.0,80.0,81.0,83.0,84.0,82.0,82.0,82.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,6.0,8.0,6.0,7.0,9.0,10.0,11.0,13.0,9.0,12.0,12.0,14.0,16.0,15.0
unfilled_spots,19.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,7.0,6.0,5.0,7.0,10.0,9.0,8.0,13.0,11.0,15.0,12.0,13.0,14.0,14.0,14.0,16.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,6.0,5.0,9.0,11.0,9.0,9.0,9.0,11.0,12.0,11.0,12.0,11.0,16.0,16.0
unfilled_spots,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,8.0,4.0,6.0,7.0,5.0,9.0,7.0,7.0,8.0,9.0,10.0,11.0,16.0,13.0,15.0,11.0,13.0
unfilled_spots,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,8.0,6.0,8.0,6.0,11.0,7.0,10.0,10.0,12.0,12.0,12.0,16.0,14.0
unfilled_spots,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,6.0,3.0,7.0,7.0,9.0,9.0,8.0,10.0,8.0,13.0,8.0,15.0,12.0,15.0,16.0,17.0
unfilled_spots,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,8.0,5.0,6.0,7.0,9.0,7.0,11.0,11.0,14.0,16.0,17.0,17.0,13.0
unfilled_spots,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,4.0,7.0,4.0,6.0,6.0,9.0,7.0,6.0,9.0,8.0,7.0,12.0,12.0,12.0,15.0,15.0,14.0,13.0
unfilled_spots,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,6.0,4.0,3.0,6.0,6.0,8.0,4.0,8.0,7.0,11.0,13.0,16.0,11.0,15.0,13.0,20.0
unfilled_spots,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,8.0,7.0,10.0,11.0,13.0,14.0,12.0,12.0,12.0
reviews_per_program,66.03896103896103,66.1038961038961,68.20779220779221,64.03896103896103,53.58441558441559,46.64935064935065,39.41558441558441,32.5974025974026,31.714285714285715,31.01298701298701,28.714285714285715,27.025974025974026,28.48051948051948,29.31168831168831,31.25974025974026,33.23376623376623,35.41558441558441,37.51948051948052,39.33766233766234,41.15584415584416,43.45454545454545,45.0,46.883116883116884,49.01298701298701,50.103896103896105,52.77922077922078,52.96103896103896,54.90909090909091,54.22077922077922,55.94805194805195,56.077922077922075,58.61038961038961,60.42857142857143
reviews_per_program,65.37662337662337,69.72727272727273,67.48051948051948,63.1948051948052,56.103896103896105,46.90909090909091,34.54545454545455,34.61038961038961,30.727272727272727,31.09090909090909,30.5974025974026,28.31168831168831,28.12987012987013,30.5974025974026,30.92207792207792,33.116883116883116,35.33766233766234,37.44155844155844,39.58441558441559,41.01298701298701,42.79220779220779,44.45454545454545,45.94805194805195,47.12987012987013,49.87012987012987,51.467532467532465,52.5974025974026,53.03896103896104,53.883116883116884,54.41558441558441,57.22077922077922,58.62337662337662,59.61038961038961
reviews_per_program,64.88311688311688,63.09090909090909,66.48051948051948,61.97402597402598,57.54545454545455,42.94805194805195,35.4025974025974,35.4025974025974,29.38961038961039,29.649350649350648,27.818181818181817,30.207792207792206,28.5974025974026,29.974025974025974,31.09090909090909,33.36363636363637,35.23376623376623,37.246753246753244,38.77922077922078,41.09090909090909,43.22077922077922,45.05194805194805,47.03896103896104,48.18181818181818,49.84415584415584,50.90909090909091,52.20779220779221,54.25974025974026,55.22077922077922,56.1948051948052,57.506493506493506,59.311688311688314,59.22077922077922
reviews_per_program,64.44155844155844,66.3896103896104,64.74025974025975,64.64935064935065,53.506493506493506,44.25974025974026,36.37662337662338,30.571428571428573,29.792207792207794,30.83116883116883,29.09090909090909,29.25974025974026,27.61038961038961,29.31168831168831,31.038961038961038,33.23376623376623,35.467532467532465,37.18181818181818,38.90909090909091,41.18181818181818,42.701298701298704,44.98701298701299,46.935064935064936,48.03896103896104,50.36363636363637,50.94805194805195,53.688311688311686,53.23376623376623,56.22077922077922,57.18181818181818,57.27272727272727,57.15584415584416,57.5974025974026
reviews_per_program,66.15584415584415,64.20779220779221,63.98701298701299,63.61038961038961,59.33766233766234,45.01298701298701,37.8051948051948,32.23376623376623,30.98701298701299,27.584415584415584,31.285714285714285,27.194805194805195,29.48051948051948,30.38961038961039,30.948051948051948,33.05194805194805,35.1948051948052,37.285714285714285,39.493506493506494,41.064935064935064,42.66233766233766,45.01298701298701,46.935064935064936,47.285714285714285,50.12987012987013,51.27272727272727,52.467532467532465,53.103896103896105,55.064935064935064,56.54545454545455,57.493506493506494,58.23376623376623,58.51948051948052
reviews_per_program,64.59740259740259,65.37662337662337,66.2987012987013,63.02597402597402,54.90909090909091,41.55844155844156,36.74025974025974,33.74025974025974,33.83116883116883,27.571428571428573,27.337662337662337,25.181818181818183,27.337662337662337,30.116883116883116,31.025974025974026,33.27272727272727,35.36363636363637,37.51948051948052,39.58441558441559,41.23376623376623,43.09090909090909,44.5974025974026,46.64935064935065,48.61038961038961,49.81818181818182,51.48051948051948,53.37662337662338,53.03896103896104,55.35064935064935,55.714285714285715,56.324675324675326,59.27272727272727,60.09090909090909
reviews_per_program,65.97402597402598,67.25974025974025,67.83116883116882,61.09090909090909,55.12987012987013,45.54545454545455,38.064935064935064,33.8051948051948,30.324675324675326,30.142857142857142,25.441558441558442,27.961038961038962,28.77922077922078,29.25974025974026,31.155844155844157,32.98701298701299,35.58441558441559,37.37662337662338,39.311688311688314,41.63636363636363,42.1948051948052,45.12987012987013,46.8051948051948,48.077922077922075,50.42857142857143,51.02597402597402,52.62337662337662,53.35064935064935,55.675324675324674,56.311688311688314,56.077922077922075,57.79220779220779,57.79220779220779
