Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,483.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,396.0,396.0,396.0,402.0,401.0,410.0
unmatched_applicants,481.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,398.0,399.0,396.0,402.0,402.0,412.0
unmatched_applicants,482.0,399.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,400.0,401.0,402.0,401.0
unmatched_applicants,467.0,402.0,401.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,399.0,401.0,400.0,398.0,411.0
unmatched_applicants,473.0,402.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,398.0,398.0,399.0,409.0
unmatched_applicants,477.0,400.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,399.0,396.0,402.0,405.0,405.0
unmatched_applicants,471.0,400.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,400.0,397.0,405.0,406.0,412.0
unmatched_applicants,469.0,399.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,397.0,398.0,402.0,400.0,399.0,410.0
unmatched_applicants,466.0,398.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,400.0,397.0,398.0,406.0,407.0
unmatched_applicants,473.0,400.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,400.0,400.0,396.0,408.0,409.0
unfilled_spots,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,14.0
unfilled_spots,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,6.0,6.0,16.0
unfilled_spots,86.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0
unfilled_spots,71.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,15.0
unfilled_spots,77.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,13.0
unfilled_spots,81.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,9.0,9.0
unfilled_spots,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,10.0,16.0
