Parameter,0,1,2,3,4,5,6
unmatched_applicants,1137.0,872.0,867.0,867.0,863.0,863.0,863.0
unmatched_applicants,1148.0,878.0,871.0,866.0,863.0,863.0,863.0
unmatched_applicants,1125.0,870.0,864.0,863.0,863.0,863.0,863.0
unmatched_applicants,1126.0,881.0,872.0,863.0,863.0,863.0,863.0
unmatched_applicants,1121.0,871.0,873.0,863.0,863.0,863.0,863.0
unmatched_applicants,1113.0,868.0,872.0,866.0,863.0,863.0,863.0
unmatched_applicants,1128.0,879.0,874.0,863.0,863.0,863.0,863.0
unmatched_applicants,1100.0,870.0,866.0,863.0,863.0,863.0,863.0
unmatched_applicants,1131.0,881.0,867.0,866.0,863.0,863.0,863.0
unmatched_applicants,1131.0,878.0,866.0,863.0,863.0,863.0,863.0
unfilled_spots,274.0,9.0,4.0,4.0,0.0,0.0,0.0
unfilled_spots,285.0,15.0,8.0,3.0,0.0,0.0,0.0
unfilled_spots,262.0,7.0,1.0,0.0,0.0,0.0,0.0
unfilled_spots,263.0,18.0,9.0,0.0,0.0,0.0,0.0
unfilled_spots,258.0,8.0,10.0,0.0,0.0,0.0,0.0
unfilled_spots,250.0,5.0,9.0,3.0,0.0,0.0,0.0
unfilled_spots,265.0,16.0,11.0,0.0,0.0,0.0,0.0
unfilled_spots,237.0,7.0,3.0,0.0,0.0,0.0,0.0
unfilled_spots,268.0,18.0,4.0,3.0,0.0,0.0,0.0
unfilled_spots,268.0,15.0,3.0,0.0,0.0,0.0,0.0
reviews_per_program,475.788,470.064,470.58,474.056,469.984,472.92,469.228
reviews_per_program,473.604,470.78,471.656,476.08,476.296,470.58,471.864
reviews_per_program,473.584,466.184,465.48,473.524,469.628,472.356,468.052
reviews_per_program,469.9,469.936,473.532,473.728,473.196,472.132,470.724
reviews_per_program,470.536,472.796,477.96,471.464,473.66,466.644,468.132
reviews_per_program,474.34,475.136,466.2,475.476,474.124,474.552,470.132
reviews_per_program,470.04,475.356,469.052,472.828,471.744,474.864,472.936
reviews_per_program,470.668,472.216,478.38,464.852,474.496,471.148,472.396
reviews_per_program,468.28,473.584,465.864,472.936,479.196,469.692,466.456
reviews_per_program,472.536,470.232,471.9,465.86,473.82,471.844,468.092
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_interview_given_nosignal,0.3953441448712452,0.37903240014799416,0.3559448786582641,0.32886781825009387,0.3057317938209332,0.27519340390879476,0.24687098156879556
pct_interview_given_nosignal,0.39716725365495226,0.3784356667282338,0.35507378227405884,0.3273129893670697,0.3010515899963136,0.2768419435768778,0.24513183936666028
pct_interview_given_nosignal,0.3971840264873813,0.38229910793616945,0.36013250410615094,0.32927895325556694,0.30600009860474287,0.27558894586081406,0.24764310669174952
pct_interview_given_nosignal,0.4002979357310066,0.3791392770914474,0.353565184306123,0.3291211785264661,0.3033321278113912,0.275746356190651,0.24587749351605775
pct_interview_given_nosignal,0.3997568730129044,0.37676552744722025,0.35005471146429407,0.33088068611153093,0.3029885865479433,0.27965987731584446,0.2475898758665162
pct_interview_given_nosignal,0.3965509971750221,0.3748453644172634,0.35953534646351126,0.3277754385964912,0.3026458225650728,0.2740552266645041,0.24627456010946486
pct_interview_given_nosignal,0.40017870819504725,0.3746658423385376,0.3571892703194926,0.32981838381365747,0.3044122263203327,0.2738387051030124,0.244434777072767
pct_interview_given_nosignal,0.3996447602131439,0.37724451146805077,0.34972535596197096,0.3361287289265873,0.3023715800140307,0.27643997259629643,0.2448014620721898
pct_interview_given_nosignal,0.40168275390791836,0.37611671532719104,0.359813773393565,0.32973456325301204,0.29894901114568384,0.2774727248468178,0.24872608714427602
pct_interview_given_nosignal,0.39806490934024075,0.37889221556886227,0.35487684012402365,0.3353179351207512,0.30287030440256485,0.2759490053179002,0.24763266227414898
pct_interview_given_application,0.3953441448712452,0.40015827631982026,0.3997194950911641,0.3967885650640431,0.40022639068564037,0.3977416899264146,0.40087121825637
pct_interview_given_application,0.39716725365495226,0.39954968350397213,0.39880760554302286,0.39510166358595195,0.39492248517728473,0.3997194950911641,0.39863180916535274
pct_interview_given_application,0.3971840264873813,0.4034887512226932,0.40409899458623355,0.39723435348577896,0.40052978101816755,0.39821659934456216,0.4018784237648808
pct_interview_given_application,0.4002979357310066,0.4002672704368254,0.397227642482451,0.39706329370440424,0.39750969999746405,0.3984055306566808,0.3995972162031254
pct_interview_given_application,0.3997568730129044,0.39784600546535925,0.39354757720311323,0.39897001679873756,0.3971202972596377,0.40309100727749636,0.40180974596908564
pct_interview_given_application,0.3965509971750221,0.39588665140086204,0.4034749034749035,0.39560356358680565,0.39673165669740407,0.39637384311940527,0.4001003973352165
pct_interview_given_application,0.40017870819504725,0.3957034306919446,0.4010216351278749,0.3978190800883196,0.39873321123321126,0.39611341352471446,0.3977282338413654
pct_interview_given_application,0.3996447602131439,0.39833466040964305,0.39320205694217986,0.4046449192431139,0.3964206231454006,0.3992376068666321,0.39818288046469485
pct_interview_given_application,0.40168275390791836,0.3971840264873813,0.4037659059296275,0.3977282338413654,0.39253249192397266,0.4004752050279758,0.40325346870873136
pct_interview_given_application,0.39806490934024075,0.4000153115908743,0.3986013986013986,0.40376937277293606,0.39698619729011014,0.39864870592823054,0.40184408193261156
pct_of_app_match_via_signal_given_matched,0.0,0.9705694177863083,0.9837112743532418,0.9926541041200895,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.971474358974359,0.9849696194435561,0.9945721583652618,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9641943734015346,0.9869176770899809,0.9961722488038277,1.0,1.0,1.0
