Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,1070.0,968.0,968.0,968.0,968.0,968.0,968.0,973.0,973.0,976.0,979.0,980.0,984.0,995.0,1003.0
unmatched_applicants,1065.0,968.0,968.0,968.0,968.0,968.0,969.0,973.0,972.0,976.0,979.0,981.0,988.0,997.0,1001.0
unmatched_applicants,1066.0,968.0,968.0,968.0,968.0,968.0,969.0,973.0,974.0,980.0,980.0,985.0,985.0,996.0,998.0
unmatched_applicants,1078.0,968.0,968.0,968.0,968.0,968.0,969.0,973.0,970.0,978.0,980.0,980.0,989.0,997.0,1001.0
unmatched_applicants,1063.0,968.0,968.0,968.0,968.0,968.0,970.0,972.0,971.0,977.0,980.0,982.0,988.0,996.0,1001.0
unmatched_applicants,1067.0,968.0,968.0,968.0,968.0,968.0,969.0,974.0,971.0,974.0,980.0,982.0,991.0,997.0,999.0
unmatched_applicants,1065.0,968.0,968.0,968.0,968.0,968.0,970.0,973.0,973.0,975.0,980.0,981.0,989.0,997.0,1002.0
unmatched_applicants,1064.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,973.0,975.0,980.0,982.0,991.0,998.0,1001.0
unmatched_applicants,1069.0,968.0,968.0,968.0,968.0,968.0,971.0,974.0,973.0,976.0,980.0,980.0,990.0,999.0,1004.0
unmatched_applicants,1066.0,968.0,968.0,968.0,968.0,968.0,971.0,972.0,968.0,977.0,980.0,981.0,991.0,995.0,1002.0
unfilled_spots,102.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,11.0,12.0,16.0,27.0,35.0
unfilled_spots,97.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,8.0,11.0,13.0,20.0,29.0,33.0
unfilled_spots,98.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,12.0,12.0,17.0,17.0,28.0,30.0
unfilled_spots,110.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,10.0,12.0,12.0,21.0,29.0,33.0
unfilled_spots,95.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,9.0,12.0,14.0,20.0,28.0,33.0
unfilled_spots,99.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,12.0,14.0,23.0,29.0,31.0
unfilled_spots,97.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,7.0,12.0,13.0,21.0,29.0,34.0
unfilled_spots,96.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,12.0,14.0,23.0,30.0,33.0
unfilled_spots,101.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,8.0,12.0,12.0,22.0,31.0,36.0
unfilled_spots,98.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,9.0,12.0,13.0,23.0,27.0,34.0
reviews_per_program,856.4571428571429,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.6,253.17142857142858,284.8285714285714,316.25714285714287,347.54285714285714,378.22857142857146,409.8285714285714,439.65714285714284
reviews_per_program,865.6857142857143,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.57142857142858,253.25714285714287,284.6,316.0,347.37142857142857,378.48571428571427,410.48571428571427,440.0571428571429
reviews_per_program,850.4,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.22857142857143,284.85714285714283,316.0285714285714,347.45714285714286,378.65714285714284,409.0857142857143,439.14285714285717
reviews_per_program,866.4,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.17142857142858,284.85714285714283,316.0571428571429,347.62857142857143,378.62857142857143,409.7142857142857,438.8857142857143
reviews_per_program,867.0571428571428,51.457142857142856,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.88571428571427,221.6,253.22857142857143,284.62857142857143,316.22857142857146,347.77142857142854,378.62857142857143,408.8285714285714,439.51428571428573
reviews_per_program,866.2857142857143,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.57142857142858,253.22857142857143,284.74285714285713,315.74285714285713,347.77142857142854,377.77142857142854,408.48571428571427,439.74285714285713
reviews_per_program,863.7428571428571,59.08571428571429,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.57142857142858,253.22857142857143,284.7142857142857,316.51428571428573,347.34285714285716,378.74285714285713,409.0,440.1714285714286
reviews_per_program,852.8571428571429,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.6,253.2,284.62857142857143,316.1142857142857,347.2857142857143,378.62857142857143,409.6857142857143,439.8857142857143
reviews_per_program,865.4285714285714,59.371428571428574,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.14285714285714,284.57142857142856,316.0857142857143,346.8,378.85714285714283,409.48571428571427,440.51428571428573
reviews_per_program,852.4285714285714,31.65714285714286,63.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.2,284.74285714285713,316.2,347.54285714285714,378.85714285714283,409.57142857142856,439.8285714285714
pct_interview_given_signal,0.0,0.631768953068592,0.315884476534296,0.21058965102286403,0.157942238267148,0.1263537906137184,0.10531066646607493,0.09025270758122744,0.07899785577248618,0.07021767479185476,0.06323967838106423,0.057546859585662614,0.05287807825955582,0.04880089235917457,0.04548999220171562
