Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,1084.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,985.0,992.0,996.0,1001.0,1009.0,1016.0,1014.0,1023.0,1027.0,1038.0,1036.0,1038.0,1042.0
unmatched_applicants,1084.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,986.0,999.0,999.0,994.0,1013.0,1016.0,1024.0,1019.0,1029.0,1036.0,1037.0,1037.0,1049.0
unmatched_applicants,1091.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,982.0,981.0,984.0,992.0,999.0,993.0,1001.0,1010.0,1013.0,1016.0,1033.0,1030.0,1033.0,1029.0,1046.0,1046.0
unmatched_applicants,1088.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,986.0,999.0,991.0,1003.0,1010.0,1020.0,1015.0,1021.0,1032.0,1039.0,1045.0,1045.0,1045.0
unmatched_applicants,1086.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,988.0,991.0,995.0,994.0,1012.0,1012.0,1014.0,1021.0,1019.0,1030.0,1031.0,1037.0,1039.0,1046.0
unmatched_applicants,1072.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,986.0,991.0,994.0,992.0,1006.0,1012.0,1018.0,1010.0,1025.0,1033.0,1041.0,1040.0,1042.0,1046.0
unmatched_applicants,1081.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,982.0,984.0,995.0,997.0,1007.0,1007.0,1015.0,1022.0,1025.0,1030.0,1032.0,1038.0,1057.0,1044.0
unmatched_applicants,1090.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,987.0,992.0,992.0,991.0,1005.0,1004.0,1022.0,1015.0,1027.0,1028.0,1035.0,1046.0,1037.0,1048.0
unmatched_applicants,1079.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,983.0,988.0,993.0,995.0,999.0,1012.0,1024.0,1020.0,1026.0,1035.0,1044.0,1045.0,1035.0,1047.0
unmatched_applicants,1072.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,989.0,992.0,992.0,999.0,1003.0,1009.0,1014.0,1012.0,1020.0,1034.0,1037.0,1041.0,1044.0,1045.0
unfilled_spots,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,20.0,28.0,35.0,33.0,42.0,46.0,57.0,55.0,57.0,61.0
unfilled_spots,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,18.0,18.0,13.0,32.0,35.0,43.0,38.0,48.0,55.0,56.0,56.0,68.0
unfilled_spots,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,18.0,12.0,20.0,29.0,32.0,35.0,52.0,49.0,52.0,48.0,65.0,65.0
