Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,952.0,673.0,662.0,661.0,661.0,661.0,668.0,675.0,673.0,692.0,703.0,718.0,732.0,736.0,745.0,759.0,776.0,775.0,786.0,798.0,819.0,834.0,838.0,829.0,864.0,876.0,881.0,857.0,892.0,899.0,882.0,878.0,942.0,929.0,948.0,932.0,926.0,925.0,938.0
unmatched_applicants,948.0,668.0,662.0,661.0,661.0,668.0,665.0,675.0,672.0,697.0,704.0,709.0,726.0,746.0,748.0,764.0,788.0,786.0,789.0,799.0,821.0,817.0,829.0,835.0,859.0,856.0,855.0,865.0,900.0,903.0,903.0,891.0,910.0,935.0,905.0,936.0,939.0,912.0,942.0
unmatched_applicants,961.0,673.0,664.0,661.0,661.0,661.0,662.0,684.0,681.0,688.0,707.0,715.0,735.0,746.0,745.0,749.0,783.0,775.0,782.0,789.0,819.0,849.0,831.0,831.0,849.0,866.0,868.0,875.0,894.0,873.0,911.0,908.0,919.0,915.0,918.0,913.0,934.0,914.0,933.0
unmatched_applicants,949.0,673.0,661.0,661.0,661.0,663.0,673.0,675.0,681.0,693.0,706.0,717.0,718.0,745.0,758.0,753.0,770.0,789.0,786.0,792.0,829.0,831.0,811.0,840.0,878.0,868.0,867.0,859.0,907.0,898.0,906.0,888.0,914.0,912.0,889.0,912.0,934.0,923.0,937.0
unmatched_applicants,975.0,673.0,662.0,661.0,661.0,661.0,666.0,675.0,671.0,692.0,698.0,719.0,726.0,740.0,748.0,761.0,777.0,784.0,786.0,795.0,826.0,813.0,827.0,833.0,852.0,868.0,869.0,854.0,896.0,904.0,889.0,897.0,926.0,928.0,930.0,919.0,937.0,941.0,934.0
unmatched_applicants,932.0,675.0,664.0,661.0,661.0,661.0,662.0,672.0,675.0,688.0,701.0,710.0,731.0,740.0,747.0,753.0,772.0,779.0,793.0,803.0,814.0,826.0,824.0,832.0,848.0,857.0,862.0,866.0,907.0,905.0,890.0,898.0,933.0,908.0,917.0,939.0,925.0,934.0,914.0
unmatched_applicants,944.0,671.0,663.0,661.0,661.0,662.0,662.0,679.0,682.0,689.0,706.0,716.0,733.0,750.0,754.0,753.0,784.0,791.0,788.0,795.0,826.0,831.0,822.0,823.0,861.0,860.0,861.0,870.0,902.0,905.0,888.0,897.0,915.0,934.0,929.0,920.0,940.0,938.0,923.0
unmatched_applicants,947.0,672.0,663.0,662.0,661.0,665.0,661.0,680.0,674.0,685.0,699.0,720.0,725.0,744.0,748.0,747.0,786.0,790.0,789.0,789.0,822.0,810.0,835.0,829.0,846.0,858.0,864.0,874.0,913.0,897.0,906.0,882.0,916.0,913.0,920.0,933.0,927.0,928.0,924.0
unmatched_applicants,962.0,665.0,665.0,661.0,661.0,661.0,664.0,674.0,682.0,686.0,697.0,718.0,732.0,732.0,747.0,753.0,775.0,777.0,797.0,788.0,814.0,839.0,845.0,829.0,874.0,873.0,872.0,870.0,896.0,897.0,887.0,899.0,907.0,923.0,906.0,911.0,940.0,942.0,946.0
unmatched_applicants,952.0,672.0,662.0,661.0,661.0,666.0,667.0,673.0,680.0,683.0,706.0,716.0,728.0,742.0,753.0,755.0,782.0,781.0,790.0,795.0,828.0,819.0,832.0,830.0,872.0,885.0,861.0,875.0,883.0,899.0,895.0,901.0,922.0,910.0,915.0,914.0,939.0,926.0,949.0
