Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,1290.0,854.0,841.0,847.0,833.0,833.0,833.0,833.0,833.0,833.0,835.0,840.0,841.0,865.0,895.0,931.0,931.0,975.0,1027.0,1048.0,1049.0,1089.0,1115.0,1142.0,1153.0,1160.0,1165.0,1186.0,1222.0,1217.0,1218.0,1202.0,1227.0,1234.0,1229.0,1236.0,1255.0,1263.0,1257.0,1251.0
unmatched_applicants,1303.0,864.0,846.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,834.0,843.0,833.0,876.0,884.0,929.0,937.0,979.0,1012.0,1040.0,1087.0,1099.0,1102.0,1111.0,1129.0,1180.0,1180.0,1189.0,1208.0,1207.0,1228.0,1237.0,1223.0,1226.0,1257.0,1256.0,1242.0,1262.0,1249.0,1277.0
unmatched_applicants,1281.0,861.0,842.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,834.0,833.0,863.0,896.0,917.0,946.0,999.0,1009.0,1032.0,1058.0,1087.0,1117.0,1117.0,1150.0,1154.0,1200.0,1184.0,1206.0,1209.0,1210.0,1227.0,1235.0,1255.0,1252.0,1255.0,1261.0,1250.0,1261.0,1267.0
unmatched_applicants,1296.0,852.0,837.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,847.0,842.0,868.0,899.0,938.0,963.0,1003.0,989.0,1053.0,1077.0,1077.0,1119.0,1116.0,1166.0,1161.0,1184.0,1176.0,1182.0,1209.0,1212.0,1209.0,1237.0,1244.0,1237.0,1248.0,1260.0,1255.0,1266.0,1262.0
unmatched_applicants,1287.0,858.0,844.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,836.0,835.0,847.0,862.0,888.0,937.0,955.0,980.0,1017.0,1037.0,1074.0,1087.0,1105.0,1124.0,1147.0,1173.0,1175.0,1185.0,1207.0,1205.0,1220.0,1210.0,1232.0,1229.0,1262.0,1245.0,1266.0,1266.0,1261.0,1272.0
unmatched_applicants,1297.0,865.0,840.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,847.0,840.0,857.0,888.0,944.0,946.0,1009.0,1019.0,1036.0,1052.0,1075.0,1103.0,1140.0,1156.0,1169.0,1149.0,1182.0,1202.0,1207.0,1198.0,1223.0,1254.0,1239.0,1242.0,1236.0,1253.0,1263.0,1278.0,1263.0
unmatched_applicants,1287.0,847.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,841.0,841.0,855.0,906.0,945.0,961.0,1017.0,1019.0,1058.0,1050.0,1086.0,1104.0,1126.0,1151.0,1151.0,1178.0,1185.0,1191.0,1218.0,1223.0,1245.0,1236.0,1232.0,1250.0,1237.0,1269.0,1275.0,1262.0,1254.0
unmatched_applicants,1299.0,858.0,845.0,846.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,835.0,837.0,855.0,897.0,949.0,941.0,980.0,1029.0,1016.0,1081.0,1079.0,1105.0,1112.0,1152.0,1170.0,1190.0,1186.0,1209.0,1189.0,1213.0,1227.0,1235.0,1237.0,1265.0,1250.0,1259.0,1265.0,1252.0,1250.0
unmatched_applicants,1280.0,852.0,846.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,846.0,840.0,855.0,882.0,928.0,933.0,989.0,1008.0,1034.0,1049.0,1099.0,1110.0,1112.0,1166.0,1170.0,1167.0,1172.0,1200.0,1206.0,1212.0,1234.0,1247.0,1230.0,1249.0,1256.0,1267.0,1255.0,1252.0,1256.0
unmatched_applicants,1289.0,845.0,842.0,839.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,840.0,839.0,872.0,899.0,923.0,958.0,986.0,1016.0,1039.0,1072.0,1116.0,1106.0,1119.0,1132.0,1164.0,1187.0,1195.0,1210.0,1215.0,1206.0,1234.0,1220.0,1242.0,1235.0,1242.0,1246.0,1264.0,1254.0,1294.0
unfilled_spots,457.0,21.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,32.0,62.0,98.0,98.0,142.0,194.0,215.0,216.0,256.0,282.0,309.0,320.0,327.0,332.0,353.0,389.0,384.0,385.0,369.0,394.0,401.0,396.0,403.0,422.0,430.0,424.0,418.0
unfilled_spots,470.0,31.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,43.0,51.0,96.0,104.0,146.0,179.0,207.0,254.0,266.0,269.0,278.0,296.0,347.0,347.0,356.0,375.0,374.0,395.0,404.0,390.0,393.0,424.0,423.0,409.0,429.0,416.0,444.0
unfilled_spots,448.0,28.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,63.0,84.0,113.0,166.0,176.0,199.0,225.0,254.0,284.0,284.0,317.0,321.0,367.0,351.0,373.0,376.0,377.0,394.0,402.0,422.0,419.0,422.0,428.0,417.0,428.0,434.0
unfilled_spots,463.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,35.0,66.0,105.0,130.0,170.0,156.0,220.0,244.0,244.0,286.0,283.0,333.0,328.0,351.0,343.0,349.0,376.0,379.0,376.0,404.0,411.0,404.0,415.0,427.0,422.0,433.0,429.0
unfilled_spots,454.0,25.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,29.0,55.0,104.0,122.0,147.0,184.0,204.0,241.0,254.0,272.0,291.0,314.0,340.0,342.0,352.0,374.0,372.0,387.0,377.0,399.0,396.0,429.0,412.0,433.0,433.0,428.0,439.0
unfilled_spots,464.0,32.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,24.0,55.0,111.0,113.0,176.0,186.0,203.0,219.0,242.0,270.0,307.0,323.0,336.0,316.0,349.0,369.0,374.0,365.0,390.0,421.0,406.0,409.0,403.0,420.0,430.0,445.0,430.0
unfilled_spots,454.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,22.0,73.0,112.0,128.0,184.0,186.0,225.0,217.0,253.0,271.0,293.0,318.0,318.0,345.0,352.0,358.0,385.0,390.0,412.0,403.0,399.0,417.0,404.0,436.0,442.0,429.0,421.0
unfilled_spots,466.0,25.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,22.0,64.0,116.0,108.0,147.0,196.0,183.0,248.0,246.0,272.0,279.0,319.0,337.0,357.0,353.0,376.0,356.0,380.0,394.0,402.0,404.0,432.0,417.0,426.0,432.0,419.0,417.0
unfilled_spots,447.0,19.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,22.0,49.0,95.0,100.0,156.0,175.0,201.0,216.0,266.0,277.0,279.0,333.0,337.0,334.0,339.0,367.0,373.0,379.0,401.0,414.0,397.0,416.0,423.0,434.0,422.0,419.0,423.0
unfilled_spots,456.0,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,39.0,66.0,90.0,125.0,153.0,183.0,206.0,239.0,283.0,273.0,286.0,299.0,331.0,354.0,362.0,377.0,382.0,373.0,401.0,387.0,409.0,402.0,409.0,413.0,431.0,421.0,461.0
reviews_per_program,378.36301369863014,377.513698630137,379.84589041095893,377.7054794520548,380.4486301369863,378.11301369863014,374.3013698630137,336.3664383561644,207.72602739726028,130.36986301369862,128.3664383561644,141.01027397260273,153.80479452054794,166.3082191780822,178.32191780821918,190.763698630137,202.95890410958904,214.66780821917808,225.8904109589041,236.73287671232876,247.8904109589041,257.8321917808219,267.4931506849315,277.5924657534247,285.3835616438356,294.527397260274,302.80479452054794,308.9006849315069,315.6917808219178,322.50342465753425,328.13013698630135,332.708904109589,339.222602739726,340.42808219178085,346.277397260274,348.722602739726,355.7054794520548,358.34589041095893,359.7568493150685,362.7191780821918
reviews_per_program,377.17123287671234,380.52054794520546,380.75342465753425,379.98972602739724,377.36301369863014,376.6164383561644,376.09589041095893,337.527397260274,206.40068493150685,132.13698630136986,129.21575342465752,141.19520547945206,153.68835616438355,166.2431506849315,178.60616438356163,190.6917808219178,202.76027397260273,214.6164383561644,225.7876712328767,237.05479452054794,247.98972602739727,257.69520547945206,267.44520547945206,277.83561643835617,285.1986301369863,294.95205479452056,301.9657534246575,309.4657534246575,316.9417808219178,320.82876712328766,324.277397260274,335.3493150684931,340.97945205479454,343.3595890410959,346.0993150684931,350.9417808219178,353.1849315068493,357.3082191780822,361.7191780821918,362.39383561643837
reviews_per_program,379.83561643835617,380.3595890410959,382.59589041095893,378.93835616438355,379.763698630137,373.64383561643837,380.013698630137,343.46232876712327,203.87328767123287,131.87671232876713,129.22260273972603,141.1404109589041,153.71917808219177,166.25,178.61986301369862,191.0205479452055,202.5376712328767,214.14383561643837,226.3904109589041,236.85616438356163,248.36986301369862,257.7808219178082,267.3013698630137,276.9246575342466,285.0753424657534,293.44520547945206,302.2945205479452,310.513698630137,316.9931506849315,322.9691780821918,326.92123287671234,335.63698630136986,339.38698630136986,343.88013698630135,349.2191780821918,347.2739726027397,352.1404109589041,359.2054794520548,361.0582191780822,363.1609589041096
reviews_per_program,380.29794520547944,379.47945205479454,381.5342465753425,377.3013698630137,378.8664383561644,379.6917808219178,380.41438356164383,341.9075342465753,214.62328767123287,131.13013698630138,129.21575342465752,141.013698630137,153.6917808219178,166.20890410958904,178.81506849315068,190.7431506849315,202.73972602739727,214.68150684931507,225.1027397260274,237.8013698630137,247.6164383561644,257.7671232876712,267.9486301369863,275.39383561643837,285.1232876712329,294.1027397260274,302.7157534246575,309.0821917808219,316.4486301369863,322.291095890411,328.541095890411,332.88013698630135,339.1472602739726,343.07191780821915,346.1164383561644,352.67808219178085,354.7842465753425,358.25,359.3527397260274,362.83561643835617
reviews_per_program,376.8835616438356,379.90410958904107,378.9657534246575,375.82876712328766,379.7739726027397,380.4828767123288,379.60616438356163,343.09589041095893,211.42808219178082,130.1541095890411,128.32191780821918,141.10616438356163,153.78424657534248,166.3527397260274,178.66780821917808,191.02739726027397,202.94520547945206,214.6027397260274,226.07191780821918,236.84246575342465,248.06506849315068,257.2328767123288,267.29794520547944,277.9691780821918,285.57876712328766,293.6027397260274,302.18835616438355,310.52054794520546,316.9006849315069,322.708904109589,327.89383561643837,333.4006849315069,337.60616438356163,341.8321917808219,349.1472602739726,349.53767123287673,354.84589041095893,357.6609589041096,359.8150684931507,365.65410958904107
reviews_per_program,377.68835616438355,378.31164383561645,379.2842465753425,381.8767123287671,377.24657534246575,380.1678082191781,375.3013698630137,342.9657534246575,206.7945205479452,126.59246575342466,128.43150684931507,141.0958904109589,153.67808219178082,166.35616438356163,178.76712328767124,190.61986301369862,203.08219178082192,214.40068493150685,226.07191780821918,237.23972602739727,247.59246575342465,257.77054794520546,267.3835616438356,277.53767123287673,285.26027397260276,294.1986301369863,301.1506849315069,308.02054794520546,316.0582191780822,322.38013698630135,328.7431506849315,334.91438356164383,337.8732876712329,345.20205479452056,346.60616438356163,351.77054794520546,355.9554794520548,355.291095890411,359.3835616438356,360.13698630136986
reviews_per_program,377.291095890411,381.39383561643837,378.13698630136986,379.9006849315069,378.89383561643837,377.38698630136986,372.0753424657534,338.4828767123288,209.5205479452055,129.55479452054794,128.37671232876713,141.1164383561644,153.79794520547946,166.13698630136986,178.6335616438356,190.93493150684932,202.78082191780823,214.40068493150685,225.5958904109589,236.6164383561644,247.52397260273972,258.26027397260276,266.86986301369865,277.02054794520546,285.5513698630137,293.96232876712327,302.8082191780822,309.61301369863014,317.1095890410959,322.49657534246575,328.777397260274,334.33561643835617,337.81164383561645,344.2842465753425,346.1027397260274,350.3527397260274,357.2739726027397,361.04794520547944,360.4554794520548,360.93150684931504
