Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,1283.0,1187.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1190.0,1187.0,1195.0,1208.0,1218.0
unmatched_applicants,1290.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1193.0,1189.0,1192.0,1201.0,1210.0
unmatched_applicants,1275.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1189.0,1185.0,1185.0,1192.0,1189.0,1196.0,1204.0
unmatched_applicants,1275.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1193.0,1190.0,1193.0,1206.0,1205.0
unmatched_applicants,1278.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1187.0,1185.0,1195.0,1200.0,1210.0
unmatched_applicants,1287.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1195.0,1187.0,1195.0,1206.0,1216.0
unmatched_applicants,1274.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1194.0,1189.0,1189.0,1201.0,1211.0
unmatched_applicants,1280.0,1186.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1192.0,1190.0,1201.0,1206.0
unmatched_applicants,1284.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1188.0,1193.0,1194.0,1196.0,1206.0
unmatched_applicants,1280.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1189.0,1189.0,1192.0,1213.0
unfilled_spots,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,23.0,33.0
unfilled_spots,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,7.0,16.0,25.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,11.0,19.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,8.0,21.0,20.0
unfilled_spots,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,15.0,25.0
unfilled_spots,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,10.0,21.0,31.0
unfilled_spots,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,4.0,4.0,16.0,26.0
unfilled_spots,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,16.0,21.0
unfilled_spots,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,9.0,11.0,21.0
unfilled_spots,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,7.0,28.0
reviews_per_program,252.911877394636,252.99616858237547,249.67049808429118,250.8582375478927,248.47892720306513,233.3065134099617,155.44444444444446,78.30651340996168,71.1800766283525,76.82758620689656,85.25287356321839,93.75478927203065,102.18773946360153,110.60919540229885,118.63218390804597,126.66666666666667,134.80842911877394,142.70498084291188,150.31800766283524,157.50574712643677
reviews_per_program,249.62452107279694,249.1494252873563,248.78544061302682,251.639846743295,251.81226053639847,236.39080459770116,157.11111111111111,86.04980842911877,71.19157088122606,76.8199233716475,85.30651340996168,93.69348659003832,102.08429118773947,110.40229885057471,118.60919540229885,127.00766283524904,134.84291187739464,142.45210727969348,149.56704980842912,157.73563218390805
reviews_per_program,252.5823754789272,254.13409961685824,253.7471264367816,249.2375478927203,252.83908045977012,232.73563218390805,150.91570881226053,87.84291187739464,71.13026819923371,76.80459770114942,85.31800766283524,93.8199233716475,102.18773946360153,110.54022988505747,118.65134099616859,126.62452107279694,134.81992337164752,142.55555555555554,149.90038314176246,157.19157088122606
