Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,10730.0,6234.0,6199.0,6193.0,6190.0,6204.0,6335.0,6590.0,6635.0,6854.0,7066.0,7215.0,7394.0,7497.0,7575.0,7658.0,8085.0,8132.0,8185.0,8207.0,8857.0,8819.0,8824.0,8870.0,9440.0,9461.0,9428.0,9397.0,9964.0,9877.0,9958.0
unmatched_applicants,10758.0,6217.0,6193.0,6190.0,6190.0,6214.0,6337.0,6638.0,6576.0,6860.0,7062.0,7235.0,7409.0,7510.0,7611.0,7668.0,8098.0,8153.0,8177.0,8167.0,8734.0,8799.0,8904.0,8829.0,9402.0,9489.0,9492.0,9422.0,9891.0,9876.0,9910.0
unmatched_applicants,10803.0,6223.0,6191.0,6190.0,6190.0,6209.0,6365.0,6563.0,6642.0,6864.0,7074.0,7205.0,7423.0,7485.0,7560.0,7652.0,8096.0,8128.0,8148.0,8181.0,8787.0,8816.0,8824.0,8786.0,9434.0,9425.0,9450.0,9439.0,9928.0,9954.0,9946.0
unmatched_applicants,10760.0,6210.0,6198.0,6190.0,6190.0,6206.0,6370.0,6585.0,6589.0,6869.0,7028.0,7224.0,7374.0,7521.0,7576.0,7677.0,8086.0,8119.0,8177.0,8167.0,8806.0,8850.0,8837.0,8843.0,9464.0,9451.0,9447.0,9486.0,9864.0,9905.0,9965.0
unmatched_applicants,10892.0,6242.0,6199.0,6190.0,6190.0,6226.0,6357.0,6565.0,6656.0,6874.0,7043.0,7222.0,7390.0,7545.0,7556.0,7683.0,8087.0,8152.0,8171.0,8228.0,8833.0,8855.0,8863.0,8764.0,9480.0,9450.0,9480.0,9395.0,9874.0,9939.0,9880.0
unmatched_applicants,10763.0,6225.0,6194.0,6191.0,6190.0,6198.0,6359.0,6609.0,6575.0,6834.0,7083.0,7221.0,7435.0,7506.0,7639.0,7662.0,8093.0,8150.0,8176.0,8216.0,8755.0,8887.0,8821.0,8842.0,9391.0,9446.0,9397.0,9443.0,9937.0,9922.0,9915.0
unmatched_applicants,10738.0,6230.0,6192.0,6190.0,6190.0,6201.0,6333.0,6593.0,6639.0,6825.0,7047.0,7228.0,7366.0,7465.0,7578.0,7674.0,8087.0,8192.0,8161.0,8219.0,8860.0,8766.0,8818.0,8895.0,9438.0,9460.0,9456.0,9450.0,9880.0,9912.0,9856.0
unmatched_applicants,10757.0,6229.0,6196.0,6190.0,6190.0,6194.0,6355.0,6573.0,6616.0,6860.0,7061.0,7183.0,7418.0,7472.0,7620.0,7645.0,8104.0,8138.0,8184.0,8185.0,8778.0,8816.0,8827.0,8872.0,9417.0,9445.0,9491.0,9458.0,9959.0,9967.0,9896.0
unmatched_applicants,10763.0,6220.0,6195.0,6190.0,6190.0,6206.0,6333.0,6572.0,6614.0,6839.0,7045.0,7188.0,7362.0,7463.0,7587.0,7674.0,8158.0,8185.0,8192.0,8217.0,8783.0,8796.0,8821.0,8861.0,9459.0,9385.0,9504.0,9436.0,9882.0,9925.0,9958.0
unmatched_applicants,10814.0,6212.0,6200.0,6190.0,6190.0,6195.0,6362.0,6551.0,6615.0,6833.0,7056.0,7172.0,7442.0,7515.0,7583.0,7667.0,8100.0,8181.0,8177.0,8162.0,8783.0,8825.0,8819.0,8752.0,9461.0,9401.0,9439.0,9447.0,9919.0,9981.0,9936.0
unfilled_spots,4540.0,44.0,9.0,3.0,0.0,14.0,145.0,400.0,445.0,664.0,876.0,1025.0,1204.0,1307.0,1385.0,1468.0,1895.0,1942.0,1995.0,2017.0,2667.0,2629.0,2634.0,2680.0,3250.0,3271.0,3238.0,3207.0,3774.0,3687.0,3768.0
