Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,1393.0,1262.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1264.0,1272.0,1275.0,1279.0,1293.0,1297.0,1301.0,1316.0
unmatched_applicants,1395.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1265.0,1270.0,1261.0,1287.0,1297.0,1307.0,1303.0,1316.0
unmatched_applicants,1399.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1263.0,1265.0,1273.0,1286.0,1282.0,1309.0,1305.0,1307.0
unmatched_applicants,1395.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1266.0,1279.0,1270.0,1277.0,1289.0,1299.0,1304.0,1311.0
unmatched_applicants,1401.0,1260.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1258.0,1258.0,1259.0,1280.0,1283.0,1280.0,1289.0,1295.0,1309.0,1317.0
unmatched_applicants,1405.0,1262.0,1261.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1261.0,1274.0,1272.0,1279.0,1288.0,1312.0,1307.0,1306.0
unmatched_applicants,1395.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1258.0,1267.0,1261.0,1272.0,1276.0,1277.0,1284.0,1296.0,1292.0,1303.0
unmatched_applicants,1410.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1258.0,1264.0,1266.0,1274.0,1280.0,1301.0,1308.0,1314.0,1312.0
unmatched_applicants,1394.0,1263.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1269.0,1276.0,1283.0,1292.0,1295.0,1306.0,1305.0
unmatched_applicants,1387.0,1259.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1258.0,1258.0,1258.0,1259.0,1270.0,1268.0,1291.0,1295.0,1306.0,1291.0,1310.0
unfilled_spots,135.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,17.0,21.0,35.0,39.0,43.0,58.0
unfilled_spots,137.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,3.0,29.0,39.0,49.0,45.0,58.0
unfilled_spots,141.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,15.0,28.0,24.0,51.0,47.0,49.0
unfilled_spots,137.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,21.0,12.0,19.0,31.0,41.0,46.0,53.0
unfilled_spots,143.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,22.0,25.0,22.0,31.0,37.0,51.0,59.0
unfilled_spots,147.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.0,14.0,21.0,30.0,54.0,49.0,48.0
unfilled_spots,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,3.0,14.0,18.0,19.0,26.0,38.0,34.0,45.0
