Parameter,0,1,2,3,4,5,6,7,8,9,10,11
unmatched_applicants,96.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,79.0
unmatched_applicants,95.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0
unmatched_applicants,93.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0
unmatched_applicants,98.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,76.0,79.0
unmatched_applicants,97.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,77.0
unmatched_applicants,94.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,78.0
unmatched_applicants,94.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,76.0,76.0
unmatched_applicants,101.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0
unmatched_applicants,97.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0
unmatched_applicants,98.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
unfilled_spots,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
unfilled_spots,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
reviews_per_program,90.425,94.825,85.3,49.875,43.85,32.625,27.2,26.675,28.3,29.25,32.5,35.75
reviews_per_program,96.55,94.95,81.7,54.125,43.9,35.4,28.1,25.05,26.0,29.25,32.45,35.75
