Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,1200.0,625.0,591.0,573.0,564.0,572.0,594.0,627.0,651.0
unmatched_applicants,1198.0,629.0,586.0,568.0,564.0,575.0,597.0,611.0,633.0
unmatched_applicants,1190.0,624.0,588.0,577.0,564.0,576.0,592.0,612.0,641.0
unmatched_applicants,1208.0,641.0,587.0,572.0,565.0,566.0,591.0,619.0,622.0
unmatched_applicants,1193.0,600.0,588.0,580.0,564.0,564.0,599.0,613.0,626.0
unmatched_applicants,1205.0,625.0,602.0,577.0,564.0,575.0,595.0,608.0,627.0
unmatched_applicants,1194.0,615.0,583.0,586.0,565.0,578.0,589.0,627.0,628.0
unmatched_applicants,1208.0,634.0,591.0,576.0,564.0,570.0,595.0,624.0,636.0
unmatched_applicants,1185.0,624.0,596.0,576.0,565.0,572.0,590.0,631.0,636.0
unmatched_applicants,1195.0,629.0,589.0,575.0,564.0,569.0,594.0,636.0,637.0
unfilled_spots,636.0,61.0,27.0,9.0,0.0,8.0,30.0,63.0,87.0
unfilled_spots,634.0,65.0,22.0,4.0,0.0,11.0,33.0,47.0,69.0
unfilled_spots,626.0,60.0,24.0,13.0,0.0,12.0,28.0,48.0,77.0
unfilled_spots,644.0,77.0,23.0,8.0,1.0,2.0,27.0,55.0,58.0
unfilled_spots,629.0,36.0,24.0,16.0,0.0,0.0,35.0,49.0,62.0
unfilled_spots,641.0,61.0,38.0,13.0,0.0,11.0,31.0,44.0,63.0
unfilled_spots,630.0,51.0,19.0,22.0,1.0,14.0,25.0,63.0,64.0
unfilled_spots,644.0,70.0,27.0,12.0,0.0,6.0,31.0,60.0,72.0
unfilled_spots,621.0,60.0,32.0,12.0,1.0,8.0,26.0,67.0,72.0
unfilled_spots,631.0,65.0,25.0,11.0,0.0,5.0,30.0,72.0,73.0
reviews_per_program,215.59661016949153,213.59322033898306,218.1084745762712,174.8779661016949,90.37966101694916,47.52203389830508,46.16271186440678,51.03389830508475,58.32542372881356
reviews_per_program,216.67457627118645,213.30169491525425,212.77966101694915,181.5593220338983,91.78983050847458,44.07796610169491,44.36610169491525,51.0271186440678,58.30508474576271
reviews_per_program,217.09830508474576,215.87457627118644,213.63728813559322,172.0949152542373,84.47457627118644,44.932203389830505,44.3864406779661,51.0406779661017,58.284745762711864
reviews_per_program,216.9322033898305,217.16610169491526,209.74237288135592,179.43389830508474,89.22372881355932,47.75932203389831,43.74576271186441,51.02372881355932,58.30847457627119
reviews_per_program,214.4508474576271,216.5627118644068,214.93898305084747,175.26440677966102,87.60338983050848,45.152542372881356,44.32542372881356,51.03728813559322,58.328813559322036
reviews_per_program,215.88474576271187,215.42372881355934,211.25423728813558,169.4813559322034,90.12542372881356,45.10508474576271,44.86101694915254,51.03389830508475,58.31864406779661
reviews_per_program,216.11864406779662,213.34237288135594,214.94915254237287,176.32203389830508,90.04406779661016,46.9864406779661,44.92542372881356,51.0406779661017,58.284745762711864
reviews_per_program,216.70508474576272,217.05084745762713,215.1491525423729,176.5050847457627,86.60338983050848,46.92542372881356,44.96271186440678,51.03389830508475,58.32542372881356
reviews_per_program,213.03050847457627,216.31186440677965,214.3864406779661,178.21016949152542,94.71186440677967,44.77627118644068,44.32203389830509,51.03389830508475,58.30847457627119
reviews_per_program,216.11864406779662,215.04406779661016,216.6542372881356,178.41694915254237,85.15593220338982,47.40677966101695,43.74915254237288,51.03728813559322,58.31186440677966
pct_interview_given_signal,0.0,1.0,1.0,0.9789245312257865,0.8785448628544863,0.7320316132031613,0.6142879280954595,0.5270674194619728,0.4611763338370336
pct_interview_given_signal,0.0,1.0,1.0,0.9793894312722765,0.8738958623895863,0.7332403533240354,0.6147528281419494,0.5271374476848468,0.4613372093023256
pct_interview_given_signal,0.0,1.0,0.999767549976755,0.9801642646830931,0.8780799628079963,0.7324035332403533,0.6147528281419494,0.5269974098425981,0.461498197045481
pct_interview_given_signal,0.0,1.0,1.0,0.9776847977684798,0.8714551371455137,0.7323105532310553,0.6148779542812863,0.5271724687749136,0.4613103889308761
pct_interview_given_signal,0.0,1.0,1.0,0.9824887649155432,0.8766852626685263,0.7329614132961413,0.6146753448008678,0.5270324123273114,0.4611495321671413
pct_interview_given_signal,0.0,1.0,0.9988377498837749,0.9773748644041531,0.8745932124593212,0.7324035332403533,0.614258039519566,0.5270674194619728,0.4612299465240642
pct_interview_given_signal,0.0,1.0,0.999767549976755,0.9747404308073764,0.8787773128777313,0.7342631334263133,0.6145978614597861,0.5269974098425981,0.461498197045481
pct_interview_given_signal,0.0,1.0,1.0,0.9781496978149697,0.8741283124128313,0.7338912133891213,0.6143654114365411,0.5270674194619728,0.4611763338370336
pct_interview_given_signal,0.0,1.0,1.0,0.9792344645901131,0.8716875871687587,0.7327754532775453,0.6146753448008678,0.5270674194619728,0.4613103889308761
pct_interview_given_signal,0.0,1.0,1.0,0.9812490314582365,0.8813342631334263,0.7304509530450953,0.6148303114830311,0.5270324123273114,0.4612835716777119
pct_interview_given_nosignal,0.12476218927375356,0.09503935325917284,0.06050966022651565,0.028751665926255,0.006835369400814427,0.0011690613568654071,0.0001378224059854302,0.0,0.0
pct_interview_given_nosignal,0.12414149157527496,0.09517384364767249,0.062136553328316343,0.028098195800059154,0.007677118127964272,0.0009247202249523486,1.9722309876932787e-05,0.0,0.0
pct_interview_given_nosignal,0.12389919430391606,0.09399986998634857,0.06144949102100172,0.02831018111482328,0.006980289865721266,0.00110803324099723,1.994654326405234e-05,0.0,0.0
pct_interview_given_nosignal,0.12399406203609657,0.09342141391953225,0.06244843234323432,0.028703066250066196,0.007914802673283466,0.0011119696941140993,0.0,0.0,0.0
pct_interview_given_nosignal,0.12542876562919875,0.09369077508706568,0.06146688097453684,0.02817622950819672,0.007288683946301736,0.0009833399519676253,3.994966342408565e-05,0.0,0.0
pct_interview_given_nosignal,0.12459567251829287,0.09420348865616704,0.06122414634556807,0.028863201191404866,0.007435483578462487,0.0010974871329094762,0.0001604589124897206,0.0,0.0
pct_interview_given_nosignal,0.12446082660183515,0.0951550547009953,0.0612919547984483,0.02907490544027714,0.006755048224542138,0.0007226532785638217,5.8676263495540605e-05,0.0,0.0
pct_interview_given_nosignal,0.12412401451633087,0.09347274519627014,0.06140247097199453,0.028543791769257826,0.007500135872026667,0.0007974027453437376,0.00011974135866528298,0.0,0.0
pct_interview_given_nosignal,0.12626503723505825,0.0938032143494267,0.061636863357198604,0.028223130392259595,0.008014887423075505,0.001017850074453848,3.9038101186758274e-05,0.0,0.0
pct_interview_given_nosignal,0.12446082660183515,0.09437564246903911,0.06075454028562828,0.028645461043602573,0.006551518761167362,0.0014891330983393338,0.0,0.0,0.0
pct_interview_given_application,0.12476218927375356,0.1259323916838597,0.12332535513350533,0.12649853335033798,0.12474061497830598,0.12439448807788177,0.12457611152976639,0.12491341855046911,0.12711049883061545
pct_interview_given_application,0.12414149157527496,0.12610450702434683,0.12641389198661782,0.12412013139371188,0.1263716137663041,0.12448230421686747,0.12474453702248074,0.12522290782268372,0.12498424899193548
pct_interview_given_application,0.12389919430391606,0.12460154201278206,0.12507881462799494,0.12530991898678207,0.12586647209047794,0.1257527733755943,0.125872461928934,0.1245291902071563,0.12610049899882403
