Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,7857.0,6534.0,6521.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6532.0,6623.0,6679.0,6710.0,6823.0,6943.0,7073.0,7042.0,7143.0,7221.0,7274.0,7307.0,7349.0,7410.0,7429.0,7492.0,7522.0,7570.0,7589.0,7572.0,7606.0,7622.0,7672.0,7717.0,7671.0,7731.0
unmatched_applicants,7842.0,6530.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6522.0,6519.0,6547.0,6615.0,6744.0,6711.0,6835.0,6952.0,7030.0,7044.0,7134.0,7206.0,7268.0,7302.0,7360.0,7401.0,7408.0,7460.0,7503.0,7549.0,7579.0,7599.0,7607.0,7611.0,7660.0,7689.0,7686.0,7702.0
unmatched_applicants,7850.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6521.0,6519.0,6532.0,6620.0,6707.0,6708.0,6794.0,6960.0,7017.0,7043.0,7160.0,7227.0,7320.0,7284.0,7367.0,7420.0,7472.0,7508.0,7505.0,7564.0,7570.0,7616.0,7613.0,7653.0,7672.0,7696.0,7688.0,7714.0
unmatched_applicants,7853.0,6531.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6521.0,6532.0,6617.0,6716.0,6715.0,6799.0,6913.0,7028.0,7043.0,7108.0,7213.0,7299.0,7293.0,7367.0,7411.0,7434.0,7473.0,7483.0,7525.0,7581.0,7632.0,7620.0,7627.0,7679.0,7717.0,7703.0,7712.0
unmatched_applicants,7839.0,6533.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6524.0,6520.0,6541.0,6584.0,6736.0,6716.0,6835.0,6919.0,7050.0,7034.0,7096.0,7262.0,7280.0,7310.0,7381.0,7415.0,7443.0,7488.0,7486.0,7542.0,7570.0,7600.0,7640.0,7641.0,7641.0,7713.0,7692.0,7713.0
unmatched_applicants,7874.0,6520.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6525.0,6519.0,6540.0,6598.0,6665.0,6721.0,6798.0,6938.0,7024.0,7038.0,7129.0,7213.0,7299.0,7316.0,7356.0,7400.0,7435.0,7497.0,7505.0,7526.0,7614.0,7607.0,7638.0,7666.0,7654.0,7695.0,7737.0,7692.0
unmatched_applicants,7796.0,6529.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6547.0,6639.0,6701.0,6706.0,6812.0,6916.0,7044.0,7046.0,7138.0,7212.0,7327.0,7315.0,7355.0,7399.0,7464.0,7511.0,7491.0,7554.0,7585.0,7608.0,7670.0,7610.0,7644.0,7706.0,7713.0,7729.0
unmatched_applicants,7832.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6523.0,6519.0,6530.0,6578.0,6724.0,6721.0,6793.0,6925.0,7029.0,7028.0,7129.0,7208.0,7301.0,7279.0,7359.0,7379.0,7470.0,7463.0,7522.0,7527.0,7593.0,7583.0,7641.0,7649.0,7676.0,7701.0,7720.0,7727.0
unmatched_applicants,7866.0,6526.0,6522.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6525.0,6519.0,6535.0,6637.0,6690.0,6715.0,6808.0,6944.0,7022.0,7078.0,7129.0,7209.0,7292.0,7312.0,7357.0,7395.0,7450.0,7457.0,7523.0,7525.0,7594.0,7603.0,7638.0,7627.0,7621.0,7698.0,7696.0,7705.0
unmatched_applicants,7840.0,6524.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6519.0,6535.0,6626.0,6713.0,6684.0,6816.0,6960.0,7046.0,7061.0,7126.0,7229.0,7287.0,7306.0,7355.0,7399.0,7470.0,7483.0,7531.0,7547.0,7576.0,7618.0,7619.0,7639.0,7713.0,7723.0,7741.0,7734.0
unfilled_spots,1338.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,104.0,160.0,191.0,304.0,424.0,554.0,523.0,624.0,702.0,755.0,788.0,830.0,891.0,910.0,973.0,1003.0,1051.0,1070.0,1053.0,1087.0,1103.0,1153.0,1198.0,1152.0,1212.0
unfilled_spots,1323.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,96.0,225.0,192.0,316.0,433.0,511.0,525.0,615.0,687.0,749.0,783.0,841.0,882.0,889.0,941.0,984.0,1030.0,1060.0,1080.0,1088.0,1092.0,1141.0,1170.0,1167.0,1183.0
unfilled_spots,1331.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,101.0,188.0,189.0,275.0,441.0,498.0,524.0,641.0,708.0,801.0,765.0,848.0,901.0,953.0,989.0,986.0,1045.0,1051.0,1097.0,1094.0,1134.0,1153.0,1177.0,1169.0,1195.0
unfilled_spots,1334.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,98.0,197.0,196.0,280.0,394.0,509.0,524.0,589.0,694.0,780.0,774.0,848.0,892.0,915.0,954.0,964.0,1006.0,1062.0,1113.0,1101.0,1108.0,1160.0,1198.0,1184.0,1193.0
