Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,122.0,96.0,95.0,95.0,95.0,95.0,97.0,96.0,96.0,96.0,98.0,100.0,100.0,103.0,102.0,102.0,106.0
unmatched_applicants,131.0,98.0,96.0,95.0,95.0,95.0,96.0,98.0,98.0,97.0,99.0,101.0,104.0,103.0,102.0,102.0,107.0
unmatched_applicants,127.0,97.0,95.0,96.0,95.0,95.0,95.0,95.0,97.0,98.0,99.0,99.0,101.0,104.0,103.0,102.0,104.0
unmatched_applicants,131.0,101.0,95.0,95.0,95.0,95.0,96.0,95.0,96.0,97.0,99.0,98.0,101.0,101.0,101.0,103.0,109.0
unmatched_applicants,125.0,95.0,96.0,95.0,95.0,96.0,97.0,98.0,98.0,97.0,100.0,99.0,102.0,101.0,102.0,101.0,109.0
unmatched_applicants,126.0,96.0,95.0,95.0,95.0,96.0,96.0,95.0,97.0,99.0,97.0,99.0,101.0,101.0,102.0,103.0,104.0
unmatched_applicants,124.0,97.0,96.0,95.0,95.0,95.0,96.0,96.0,98.0,98.0,99.0,100.0,100.0,101.0,102.0,103.0,106.0
unmatched_applicants,128.0,97.0,97.0,95.0,95.0,96.0,96.0,97.0,96.0,98.0,99.0,99.0,103.0,102.0,101.0,104.0,105.0
unmatched_applicants,123.0,97.0,96.0,95.0,95.0,95.0,96.0,97.0,97.0,98.0,98.0,99.0,101.0,102.0,102.0,102.0,104.0
unmatched_applicants,123.0,95.0,96.0,95.0,95.0,95.0,95.0,98.0,96.0,97.0,100.0,99.0,101.0,104.0,102.0,105.0,106.0
unfilled_spots,27.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,8.0,7.0,7.0,11.0
unfilled_spots,36.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,9.0,8.0,7.0,7.0,12.0
unfilled_spots,32.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,9.0,8.0,7.0,9.0
unfilled_spots,36.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,6.0,6.0,6.0,8.0,14.0
