Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,278.0,205.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,273.0,205.0,205.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,283.0,210.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,283.0,207.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,273.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,287.0,205.0,205.0,205.0,204.0,204.0,204.0,204.0
unmatched_applicants,284.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,286.0,206.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,283.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
unmatched_applicants,282.0,205.0,206.0,204.0,204.0,204.0,204.0,204.0
unfilled_spots,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,79.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,79.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,83.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,78.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,227.13924050632912,224.7594936708861,223.0759493670886,225.77215189873417,222.74683544303798,221.67088607594937,218.53164556962025,198.54430379746836
reviews_per_program,224.62025316455697,222.26582278481013,221.0,225.68354430379748,224.79746835443038,223.44303797468353,214.873417721519,191.78481012658227
reviews_per_program,225.9620253164557,226.2405063291139,219.68354430379748,222.0506329113924,226.31645569620252,218.83544303797467,216.9367088607595,195.9367088607595
reviews_per_program,224.8987341772152,221.25316455696202,223.39240506329114,220.59493670886076,224.73417721518987,224.25316455696202,224.54430379746836,192.873417721519
reviews_per_program,227.62025316455697,223.2405063291139,230.0126582278481,226.40506329113924,231.08860759493672,219.9367088607595,217.9620253164557,191.31645569620252
reviews_per_program,226.18987341772151,227.15189873417722,229.7594936708861,227.18987341772151,223.0632911392405,218.13924050632912,222.0379746835443,209.26582278481013
reviews_per_program,224.873417721519,230.21518987341773,229.0253164556962,220.2405063291139,221.70886075949366,225.58227848101265,216.59493670886076,200.0253164556962
reviews_per_program,224.9873417721519,219.0632911392405,224.68354430379748,226.9873417721519,225.9367088607595,225.67088607594937,216.58227848101265,195.79746835443038
reviews_per_program,223.84810126582278,223.21518987341773,223.18987341772151,222.73417721518987,233.83544303797467,226.25316455696202,219.45569620253164,203.8987341772152
reviews_per_program,221.0253164556962,221.36708860759492,223.20253164556962,223.54430379746836,215.8860759493671,222.50632911392404,222.62025316455697,206.08860759493672
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9994433620929585,0.9923664122137404
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9997217584863661,0.9902217982351539
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9994435169727324,0.9921297400429286
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9991652754590985,0.9861674218936323
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887908418793226
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.998330550918197,0.9921297400429286
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914122137404581
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.998330550918197,0.9947531600286191
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9988870339454646,0.9937991891247316
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940376818507035
pct_interview_given_nosignal,0.26415514935354434,0.24135921198344698,0.2156468797564688,0.18349024253382382,0.15420038155384513,0.12020389887717849,0.08289445205973595,0.04252822994573984
pct_interview_given_nosignal,0.26711749788672867,0.2441627358490566,0.21782178217821782,0.1835703592814371,0.1525743669856148,0.11905574128402811,0.08327887896609308,0.044643535039101054
pct_interview_given_nosignal,0.265531342781917,0.23972444135695264,0.21922386581667389,0.18691648142267386,0.1513918491248466,0.12208773525501994,0.08353951389899578,0.04170561587689653
pct_interview_given_nosignal,0.2667867394607981,0.24531990521327013,0.2153191489361702,0.18829174664107487,0.15262403958848808,0.1185381427892127,0.07929059416189359,0.04463297676134268
