Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,112.0,77.0,76.0,77.0,76.0,76.0,77.0,79.0,79.0,79.0,80.0,80.0,79.0,81.0,83.0,84.0,88.0
unmatched_applicants,112.0,76.0,77.0,78.0,76.0,77.0,78.0,77.0,78.0,79.0,79.0,81.0,82.0,84.0,85.0,84.0,88.0
unmatched_applicants,111.0,76.0,76.0,77.0,76.0,77.0,78.0,77.0,79.0,80.0,81.0,81.0,83.0,82.0,84.0,88.0,87.0
unmatched_applicants,109.0,76.0,76.0,76.0,76.0,79.0,76.0,77.0,79.0,80.0,80.0,79.0,83.0,82.0,88.0,85.0,91.0
unmatched_applicants,108.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,79.0,77.0,80.0,79.0,84.0,85.0,83.0,87.0,86.0
unmatched_applicants,108.0,78.0,76.0,76.0,77.0,77.0,76.0,78.0,79.0,81.0,80.0,81.0,85.0,84.0,86.0,87.0,89.0
unmatched_applicants,113.0,76.0,76.0,78.0,76.0,77.0,78.0,78.0,78.0,79.0,80.0,81.0,82.0,83.0,83.0,85.0,86.0
unmatched_applicants,110.0,78.0,76.0,76.0,78.0,76.0,77.0,77.0,78.0,79.0,79.0,79.0,81.0,84.0,86.0,84.0,86.0
unmatched_applicants,109.0,76.0,76.0,77.0,76.0,78.0,78.0,77.0,79.0,82.0,80.0,81.0,82.0,82.0,84.0,85.0,87.0
unmatched_applicants,106.0,76.0,76.0,77.0,76.0,76.0,76.0,79.0,78.0,80.0,79.0,82.0,84.0,83.0,84.0,86.0,86.0
unfilled_spots,36.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,7.0,8.0,12.0
unfilled_spots,36.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,8.0,12.0
unfilled_spots,35.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,7.0,6.0,8.0,12.0,11.0
unfilled_spots,33.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,4.0,3.0,7.0,6.0,12.0,9.0,15.0
unfilled_spots,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,8.0,9.0,7.0,11.0,10.0
unfilled_spots,32.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,5.0,4.0,5.0,9.0,8.0,10.0,11.0,13.0
unfilled_spots,37.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,9.0,10.0
