Parameter,0,1,2,3,4,5,6,7
unmatched_applicants,2186.0,926.0,893.0,872.0,863.0,866.0,909.0,984.0
unmatched_applicants,2119.0,927.0,907.0,871.0,863.0,870.0,908.0,976.0
unmatched_applicants,2196.0,947.0,919.0,885.0,863.0,865.0,884.0,967.0
unmatched_applicants,2180.0,949.0,910.0,872.0,863.0,865.0,911.0,973.0
unmatched_applicants,2182.0,960.0,912.0,886.0,863.0,871.0,911.0,990.0
unmatched_applicants,2190.0,952.0,914.0,881.0,863.0,866.0,907.0,997.0
unmatched_applicants,2198.0,956.0,909.0,879.0,863.0,866.0,887.0,974.0
unmatched_applicants,2204.0,945.0,893.0,868.0,863.0,875.0,905.0,969.0
unmatched_applicants,2196.0,944.0,920.0,874.0,865.0,865.0,906.0,976.0
unmatched_applicants,2135.0,936.0,911.0,881.0,863.0,877.0,922.0,992.0
unfilled_spots,1323.0,63.0,30.0,9.0,0.0,3.0,46.0,121.0
unfilled_spots,1256.0,64.0,44.0,8.0,0.0,7.0,45.0,113.0
unfilled_spots,1333.0,84.0,56.0,22.0,0.0,2.0,21.0,104.0
unfilled_spots,1317.0,86.0,47.0,9.0,0.0,2.0,48.0,110.0
unfilled_spots,1319.0,97.0,49.0,23.0,0.0,8.0,48.0,127.0
unfilled_spots,1327.0,89.0,51.0,18.0,0.0,3.0,44.0,134.0
unfilled_spots,1335.0,93.0,46.0,16.0,0.0,3.0,24.0,111.0
unfilled_spots,1341.0,82.0,30.0,5.0,0.0,12.0,42.0,106.0
unfilled_spots,1333.0,81.0,57.0,11.0,2.0,2.0,43.0,113.0
unfilled_spots,1272.0,73.0,48.0,18.0,0.0,14.0,59.0,129.0
reviews_per_program,473.892,478.84,472.192,462.72,229.108,91.028,95.952,111.924
reviews_per_program,469.492,471.252,474.572,462.32,231.888,86.464,95.948,111.936
reviews_per_program,473.232,474.088,469.836,458.432,226.1,83.08,95.948,111.944
reviews_per_program,474.572,478.112,476.136,463.84,236.208,86.5,95.948,111.916
reviews_per_program,474.316,474.856,472.424,465.472,230.228,89.168,95.952,111.92
reviews_per_program,473.888,475.152,473.552,463.296,243.856,89.732,95.944,111.932
reviews_per_program,475.696,470.816,475.692,457.944,249.672,92.528,95.948,111.92
reviews_per_program,471.384,467.864,470.136,457.544,234.52,86.052,95.952,111.92
reviews_per_program,476.464,469.572,468.58,455.384,235.5,97.684,95.952,111.928
reviews_per_program,471.16,470.46,473.204,460.168,245.532,91.296,95.952,111.924
pct_interview_given_signal,0.0,1.0,1.0,0.9988327497081875,0.9414082041020511,0.7828414207103552,0.6534517258629314,0.5602015653479147
pct_interview_given_signal,0.0,1.0,1.0,0.9980823745205937,0.942096048024012,0.7834917458729365,0.653478967774211,0.5601415094339622
pct_interview_given_signal,0.0,1.0,1.0,0.9982491245622811,0.9401575787893947,0.783991995997999,0.653478967774211,0.5601014793110841
pct_interview_given_signal,0.0,1.0,1.0,0.9994997498749375,0.9403451725862931,0.7835417708854427,0.653478967774211,0.5602416097787627
pct_interview_given_signal,0.0,1.0,1.0,0.9992496248124062,0.9388444222111055,0.7828914457228614,0.6534517258629314,0.5602215868477484
pct_interview_given_signal,0.0,1.0,1.0,0.9983324995831249,0.9419709854927464,0.7829414707353677,0.6535062119569749,0.560161526641175
pct_interview_given_signal,0.0,1.0,1.0,0.9985826246456562,0.9415332666333167,0.7827413706853427,0.653478967774211,0.5602215868477484
pct_interview_given_signal,0.0,1.0,1.0,0.9986659996664999,0.9410330165082541,0.7835417708854427,0.6534517258629314,0.5602215868477484
pct_interview_given_signal,0.0,1.0,1.0,0.9979156244789061,0.9414082041020511,0.7824412206103052,0.6534517258629314,0.560181545279108
pct_interview_given_signal,0.0,1.0,1.0,0.99933299983325,0.9334667333666833,0.782791395697849,0.6534517258629314,0.5602015653479147
pct_interview_given_nosignal,0.13230862728216555,0.10091433904867257,0.06977610584087522,0.03478400030124168,0.006180469715698393,0.00026904808717158026,0.0,0.0
pct_interview_given_nosignal,0.13354860146711764,0.10259631858718095,0.06940088750711723,0.034926262588164295,0.006002247146715026,0.0001321782983569221,0.0,0.0
pct_interview_given_nosignal,0.13249315346384014,0.10196116097935803,0.07015155806071458,0.034776563865064676,0.0063257983849446,3.0799556486386595e-05,0.0,0.0
pct_interview_given_nosignal,0.13211904621427306,0.10107331429066044,0.06915650498027702,0.03490882235982503,0.006213785434184599,0.00012099213551119177,0.0,0.0
