Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,648.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,566.0,570.0,568.0,576.0,580.0,583.0,582.0,592.0,594.0,602.0,610.0,618.0,615.0,619.0,621.0,630.0,629.0,628.0,625.0,628.0,626.0,627.0,634.0
unmatched_applicants,652.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,562.0,566.0,566.0,568.0,573.0,576.0,578.0,581.0,586.0,590.0,598.0,600.0,609.0,608.0,616.0,621.0,617.0,625.0,629.0,630.0,631.0,628.0,630.0,629.0,632.0
unmatched_applicants,664.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,566.0,567.0,570.0,575.0,578.0,577.0,580.0,589.0,592.0,596.0,599.0,611.0,612.0,611.0,620.0,625.0,627.0,630.0,625.0,628.0,628.0,630.0,633.0,627.0
unmatched_applicants,648.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,570.0,568.0,569.0,566.0,573.0,577.0,576.0,584.0,584.0,591.0,596.0,605.0,610.0,615.0,613.0,623.0,626.0,624.0,630.0,628.0,624.0,632.0,628.0,630.0,633.0
unmatched_applicants,646.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,567.0,568.0,570.0,575.0,577.0,578.0,583.0,581.0,591.0,596.0,603.0,607.0,612.0,618.0,617.0,620.0,627.0,622.0,630.0,629.0,622.0,629.0,627.0,636.0
unmatched_applicants,656.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,565.0,569.0,568.0,573.0,572.0,578.0,582.0,583.0,581.0,590.0,602.0,601.0,607.0,613.0,614.0,621.0,624.0,629.0,627.0,626.0,623.0,628.0,627.0,630.0,629.0
unmatched_applicants,650.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,567.0,566.0,568.0,576.0,577.0,577.0,582.0,586.0,588.0,594.0,602.0,608.0,616.0,621.0,619.0,624.0,625.0,626.0,627.0,621.0,626.0,623.0,623.0,630.0
unmatched_applicants,665.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,567.0,570.0,574.0,576.0,581.0,579.0,587.0,594.0,596.0,603.0,606.0,609.0,617.0,621.0,625.0,618.0,630.0,628.0,628.0,630.0,630.0,631.0,628.0
unmatched_applicants,636.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,569.0,564.0,573.0,573.0,576.0,577.0,582.0,586.0,587.0,597.0,604.0,608.0,608.0,617.0,620.0,619.0,627.0,630.0,623.0,629.0,627.0,622.0,630.0,629.0
unmatched_applicants,659.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,566.0,571.0,573.0,574.0,578.0,580.0,589.0,590.0,601.0,606.0,607.0,614.0,617.0,619.0,626.0,629.0,625.0,623.0,633.0,628.0,631.0,630.0,628.0
unfilled_spots,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,6.0,14.0,18.0,21.0,20.0,30.0,32.0,40.0,48.0,56.0,53.0,57.0,59.0,68.0,67.0,66.0,63.0,66.0,64.0,65.0,72.0
unfilled_spots,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,6.0,11.0,14.0,16.0,19.0,24.0,28.0,36.0,38.0,47.0,46.0,54.0,59.0,55.0,63.0,67.0,68.0,69.0,66.0,68.0,67.0,70.0
unfilled_spots,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,13.0,16.0,15.0,18.0,27.0,30.0,34.0,37.0,49.0,50.0,49.0,58.0,63.0,65.0,68.0,63.0,66.0,66.0,68.0,71.0,65.0
unfilled_spots,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,4.0,11.0,15.0,14.0,22.0,22.0,29.0,34.0,43.0,48.0,53.0,51.0,61.0,64.0,62.0,68.0,66.0,62.0,70.0,66.0,68.0,71.0
unfilled_spots,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,8.0,13.0,15.0,16.0,21.0,19.0,29.0,34.0,41.0,45.0,50.0,56.0,55.0,58.0,65.0,60.0,68.0,67.0,60.0,67.0,65.0,74.0
unfilled_spots,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,6.0,11.0,10.0,16.0,20.0,21.0,19.0,28.0,40.0,39.0,45.0,51.0,52.0,59.0,62.0,67.0,65.0,64.0,61.0,66.0,65.0,68.0,67.0
unfilled_spots,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,6.0,14.0,15.0,15.0,20.0,24.0,26.0,32.0,40.0,46.0,54.0,59.0,57.0,62.0,63.0,64.0,65.0,59.0,64.0,61.0,61.0,68.0
unfilled_spots,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,12.0,14.0,19.0,17.0,25.0,32.0,34.0,41.0,44.0,47.0,55.0,59.0,63.0,56.0,68.0,66.0,66.0,68.0,68.0,69.0,66.0
