Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,3769.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3531.0,3546.0,3551.0,3574.0,3567.0,3592.0,3610.0,3630.0,3630.0,3629.0,3639.0,3650.0,3671.0,3666.0,3686.0
unmatched_applicants,3759.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3528.0,3525.0,3542.0,3546.0,3567.0,3576.0,3593.0,3611.0,3623.0,3625.0,3642.0,3642.0,3660.0,3667.0,3675.0,3687.0
unmatched_applicants,3774.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3521.0,3531.0,3551.0,3572.0,3586.0,3595.0,3595.0,3626.0,3623.0,3633.0,3657.0,3663.0,3678.0,3673.0,3687.0
unmatched_applicants,3751.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3527.0,3523.0,3533.0,3555.0,3559.0,3580.0,3590.0,3611.0,3617.0,3609.0,3647.0,3650.0,3655.0,3677.0,3662.0,3684.0
unmatched_applicants,3762.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3530.0,3534.0,3542.0,3575.0,3578.0,3592.0,3610.0,3629.0,3624.0,3642.0,3662.0,3659.0,3649.0,3681.0,3690.0
unmatched_applicants,3748.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3525.0,3528.0,3526.0,3535.0,3547.0,3568.0,3571.0,3594.0,3605.0,3621.0,3624.0,3628.0,3658.0,3656.0,3669.0,3673.0,3674.0
unmatched_applicants,3759.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3523.0,3526.0,3523.0,3533.0,3551.0,3575.0,3567.0,3598.0,3582.0,3615.0,3630.0,3646.0,3650.0,3654.0,3685.0,3674.0,3679.0
unmatched_applicants,3774.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3527.0,3527.0,3554.0,3560.0,3573.0,3575.0,3605.0,3618.0,3625.0,3633.0,3637.0,3660.0,3678.0,3679.0,3668.0
unmatched_applicants,3761.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3528.0,3528.0,3541.0,3544.0,3568.0,3572.0,3587.0,3611.0,3624.0,3618.0,3623.0,3649.0,3650.0,3676.0,3680.0,3675.0
unmatched_applicants,3761.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3526.0,3521.0,3532.0,3552.0,3555.0,3585.0,3592.0,3600.0,3628.0,3628.0,3633.0,3645.0,3661.0,3665.0,3675.0,3686.0
unfilled_spots,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,26.0,31.0,54.0,47.0,72.0,90.0,110.0,110.0,109.0,119.0,130.0,151.0,146.0,166.0
unfilled_spots,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,22.0,26.0,47.0,56.0,73.0,91.0,103.0,105.0,122.0,122.0,140.0,147.0,155.0,167.0
unfilled_spots,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,11.0,31.0,52.0,66.0,75.0,75.0,106.0,103.0,113.0,137.0,143.0,158.0,153.0,167.0
unfilled_spots,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,13.0,35.0,39.0,60.0,70.0,91.0,97.0,89.0,127.0,130.0,135.0,157.0,142.0,164.0
unfilled_spots,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,14.0,22.0,55.0,58.0,72.0,90.0,109.0,104.0,122.0,142.0,139.0,129.0,161.0,170.0
unfilled_spots,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,6.0,15.0,27.0,48.0,51.0,74.0,85.0,101.0,104.0,108.0,138.0,136.0,149.0,153.0,154.0
unfilled_spots,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,13.0,31.0,55.0,47.0,78.0,62.0,95.0,110.0,126.0,130.0,134.0,165.0,154.0,159.0
unfilled_spots,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,34.0,40.0,53.0,55.0,85.0,98.0,105.0,113.0,117.0,140.0,158.0,159.0,148.0
unfilled_spots,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,21.0,24.0,48.0,52.0,67.0,91.0,104.0,98.0,103.0,129.0,130.0,156.0,160.0,155.0
unfilled_spots,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,12.0,32.0,35.0,65.0,72.0,80.0,108.0,108.0,113.0,125.0,141.0,145.0,155.0,166.0
reviews_per_program,641.1313559322034,647.0932203389831,650.7669491525423,457.47033898305085,90.05932203389831,109.57627118644068,131.4915254237288,153.38983050847457,175.26694915254237,197.13983050847457,218.91525423728814,240.6271186440678,261.98728813559325,283.40677966101697,304.6271186440678,325.33474576271186,345.84322033898303,365.6949152542373,385.6271186440678,403.96610169491527,421.885593220339,440.52542372881356,457.10169491525426,471.9194915254237,486.59322033898303,501.83474576271186,514.2372881355932
reviews_per_program,644.5296610169491,643.3898305084746,650.478813559322,468.6906779661017,97.50847457627118,109.57627118644068,131.48728813559322,153.39406779661016,175.28813559322035,197.09322033898306,218.9406779661017,240.52118644067798,262.1779661016949,283.3474576271187,304.7669491525424,325.271186440678,346.2118644067797,365.24152542372883,385.16101694915255,404.1271186440678,422.47033898305085,439.978813559322,455.91525423728814,473.5762711864407,486.90677966101697,502.8771186440678,514.9110169491526
reviews_per_program,640.9661016949152,645.1737288135594,649.4279661016949,464.6313559322034,104.72033898305085,109.57627118644068,131.47881355932202,153.38135593220338,175.26271186440678,197.1906779661017,218.8771186440678,240.63135593220338,262.271186440678,283.54661016949154,304.5762711864407,325.6864406779661,345.4491525423729,365.8813559322034,385.41525423728814,403.6271186440678,422.3135593220339,439.9279661016949,455.9491525423729,472.5974576271187,487.0,501.0381355932203,514.9364406779661
reviews_per_program,645.6228813559322,644.3389830508474,646.8220338983051,471.39830508474574,115.42372881355932,109.57627118644068,131.4915254237288,153.38135593220338,175.27542372881356,197.08050847457628,218.85593220338984,240.61016949152543,262.03389830508473,283.45762711864404,304.7542372881356,325.6864406779661,346.14830508474574,366.14830508474574,386.47457627118644,404.114406779661,422.10169491525426,440.46610169491527,456.45762711864404,472.15677966101697,488.0508474576271,500.8008474576271,515.978813559322
