Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,177.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,182.0,161.0,160.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,179.0,159.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,185.0,159.0,162.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,183.0,159.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,183.0,158.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,180.0,164.0,158.0,160.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,185.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,182.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0
unmatched_applicants,181.0,161.0,158.0,160.0,158.0,158.0,158.0,158.0,158.0
unfilled_spots,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,24.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,27.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,22.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,23.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,114.02877697841727,116.60431654676259,116.92805755395683,119.64028776978417,115.28776978417267,117.34532374100719,118.56115107913669,116.58992805755396,107.40287769784173
reviews_per_program,117.97122302158273,115.72661870503597,118.10071942446044,116.35971223021583,114.28776978417267,119.2589928057554,116.63309352517986,114.12949640287769,106.41726618705036
reviews_per_program,119.38848920863309,117.87050359712231,118.54676258992805,119.2589928057554,117.92086330935251,116.45323741007195,117.05035971223022,111.32374100719424,115.10071942446044
reviews_per_program,117.97122302158273,115.2158273381295,114.66906474820144,118.00719424460432,114.26618705035972,116.88489208633094,112.8273381294964,113.53237410071942,108.79136690647482
reviews_per_program,119.76978417266187,117.44604316546763,115.76258992805755,117.25179856115108,113.64748201438849,113.34532374100719,114.98561151079137,112.10071942446044,103.66906474820144
reviews_per_program,118.26618705035972,115.87769784172662,115.79856115107914,116.64748201438849,118.84892086330935,120.79856115107914,112.88489208633094,113.60431654676259,114.62589928057554
reviews_per_program,115.50359712230215,119.03597122302158,116.82014388489209,118.79136690647482,116.94244604316546,115.63309352517986,115.34532374100719,114.24460431654676,111.79856115107914
reviews_per_program,119.82014388489209,121.17985611510791,119.64028776978417,116.03597122302158,115.87769784172662,117.51079136690647,113.25179856115108,113.02158273381295,111.02877697841727
reviews_per_program,116.43884892086331,116.05755395683454,114.58273381294964,119.01438848920863,117.02877697841727,119.02877697841727,115.97841726618705,116.28057553956835,111.69064748201438
