Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,248.0,248.0,248.0,251.0,252.0,253.0,253.0,253.0,254.0,259.0,264.0,263.0,264.0
unmatched_applicants,265.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,252.0,252.0,251.0,253.0,251.0,255.0,258.0,262.0,265.0,262.0
unmatched_applicants,274.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,251.0,250.0,252.0,251.0,253.0,253.0,259.0,263.0,263.0,261.0
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,251.0,252.0,253.0,253.0,253.0,258.0,258.0,264.0,261.0,261.0
unmatched_applicants,272.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,252.0,251.0,251.0,251.0,254.0,254.0,260.0,262.0,260.0,262.0
unmatched_applicants,270.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,250.0,252.0,252.0,253.0,251.0,252.0,257.0,256.0,265.0,262.0,261.0
unmatched_applicants,274.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,249.0,252.0,252.0,252.0,252.0,252.0,256.0,258.0,263.0,259.0,264.0
unmatched_applicants,274.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,251.0,252.0,252.0,251.0,253.0,255.0,261.0,264.0,262.0,265.0
unmatched_applicants,274.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,248.0,249.0,253.0,251.0,251.0,252.0,255.0,254.0,258.0,263.0,263.0,264.0
unmatched_applicants,267.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,252.0,252.0,252.0,251.0,252.0,254.0,257.0,262.0,263.0,262.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,6.0,6.0,6.0,7.0,12.0,17.0,16.0,17.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,6.0,4.0,8.0,11.0,15.0,18.0,15.0
unfilled_spots,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,5.0,4.0,6.0,6.0,12.0,16.0,16.0,14.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,6.0,6.0,6.0,11.0,11.0,17.0,14.0,14.0
