Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,4881.0,4364.0,4364.0,4364.0,4364.0,4365.0,4370.0,4387.0,4388.0,4401.0,4431.0,4470.0,4463.0,4494.0,4520.0,4535.0,4559.0,4573.0,4594.0,4581.0,4640.0,4650.0,4650.0,4654.0,4709.0,4713.0,4720.0,4720.0,4778.0,4772.0,4750.0,4762.0,4816.0,4781.0,4816.0,4803.0
unmatched_applicants,4864.0,4364.0,4364.0,4364.0,4364.0,4364.0,4369.0,4394.0,4389.0,4409.0,4442.0,4462.0,4485.0,4494.0,4509.0,4523.0,4570.0,4578.0,4579.0,4589.0,4653.0,4631.0,4653.0,4668.0,4702.0,4719.0,4711.0,4712.0,4766.0,4767.0,4766.0,4775.0,4812.0,4809.0,4801.0,4798.0
unmatched_applicants,4883.0,4364.0,4364.0,4364.0,4364.0,4366.0,4365.0,4380.0,4382.0,4409.0,4439.0,4459.0,4468.0,4499.0,4518.0,4521.0,4570.0,4569.0,4595.0,4596.0,4643.0,4651.0,4658.0,4648.0,4700.0,4720.0,4720.0,4737.0,4754.0,4759.0,4751.0,4778.0,4799.0,4796.0,4834.0,4813.0
unmatched_applicants,4884.0,4364.0,4364.0,4364.0,4364.0,4364.0,4367.0,4384.0,4390.0,4407.0,4439.0,4470.0,4490.0,4501.0,4522.0,4525.0,4566.0,4574.0,4582.0,4587.0,4660.0,4646.0,4654.0,4660.0,4699.0,4696.0,4714.0,4706.0,4768.0,4767.0,4759.0,4755.0,4816.0,4795.0,4799.0,4821.0
unmatched_applicants,4877.0,4364.0,4364.0,4364.0,4364.0,4364.0,4368.0,4386.0,4396.0,4409.0,4428.0,4452.0,4477.0,4496.0,4504.0,4527.0,4570.0,4569.0,4591.0,4589.0,4628.0,4671.0,4652.0,4647.0,4720.0,4724.0,4719.0,4694.0,4779.0,4762.0,4760.0,4755.0,4812.0,4802.0,4803.0,4806.0
unmatched_applicants,4878.0,4364.0,4364.0,4364.0,4364.0,4367.0,4370.0,4391.0,4388.0,4421.0,4435.0,4475.0,4486.0,4488.0,4494.0,4539.0,4571.0,4567.0,4603.0,4592.0,4648.0,4655.0,4653.0,4653.0,4709.0,4711.0,4705.0,4716.0,4764.0,4759.0,4758.0,4780.0,4811.0,4797.0,4798.0,4809.0
unmatched_applicants,4881.0,4364.0,4364.0,4364.0,4364.0,4364.0,4369.0,4392.0,4390.0,4418.0,4458.0,4459.0,4467.0,4496.0,4514.0,4531.0,4577.0,4589.0,4594.0,4602.0,4643.0,4662.0,4654.0,4659.0,4690.0,4703.0,4728.0,4694.0,4758.0,4771.0,4758.0,4778.0,4815.0,4799.0,4797.0,4794.0
unmatched_applicants,4893.0,4364.0,4364.0,4364.0,4364.0,4364.0,4375.0,4380.0,4382.0,4425.0,4440.0,4473.0,4478.0,4501.0,4516.0,4528.0,4582.0,4577.0,4573.0,4599.0,4656.0,4644.0,4639.0,4648.0,4695.0,4712.0,4734.0,4725.0,4773.0,4768.0,4753.0,4763.0,4814.0,4802.0,4787.0,4812.0
unmatched_applicants,4881.0,4364.0,4364.0,4365.0,4364.0,4367.0,4368.0,4389.0,4384.0,4419.0,4444.0,4458.0,4494.0,4501.0,4507.0,4515.0,4568.0,4580.0,4584.0,4590.0,4640.0,4644.0,4653.0,4679.0,4700.0,4699.0,4707.0,4740.0,4760.0,4756.0,4778.0,4775.0,4816.0,4781.0,4794.0,4795.0
unmatched_applicants,4860.0,4364.0,4364.0,4364.0,4364.0,4364.0,4368.0,4385.0,4385.0,4415.0,4440.0,4468.0,4477.0,4501.0,4510.0,4541.0,4558.0,4584.0,4576.0,4584.0,4664.0,4664.0,4636.0,4660.0,4719.0,4721.0,4712.0,4717.0,4763.0,4766.0,4775.0,4784.0,4782.0,4797.0,4792.0,4820.0
unfilled_spots,517.0,0.0,0.0,0.0,0.0,1.0,6.0,23.0,24.0,37.0,67.0,106.0,99.0,130.0,156.0,171.0,195.0,209.0,230.0,217.0,276.0,286.0,286.0,290.0,345.0,349.0,356.0,356.0,414.0,408.0,386.0,398.0,452.0,417.0,452.0,439.0
unfilled_spots,500.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,25.0,45.0,78.0,98.0,121.0,130.0,145.0,159.0,206.0,214.0,215.0,225.0,289.0,267.0,289.0,304.0,338.0,355.0,347.0,348.0,402.0,403.0,402.0,411.0,448.0,445.0,437.0,434.0
unfilled_spots,519.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,18.0,45.0,75.0,95.0,104.0,135.0,154.0,157.0,206.0,205.0,231.0,232.0,279.0,287.0,294.0,284.0,336.0,356.0,356.0,373.0,390.0,395.0,387.0,414.0,435.0,432.0,470.0,449.0
unfilled_spots,520.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,26.0,43.0,75.0,106.0,126.0,137.0,158.0,161.0,202.0,210.0,218.0,223.0,296.0,282.0,290.0,296.0,335.0,332.0,350.0,342.0,404.0,403.0,395.0,391.0,452.0,431.0,435.0,457.0
unfilled_spots,513.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,32.0,45.0,64.0,88.0,113.0,132.0,140.0,163.0,206.0,205.0,227.0,225.0,264.0,307.0,288.0,283.0,356.0,360.0,355.0,330.0,415.0,398.0,396.0,391.0,448.0,438.0,439.0,442.0
unfilled_spots,514.0,0.0,0.0,0.0,0.0,3.0,6.0,27.0,24.0,57.0,71.0,111.0,122.0,124.0,130.0,175.0,207.0,203.0,239.0,228.0,284.0,291.0,289.0,289.0,345.0,347.0,341.0,352.0,400.0,395.0,394.0,416.0,447.0,433.0,434.0,445.0
unfilled_spots,517.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,26.0,54.0,94.0,95.0,103.0,132.0,150.0,167.0,213.0,225.0,230.0,238.0,279.0,298.0,290.0,295.0,326.0,339.0,364.0,330.0,394.0,407.0,394.0,414.0,451.0,435.0,433.0,430.0
unfilled_spots,529.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,18.0,61.0,76.0,109.0,114.0,137.0,152.0,164.0,218.0,213.0,209.0,235.0,292.0,280.0,275.0,284.0,331.0,348.0,370.0,361.0,409.0,404.0,389.0,399.0,450.0,438.0,423.0,448.0
unfilled_spots,517.0,0.0,0.0,1.0,0.0,3.0,4.0,25.0,20.0,55.0,80.0,94.0,130.0,137.0,143.0,151.0,204.0,216.0,220.0,226.0,276.0,280.0,289.0,315.0,336.0,335.0,343.0,376.0,396.0,392.0,414.0,411.0,452.0,417.0,430.0,431.0
unfilled_spots,496.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,21.0,51.0,76.0,104.0,113.0,137.0,146.0,177.0,194.0,220.0,212.0,220.0,300.0,300.0,272.0,296.0,355.0,357.0,348.0,353.0,399.0,402.0,411.0,420.0,418.0,433.0,428.0,456.0
reviews_per_program,529.7811550151976,522.7659574468086,103.18844984802432,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.87234042553192,145.0,163.05775075987842,181.08206686930092,199.07294832826747,216.7872340425532,234.51975683890578,251.86018237082067,269.3951367781155,285.84802431610944,302.5501519756839,318.8024316109422,334.3647416413374,348.60182370820667,363.1063829787234,377.370820668693,390.69908814589667,403.4772036474164,413.48328267477206,425.5927051671733,436.4802431610942,445.54711246200606,454.45896656534956,461.33130699088144,470.2036474164134,477.1003039513678,485.21884498480244,488.35562310030394,490.45896656534956
reviews_per_program,530.322188449848,523.6565349544073,92.25531914893617,54.38297872340426,72.51063829787235,90.63829787234043,108.7629179331307,126.88145896656535,144.96656534954408,163.0273556231003,181.12765957446808,198.96048632218844,216.69300911854103,234.4224924012158,251.98176291793314,269.2370820668693,285.8753799392097,302.48936170212767,318.25531914893617,333.9696048632219,349.1671732522796,363.8024316109422,377.41641337386017,390.5258358662614,403.29787234042556,415.19452887537994,424.78723404255317,435.17021276595744,446.9240121580547,455.1276595744681,462.7841945288754,467.87841945288756,479.419452887538,484.39209726443767,488.41033434650456,493.6565349544073
reviews_per_program,533.6139817629179,518.9270516717326,88.40121580547113,54.38297872340426,72.51063829787235,90.63829787234043,108.75987841945289,126.88449848024317,144.96352583586625,163.04255319148936,181.14893617021278,199.04863221884497,216.84802431610942,234.31306990881458,251.6595744680851,269.2370820668693,285.90577507598783,302.12158054711244,318.67477203647417,334.48936170212767,349.1306990881459,363.4376899696049,376.85714285714283,391.0121580547112,403.7841945288754,416.0273556231003,425.57142857142856,434.75683890577506,445.7112462006079,456.6231003039514,460.93009118541033,469.3586626139818,478.51671732522794,482.87841945288756,490.5440729483283,495.48936170212767
reviews_per_program,538.6595744680851,520.5835866261398,86.96048632218844,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.86626139817629,145.0030395136778,163.03951367781156,181.03647416413375,199.0060790273556,216.85410334346506,234.72340425531914,252.0303951367781,269.4468085106383,285.4376899696049,302.63829787234044,318.0759878419453,333.5562310030395,349.5987841945289,363.17629179331306,377.6899696048632,389.6534954407295,403.3161094224924,415.0790273556231,426.70212765957444,436.5288753799392,445.48328267477206,454.35562310030394,463.72340425531917,472.04559270516717,476.58358662613983,478.6808510638298,488.01519756838906,496.5775075987842
reviews_per_program,535.9088145896657,520.1914893617021,96.16413373860182,54.38297872340426,72.51063829787235,90.63829787234043,108.75683890577507,126.87841945288754,144.98480243161094,163.04559270516717,181.08206686930092,199.03647416413375,216.7659574468085,234.59574468085106,252.04559270516717,269.51671732522794,286.05775075987845,302.43465045592706,319.17021276595744,334.25531914893617,348.82370820668694,363.5501519756839,377.7629179331307,390.5866261398176,403.14285714285717,414.14589665653494,425.8996960486322,436.38601823708206,447.09118541033433,452.25227963525833,463.6869300911854,470.74772036474167,476.37993920972644,483.580547112462,487.2887537993921,494.3100303951368
reviews_per_program,533.1671732522797,528.629179331307,85.91793313069908,54.38297872340426,72.51063829787235,90.63829787234043,108.75987841945289,126.87841945288754,144.9939209726444,163.06382978723406,181.03647416413375,199.12158054711247,216.8115501519757,234.42857142857142,251.69604863221883,268.9817629179331,285.78115501519756,302.2826747720365,318.39209726443767,335.03343465045594,348.91185410334344,363.8328267477204,377.75683890577506,389.17021276595744,404.38601823708206,414.79331306990883,425.99696048632217,437.0851063829787,444.7629179331307,452.419452887538,465.09118541033433,471.4133738601824,477.3677811550152,486.8024316109422,491.42857142857144,494.93617021276594
reviews_per_program,537.9848024316109,526.5714285714286,104.15197568389058,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.88449848024317,144.9939209726444,163.04255319148936,181.0,199.0303951367781,216.90273556231003,234.69300911854103,251.8206686930091,269.23100303951367,286.0,302.4012158054711,318.790273556231,334.3404255319149,348.4468085106383,363.2279635258359,377.01519756838906,390.7598784194529,404.33738601823705,415.00911854103344,425.85714285714283,436.9209726443769,442.43465045592706,453.7142857142857,463.70212765957444,469.08814589665656,479.3586626139818,482.3951367781155,489.6808510638298,497.96048632218844
reviews_per_program,534.3920972644377,522.9331306990881,93.8693009118541,54.38297872340426,72.51063829787235,90.63829787234043,108.76595744680851,126.87234042553192,144.9969604863222,163.01823708206686,181.0547112462006,199.04863221884497,216.95440729483283,234.51367781155014,251.92705167173253,269.03951367781156,286.06686930091183,302.45288753799394,319.5440729483283,333.8419452887538,349.64437689969606,363.677811550152,376.7325227963526,389.6595744680851,404.01519756838906,415.75075987841944,425.3100303951368,436.9696048632219,444.78115501519756,454.9392097264438,465.1094224924012,470.1003039513678,474.9574468085106,482.8024316109422,490.30395136778117,497.45896656534956
