Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,191.0,163.0,160.0,160.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,162.0,160.0,165.0,161.0
unmatched_applicants,189.0,161.0,162.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,160.0,160.0,158.0,158.0,160.0,161.0,162.0
unmatched_applicants,192.0,163.0,161.0,159.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,160.0,163.0,162.0,158.0,161.0
unmatched_applicants,189.0,162.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,160.0,163.0,160.0
unmatched_applicants,194.0,159.0,160.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,159.0,160.0,159.0,159.0
unmatched_applicants,191.0,159.0,161.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,159.0,161.0,160.0,163.0,168.0
unmatched_applicants,188.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,159.0,159.0,163.0,159.0,163.0
unmatched_applicants,190.0,160.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,159.0,160.0,161.0,162.0
unmatched_applicants,186.0,163.0,160.0,160.0,158.0,158.0,158.0,158.0,158.0,158.0,160.0,158.0,158.0,158.0,158.0,161.0,159.0,162.0
unmatched_applicants,194.0,162.0,158.0,160.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,160.0,161.0,161.0
unfilled_spots,33.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0
unfilled_spots,31.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0
unfilled_spots,34.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,3.0
unfilled_spots,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0
unfilled_spots,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
unfilled_spots,33.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,10.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,5.0
unfilled_spots,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0
unfilled_spots,28.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0
unfilled_spots,36.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0
reviews_per_program,118.0431654676259,114.90647482014388,118.51079136690647,117.61870503597122,114.56115107913669,115.68345323741008,112.43165467625899,110.07194244604317,107.15107913669065,89.4748201438849,84.88489208633094,66.0863309352518,55.74820143884892,53.03597122302158,56.172661870503596,58.75539568345324,62.69064748201439,66.24460431654676
reviews_per_program,115.61870503597122,115.35251798561151,118.33093525179856,116.0863309352518,119.02877697841727,112.97841726618705,113.12230215827338,114.79136690647482,103.65467625899281,100.71942446043165,81.75539568345324,68.2158273381295,57.94244604316547,55.460431654676256,57.0863309352518,59.03597122302158,63.24460431654676,66.05755395683454
reviews_per_program,120.72661870503597,116.34532374100719,117.9568345323741,118.3021582733813,117.43165467625899,115.92805755395683,114.35971223021583,113.12230215827338,104.40287769784173,95.57553956834532,81.55395683453237,70.58273381294964,54.47482014388489,55.9568345323741,56.0863309352518,59.58273381294964,63.302158273381295,66.30935251798562
reviews_per_program,118.0863309352518,118.85611510791367,115.57553956834532,120.01438848920863,116.17985611510791,117.43884892086331,113.01438848920863,110.05035971223022,104.66187050359713,90.80575539568345,81.54676258992805,68.23021582733813,59.83453237410072,53.35971223021583,56.330935251798564,59.007194244604314,62.56115107913669,66.56834532374101
reviews_per_program,117.66187050359713,116.59712230215827,116.53956834532374,120.12949640287769,116.89928057553956,117.85611510791367,115.75539568345324,112.51079136690647,102.65467625899281,96.05755395683454,85.71942446043165,65.88489208633094,60.48201438848921,53.58273381294964,55.73381294964029,59.568345323741006,62.719424460431654,66.31654676258992
reviews_per_program,119.03597122302158,119.5251798561151,115.71942446043165,114.89928057553956,119.38848920863309,121.54676258992805,116.59712230215827,108.07913669064749,103.16546762589928,95.56834532374101,79.43165467625899,64.81294964028777,57.50359712230216,56.37410071942446,55.84892086330935,58.84172661870504,62.9136690647482,66.22302158273381
reviews_per_program,116.80575539568345,116.99280575539568,117.58992805755396,115.23741007194245,116.98561151079137,117.29496402877697,112.27338129496403,107.74820143884892,102.66187050359713,93.30935251798562,85.43884892086331,63.726618705035975,54.64748201438849,54.31654676258993,58.34532374100719,59.0,62.52517985611511,66.4820143884892
reviews_per_program,114.00719424460432,119.46762589928058,118.89928057553956,117.27338129496403,116.6978417266187,116.46762589928058,112.23741007194245,109.50359712230215,105.87769784172662,96.02877697841727,81.28057553956835,64.54676258992805,55.50359712230216,56.431654676258994,57.007194244604314,59.48201438848921,62.87769784172662,66.37410071942446
reviews_per_program,115.92805755395683,117.80575539568345,115.92805755395683,118.90647482014388,114.49640287769785,119.74820143884892,116.02158273381295,107.81294964028777,106.13669064748201,95.61151079136691,83.20143884892086,63.992805755395686,54.63309352517986,53.280575539568346,56.7410071942446,59.64028776978417,62.697841726618705,66.46762589928058
reviews_per_program,117.69064748201438,119.05755395683454,115.88489208633094,118.53237410071942,116.60431654676259,114.5179856115108,113.17985611510791,109.85611510791367,104.94964028776978,94.92086330935251,82.0,66.75539568345324,57.460431654676256,55.9136690647482,56.64028776978417,59.589928057553955,62.79136690647482,66.58273381294964
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9924516908212561,0.9878301398239254,0.9707880434782609,0.9570564516129032,0.9282470481380564,0.8769180003299786,0.8257575757575758,0.7701133342661256,0.7172781680978402,0.6754010040406514,0.6330043607987147,0.5990443092962641
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9993961352657005,0.9919772256728778,0.9725872224739466,0.9500100786131829,0.924791591156216,0.8851809020320502,0.8215096052034488,0.7711638354625859,0.7190395406498761,0.6721910796977821,0.6323091034166476,0.6007405793944675
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9996980676328503,0.9901656314699793,0.9805077062556664,0.9620967741935483,0.9262146482958665,0.8759497852659399,0.8252500757805395,0.766097424412094,0.7192638997650744,0.6719054580896686,0.6309701065170084,0.5984593685580991
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9985507246376811,0.9981884057971014,0.9868012422360248,0.9762012692656392,0.9478453483689085,0.9292452830188679,0.8826834104428288,0.8238860260685056,0.7704688593421973,0.7159386375455018,0.6725188978297976,0.6343146274149034,0.5988049972840848
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9966787439613527,0.9883540372670807,0.9802855200543847,0.9575281803542673,0.9242781913927728,0.8789630118890357,0.8211197086936732,0.7718092566619916,0.7180054680380159,0.6714581556827872,0.6327139252122046,0.5983944456498156
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9975845410628019,0.9824016563146998,0.9766704416761042,0.9552689905299214,0.927328742297934,0.8811407847016156,0.8225317989097517,0.7661538461538462,0.7173177083333333,0.6744100745812447,0.6307604345340194,0.5992395437262358
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9966787439613527,0.984472049689441,0.9750510319800408,0.9488624924501712,0.9145810663764962,0.882411230388109,0.8287401574803149,0.7701262272089762,0.7210277923439958,0.6726009023289843,0.6346795535611552,0.5969050968509901
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9996376811594203,0.9990942028985508,0.9888716356107661,0.9689764492753623,0.9514699959726137,0.9112683723462166,0.8788830138797092,0.8275757575757576,0.7649279821004056,0.7183630913593119,0.6721531333821019,0.631121281464531,0.5978755690440061
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,0.9990942028985508,0.9888716356107661,0.970081595648232,0.9474108402176104,0.9276780859162589,0.8813531353135313,0.8248186215235792,0.772478608500491,0.7187581528828594,0.6695409278600923,0.6329317269076306,0.5970343110726269
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9996376811594203,0.9963768115942029,0.9888716356107661,0.9814311594202898,0.94662638469285,0.9136272908727998,0.882275350370981,0.8261463710901913,0.768530194759703,0.7195249282171756,0.671496408133447,0.6319890009165903,0.5960021609940572
pct_interview_given_nosignal,0.3361774744027304,0.32191958495460443,0.28707137744810984,0.26271013407745186,0.24117818606007582,0.2069069069069069,0.17340905554691147,0.13391591875295228,0.10073770491803279,0.07186244276235866,0.03695276235551106,0.0198322644301924,0.006868560724320949,0.0012547051442910915,0.00034083162917518747,0.0,0.0,0.0
pct_interview_given_nosignal,0.34322693049592434,0.3206304095078155,0.2875391032325339,0.26657458563535913,0.23073167329287855,0.21291718170580964,0.17379658079256283,0.13116670563479074,0.10013099721630915,0.07101167315175097,0.03926975373205287,0.015491714874007256,0.008907052289636383,0.002581658996520373,0.000721240533717995,0.0,0.00012992074834351045,0.0
pct_interview_given_nosignal,0.32870508312973007,0.31779769526248397,0.2885168715668323,0.26102245063565055,0.23436060928090682,0.20502901353965183,0.1726162517613903,0.13046163347228656,0.10182253786258236,0.0666487503359312,0.037591207167267014,0.021118381915526473,0.0075021132713440405,0.004699967209531097,0.0005699954400364797,0.00012135922330097087,0.0008819453193901979,0.0
pct_interview_given_nosignal,0.3360545875472158,0.31085227628530276,0.29490007352449704,0.2568880606947957,0.23728570403844773,0.20034843205574912,0.1729264475743349,0.13324466004225022,0.10029865604778497,0.07225794926759557,0.03629329403095063,0.017038777908343124,0.008010413537598878,0.0011772260273972602,0.0010309278350515464,0.0,0.0,0.0005649717514124294
pct_interview_given_nosignal,0.3372668908590645,0.3170871925902268,0.2922822126531964,0.25661481186012497,0.2355957552880849,0.20091856820004375,0.16846668694858533,0.13634902780009642,0.10163990433891357,0.0677315723719436,0.03920846755637368,0.019835560123329907,0.010924369747899159,0.0014595262153362524,0.0001156737998843262,0.0004920049200492004,0.0,0.0
pct_interview_given_nosignal,0.3333736250453282,0.3090524218652721,0.294506374741339,0.2696472231924555,0.22992979773406547,0.1949770074283693,0.16688042248208224,0.13707363723302518,0.10135533294048321,0.06848709791445741,0.038520949990345624,0.01696933611193808,0.00880410858400587,0.00405939536374319,0.0007945516458569807,0.0,0.0,0.0
pct_interview_given_nosignal,0.3397388519339739,0.31597708465945257,0.28948231743323927,0.2687647959894165,0.23539457767024835,0.20348493797991732,0.17401209835808,0.13926624908484503,0.10419520547945206,0.07037069494347559,0.04296094459582198,0.01696743821106316,0.00447963329513491,0.0027511830086937384,0.0018279447046726837,0.0,0.0,0.0
pct_interview_given_nosignal,0.348078500662586,0.3092064283044724,0.28606626466964924,0.2635711847046774,0.23606650966959253,0.2039804675939627,0.17470117945064514,0.1350597609561753,0.09958940503985186,0.06880654140570633,0.045706883789785345,0.020309278350515464,0.005571030640668524,0.005174935313308583,0.00046544100535257155,0.00038109756097560977,0.0,0.0
pct_interview_given_nosignal,0.3423110338835795,0.31372053340074574,0.29393737508327783,0.2595481441635288,0.2413365433719997,0.19715287216539093,0.16974311644362405,0.1394258451920704,0.10425101214574899,0.07332012250045036,0.037262428611553225,0.017406007559180425,0.00576678721532597,0.0009668063164679343,0.000687442713107241,0.00038032454361054766,0.0,0.0
pct_interview_given_nosignal,0.3371844244758237,0.310308182784272,0.29405491868834976,0.26045883940620784,0.2362857142857143,0.2066871579578679,0.17230386439623668,0.13602439611588155,0.09805060141020323,0.07134114355656583,0.046406174626145685,0.01589442250264907,0.0076546233925290875,0.00327834179357022,0.00034002040122407346,0.00012001920307249159,0.0,0.0
pct_interview_given_application,0.3361774744027304,0.3453543701477586,0.3348509682510775,0.33739066609578566,0.3463953780457172,0.34303482587064676,0.34120994680192995,0.33301134991547937,0.33196918632643235,0.3522125023944831,0.33446519524617996,0.34057792047419116,0.34030476895551853,0.3300819819280713,0.3345463367297428,0.3314505468092777,0.332389273877674,0.3422260826405261
pct_interview_given_application,0.34322693049592434,0.34401895971061497,0.3353599221789883,0.341844323252355,0.333393774554246,0.3512480896586857,0.34464229928147455,0.33039832285115306,0.3317296127014674,0.33904972647366155,0.34399750545681324,0.3394043809992616,0.34146341463414637,0.344061876247505,0.34513828056563634,0.33574776310183213,0.33595225044156163,0.3441477414524582
pct_interview_given_application,0.32870508312973007,0.34108335394509026,0.33642351793120273,0.33544149841887616,0.33792807694663973,0.3404517960745587,0.3429068755439513,0.3279819241289095,0.34262997701720604,0.3421199528623705,0.3375145322156275,0.3417596034696406,0.34341925040468185,0.33855029767384764,0.3356456127540465,0.3353599221789883,0.33093352531797454,0.33186932194212143
pct_interview_given_application,0.3360545875472158,0.333878094546335,0.34335511982570804,0.3306557966670663,0.341569137407889,0.3335752298016449,0.3427790206313696,0.3313908080504656,0.3349933195675938,0.34129439425813635,0.33699902248289343,0.3391539596655189,0.33258968947844436,0.3345260476681424,0.3358908780903666,0.3396133481098387,0.33664937442783033,0.33871661037764816
pct_interview_given_application,0.3372668908590645,0.3403467637440612,0.3405148465954689,0.33033896275002994,0.33946704412579237,0.33476967894641013,0.3351154313487242,0.3381974248927039,0.3421623968736431,0.34104117719797206,0.33691668702663086,0.3494235398454327,0.34237477499844826,0.343954604975993,0.33786598064437096,0.337597160168921,0.3324093045679161,0.34526790185277917
pct_interview_given_application,0.3333736250453282,0.3320091489105574,0.34292819396953683,0.34537599398910523,0.332389273877674,0.32648712636874816,0.33295104726263053,0.33609553984889107,0.33852952006873693,0.3388414521776522,0.3474426807760141,0.34169609118503375,0.3416537627748529,0.33408031009629946,0.3345057610673135,0.34997779328722795,0.33852952006873693,0.3427364235118678
pct_interview_given_application,0.3397388519339739,0.3391956708891895,0.3374732334047109,0.3443625920839056,0.33921653034868704,0.33832188420019627,0.3438688361074746,0.3414000123785356,0.3428429361675679,0.3367932592502137,0.3338174776083273,0.3394252661374685,0.3404307844226378,0.34013689338348646,0.3367315792686649,0.33925825696537304,0.3381145028809611,0.3369578497251069
pct_interview_given_application,0.348078500662586,0.33216909550764784,0.33375688267683185,0.33838414821176616,0.34005301769311386,0.33890390759400346,0.34593916588272183,0.3360545875472158,0.3276118073290966,0.33507471753128415,0.3380109075310987,0.35017775520568817,0.33855029767384764,0.3438902743142145,0.3390914120612283,0.34316287171830284,0.33566603785066634,0.3404097753641076
pct_interview_given_application,0.3423110338835795,0.3368549618320611,0.3423110338835795,0.33373668925459826,0.3465912661011624,0.3295298404922636,0.3381145028809611,0.3442981087322889,0.33907056798623064,0.34335511982570804,0.34053586862575624,0.3423110338835795,0.32741734433430286,0.33556393721863975,0.336464560204953,0.3421411735516685,0.33393873350284536,0.33861264579496625
pct_interview_given_application,0.3371844244758237,0.33331319112937335,0.34243853985597217,0.33478999757222627,0.3403257650542942,0.34262997701720604,0.3410622642676065,0.33788667687595714,0.33489162770930725,0.3362799487898555,0.3474426807760141,0.33540070533868416,0.336669921875,0.3324293376725125,0.3346072186836518,0.333393774554246,0.33580908316084257,0.34017884674683935
pct_of_app_match_via_signal_given_matched,0.0,0.8920308483290489,0.9642857142857143,0.9897959183673469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.8976982097186701,0.9615384615384616,0.9923664122137404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.8894601542416453,0.9718670076726342,0.9872773536895675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.8974358974358975,0.9746192893401016,0.9873096446700508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9033078880407125,0.9923469387755102,0.9822335025380711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.8753180661577609,0.9872122762148338,0.9898477157360406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.8883248730964467,0.9695431472081218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.8954081632653061,0.9796954314720813,0.9898477157360406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9048843187660668,0.9897959183673469,0.9897959183673469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
