Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,100.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,77.0,77.0,78.0,78.0,79.0,82.0,84.0,84.0,85.0,85.0,89.0
unmatched_applicants,103.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,79.0,78.0,79.0,79.0,80.0,80.0,85.0,83.0,85.0,88.0,88.0
unmatched_applicants,101.0,77.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,79.0,81.0,81.0,82.0,82.0,85.0,85.0,86.0,91.0
unmatched_applicants,106.0,76.0,77.0,76.0,76.0,76.0,77.0,76.0,77.0,78.0,77.0,80.0,79.0,80.0,82.0,82.0,87.0,83.0,85.0,87.0
unmatched_applicants,100.0,76.0,76.0,76.0,77.0,76.0,77.0,77.0,78.0,78.0,79.0,77.0,79.0,81.0,80.0,83.0,83.0,86.0,86.0,87.0
unmatched_applicants,104.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,79.0,79.0,80.0,81.0,80.0,84.0,84.0,83.0,84.0,88.0,87.0
unmatched_applicants,99.0,77.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,76.0,78.0,77.0,82.0,81.0,80.0,83.0,85.0,89.0,87.0,89.0
unmatched_applicants,99.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,77.0,80.0,77.0,82.0,80.0,82.0,84.0,85.0,88.0,89.0
unmatched_applicants,102.0,76.0,76.0,76.0,76.0,76.0,77.0,78.0,76.0,77.0,77.0,76.0,77.0,81.0,81.0,83.0,85.0,84.0,85.0,87.0
unmatched_applicants,100.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,77.0,81.0,81.0,83.0,83.0,84.0,86.0,85.0,86.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,8.0,8.0,9.0,9.0,13.0
unfilled_spots,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,9.0,7.0,9.0,12.0,12.0
unfilled_spots,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,6.0,6.0,9.0,9.0,10.0,15.0
unfilled_spots,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,3.0,4.0,6.0,6.0,11.0,7.0,9.0,11.0
unfilled_spots,24.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,4.0,7.0,7.0,10.0,10.0,11.0
unfilled_spots,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,8.0,8.0,7.0,8.0,12.0,11.0
unfilled_spots,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,5.0,4.0,7.0,9.0,13.0,11.0,13.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,6.0,4.0,6.0,8.0,9.0,12.0,13.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,7.0,9.0,8.0,9.0,11.0
unfilled_spots,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,5.0,7.0,7.0,8.0,10.0,9.0,10.0
reviews_per_program,87.65,89.875,70.575,47.85,31.35,19.4,19.5,22.75,26.0,29.25,32.5,35.725,39.0,42.075,45.175,48.225,51.4,54.525,57.275,59.9
reviews_per_program,93.425,98.4,65.1,40.775,31.6,22.925,19.5,22.7,26.0,29.225,32.5,35.75,38.825,42.25,45.175,48.1,51.575,55.0,56.275,59.575
reviews_per_program,95.5,83.375,65.5,37.375,32.6,23.3,21.675,22.75,25.95,29.25,32.5,35.625,38.875,42.15,45.15,48.25,51.425,54.375,57.5,60.275
reviews_per_program,93.675,89.1,66.7,39.825,27.625,23.05,21.925,22.75,26.0,29.25,32.3,35.65,38.9,42.075,45.25,48.625,51.375,54.4,57.375,59.5
reviews_per_program,90.05,91.25,77.15,39.05,27.1,18.55,19.5,22.75,26.0,29.25,32.425,35.675,39.0,42.125,44.625,48.175,51.35,53.95,56.925,59.8
reviews_per_program,92.75,90.25,66.9,45.675,33.375,24.275,22.025,22.75,26.0,29.25,32.375,35.725,38.85,41.975,45.25,48.3,50.75,54.4,57.25,59.7
reviews_per_program,92.1,96.6,67.025,38.7,29.125,25.4,23.475,22.75,26.0,29.2,32.425,35.525,38.9,41.825,45.325,48.625,51.025,55.075,56.8,59.925
reviews_per_program,91.225,88.675,67.325,48.1,34.45,20.0,19.5,22.75,25.95,29.25,32.5,35.55,38.925,42.125,44.8,48.0,51.2,53.4,57.375,60.35
reviews_per_program,93.625,89.975,61.825,46.125,32.85,24.625,21.775,22.75,26.0,29.25,32.5,35.65,38.95,42.0,45.4,48.15,51.375,54.35,57.5,60.35
reviews_per_program,88.9,94.2,69.3,42.1,31.95,25.725,19.5,22.75,26.0,29.25,32.5,35.625,38.975,42.075,45.45,48.2,51.3,54.55,57.575,59.7
pct_interview_given_signal,0.0,1.0,0.926923076923077,0.8,0.6692307692307692,0.5753846153846154,0.4846153846153846,0.4153846153846154,0.36346153846153845,0.3230769230769231,0.2907692307692308,0.26452064380685797,0.2423076923076923,0.22459893048128343,0.20918649695628114,0.19595645412130638,0.18385214007782102,0.1733149931224209,0.16499345264076823,0.15776293823038398
pct_interview_given_signal,0.0,1.0,0.9192307692307692,0.7923076923076923,0.6538461538461539,0.5738461538461539,0.4846153846153846,0.41629955947136565,0.36346153846153845,0.32335329341317365,0.2907692307692308,0.26433566433566436,0.24339987121699935,0.22366863905325443,0.20918649695628114,0.19646569646569648,0.18322830828889966,0.17181818181818181,0.1679253665037761,0.15862358371800253
pct_interview_given_signal,0.0,0.9923076923076923,0.95,0.7717948717948718,0.7019230769230769,0.5615384615384615,0.48205128205128206,0.4153846153846154,0.36416184971098264,0.3230769230769231,0.2907692307692308,0.26526315789473687,0.24308681672025723,0.22419928825622776,0.20930232558139536,0.19585492227979276,0.18376276130286825,0.17379310344827587,0.16434782608695653,0.15678141849854832
pct_interview_given_signal,0.0,0.9923076923076923,0.9230769230769231,0.823076923076923,0.6884615384615385,0.5707692307692308,0.48205128205128206,0.4153846153846154,0.36346153846153845,0.3230769230769231,0.29256965944272445,0.2650771388499299,0.24293059125964012,0.22459893048128343,0.20883977900552486,0.19434447300771207,0.18394160583941604,0.17371323529411764,0.16470588235294117,0.1588235294117647
pct_interview_given_signal,0.0,1.0,0.9115384615384615,0.8128205128205128,0.6692307692307692,0.5769230769230769,0.4846153846153846,0.4153846153846154,0.36346153846153845,0.3230769230769231,0.29144178874325366,0.2648913805185704,0.2423076923076923,0.22433234421364986,0.21176470588235294,0.19615983393876493,0.18403115871470302,0.17516218721038,0.16600790513833993,0.15802675585284282
pct_interview_given_signal,0.0,1.0,0.9346153846153846,0.8076923076923077,0.6634615384615384,0.5692307692307692,0.4782051282051282,0.4153846153846154,0.36346153846153845,0.3230769230769231,0.2918918918918919,0.26452064380685797,0.24324324324324326,0.2251340083382966,0.20883977900552486,0.1956521739130435,0.18620689655172415,0.17371323529411764,0.16506550218340613,0.15829145728643215
pct_interview_given_signal,0.0,1.0,0.95,0.8153846153846154,0.7,0.5646153846153846,0.47692307692307695,0.4153846153846154,0.36346153846153845,0.3236301369863014,0.29144178874325366,0.2660098522167488,0.24293059125964012,0.22594142259414227,0.2084942084942085,0.19434447300771207,0.185203331700147,0.17158420335905583,0.16637323943661972,0.15769712140175218
pct_interview_given_signal,0.0,1.0,0.9153846153846154,0.7743589743589744,0.6692307692307692,0.5738461538461539,0.4846153846153846,0.4153846153846154,0.36416184971098264,0.3230769230769231,0.2907692307692308,0.26582278481012656,0.24277456647398843,0.22433234421364986,0.2109375,0.196875,0.1845703125,0.17696629213483145,0.16470588235294117,0.15658657829328915
pct_interview_given_signal,0.0,1.0,0.9346153846153846,0.782051282051282,0.6692307692307692,0.5646153846153846,0.48333333333333334,0.4153846153846154,0.36346153846153845,0.3230769230769231,0.2907692307692308,0.2650771388499299,0.24261874197689345,0.225,0.20814977973568283,0.19626168224299065,0.18394160583941604,0.17387304507819687,0.16434782608695653,0.15658657829328915
pct_interview_given_signal,0.0,1.0,0.9384615384615385,0.7769230769230769,0.6730769230769231,0.5676923076923077,0.4846153846153846,0.4153846153846154,0.36346153846153845,0.3230769230769231,0.2907692307692308,0.26526315789473687,0.24246311738293777,0.22459893048128343,0.2079207920792079,0.19605809128630705,0.18421052631578946,0.17323556370302476,0.1641337386018237,0.15829145728643215
pct_interview_given_nosignal,0.10781517398745008,0.07157287157287158,0.0373602399781838,0.019867549668874173,0.009146341463414634,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.10115065560610115,0.0651602732527588,0.04207021791767555,0.020959902794653706,0.011663597298956415,0.0015508684863523574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.09895287958115183,0.07390917186108638,0.03796001159084324,0.024115252113999373,0.003867896459387087,0.004512322110378341,0.0006939625260235947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.10088070456365092,0.06916666666666667,0.0389061178460671,0.0166326232856726,0.006680026720106881,0.0022364217252396168,0.0006668889629876625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.10494169905607996,0.07045454545454545,0.039954661377160666,0.0183956574185766,0.00964630225080386,0.0010070493454179255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
