Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,1029.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,959.0,962.0,969.0,977.0,982.0,984.0,984.0,983.0,983.0,985.0,992.0,1002.0,1003.0,1010.0,1008.0,1010.0,1011.0,1012.0,1009.0,1013.0,1019.0,1015.0,1025.0
unmatched_applicants,1014.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,962.0,969.0,972.0,979.0,984.0,983.0,983.0,984.0,985.0,994.0,995.0,1005.0,1009.0,1014.0,1008.0,1012.0,1017.0,1012.0,1012.0,1012.0,1028.0,1024.0
unmatched_applicants,1038.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,964.0,969.0,973.0,977.0,982.0,989.0,986.0,993.0,984.0,989.0,998.0,1000.0,1008.0,1012.0,1013.0,1010.0,1017.0,1013.0,1014.0,1013.0,1025.0,1023.0
unmatched_applicants,1030.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,964.0,967.0,974.0,980.0,984.0,983.0,986.0,985.0,986.0,997.0,1001.0,999.0,1008.0,1011.0,1008.0,1013.0,1015.0,1008.0,1011.0,1010.0,1019.0,1016.0
unmatched_applicants,1017.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,960.0,964.0,966.0,972.0,981.0,985.0,984.0,983.0,985.0,982.0,990.0,1000.0,995.0,1004.0,1008.0,1016.0,1006.0,1012.0,1014.0,1015.0,1021.0,1019.0,1026.0
unmatched_applicants,1028.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,968.0,963.0,976.0,979.0,986.0,984.0,990.0,985.0,985.0,989.0,999.0,999.0,1012.0,1004.0,1014.0,1013.0,1012.0,1013.0,1011.0,1023.0,1020.0,1030.0
unmatched_applicants,1018.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,970.0,975.0,981.0,989.0,982.0,986.0,989.0,985.0,990.0,994.0,1002.0,1011.0,1013.0,1008.0,1014.0,1006.0,1013.0,1013.0,1020.0,1022.0,1028.0
unmatched_applicants,1027.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,958.0,959.0,970.0,969.0,983.0,984.0,985.0,987.0,984.0,989.0,995.0,994.0,998.0,1013.0,1020.0,1009.0,1005.0,1016.0,1012.0,1017.0,1017.0,1016.0,1026.0
unmatched_applicants,1024.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,959.0,969.0,977.0,982.0,981.0,984.0,985.0,986.0,986.0,995.0,1001.0,1000.0,1015.0,1015.0,1013.0,1011.0,1015.0,1012.0,1014.0,1015.0,1017.0,1022.0
unmatched_applicants,1034.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,960.0,970.0,977.0,978.0,982.0,985.0,985.0,983.0,987.0,987.0,993.0,1006.0,1007.0,1008.0,1012.0,1014.0,1009.0,1014.0,1014.0,1016.0,1013.0,1029.0
unfilled_spots,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,20.0,25.0,27.0,27.0,26.0,26.0,28.0,35.0,45.0,46.0,53.0,51.0,53.0,54.0,55.0,52.0,56.0,62.0,58.0,68.0
unfilled_spots,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,15.0,22.0,27.0,26.0,26.0,27.0,28.0,37.0,38.0,48.0,52.0,57.0,51.0,55.0,60.0,55.0,55.0,55.0,71.0,67.0
unfilled_spots,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,16.0,20.0,25.0,32.0,29.0,36.0,27.0,32.0,41.0,43.0,51.0,55.0,56.0,53.0,60.0,56.0,57.0,56.0,68.0,66.0
unfilled_spots,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,17.0,23.0,27.0,26.0,29.0,28.0,29.0,40.0,44.0,42.0,51.0,54.0,51.0,56.0,58.0,51.0,54.0,53.0,62.0,59.0
unfilled_spots,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,15.0,24.0,28.0,27.0,26.0,28.0,25.0,33.0,43.0,38.0,47.0,51.0,59.0,49.0,55.0,57.0,58.0,64.0,62.0,69.0
unfilled_spots,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,19.0,22.0,29.0,27.0,33.0,28.0,28.0,32.0,42.0,42.0,55.0,47.0,57.0,56.0,55.0,56.0,54.0,66.0,63.0,73.0
unfilled_spots,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,18.0,24.0,32.0,25.0,29.0,32.0,28.0,33.0,37.0,45.0,54.0,56.0,51.0,57.0,49.0,56.0,56.0,63.0,65.0,71.0
unfilled_spots,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,12.0,26.0,27.0,28.0,30.0,27.0,32.0,38.0,37.0,41.0,56.0,63.0,52.0,48.0,59.0,55.0,60.0,60.0,59.0,69.0
unfilled_spots,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,20.0,25.0,24.0,27.0,28.0,29.0,29.0,38.0,44.0,43.0,58.0,58.0,56.0,54.0,58.0,55.0,57.0,58.0,60.0,65.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,13.0,20.0,21.0,25.0,28.0,28.0,26.0,30.0,30.0,36.0,49.0,50.0,51.0,55.0,57.0,52.0,57.0,57.0,59.0,56.0,72.0
