Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,917.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,908.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,931.0,833.0,833.0,837.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,897.0,833.0,835.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,905.0,833.0,836.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,888.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,895.0,833.0,833.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,911.0,833.0,833.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,909.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unmatched_applicants,895.0,834.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0
unfilled_spots,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,98.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,64.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,72.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,380.98972602739724,383.0445205479452,381.39383561643837,378.4417808219178,377.4246575342466,383.34589041095893,378.65410958904107,378.57876712328766,381.0342465753425,378.06164383561645,379.81164383561645,378.9691780821918,377.56849315068496,376.0068493150685,367.96232876712327,338.07876712328766,275.7808219178082,235.98972602739727,230.61301369863014
reviews_per_program,380.32876712328766,376.1472602739726,377.4760273972603,377.6027397260274,382.09589041095893,381.9178082191781,377.1575342465753,377.5445205479452,377.9931506849315,377.86301369863014,378.263698630137,375.6917808219178,378.61301369863014,378.81164383561645,360.722602739726,331.18835616438355,275.32876712328766,238.0513698630137,231.8458904109589
reviews_per_program,379.236301369863,377.38013698630135,382.9828767123288,376.77054794520546,379.18150684931504,376.8767123287671,379.69520547945206,377.013698630137,379.7568493150685,379.9246575342466,376.4760273972603,382.5821917808219,380.777397260274,378.3527397260274,362.28767123287673,331.02054794520546,272.6506849315069,239.5376712328767,230.31506849315068
reviews_per_program,379.708904109589,379.7054794520548,379.5068493150685,377.513698630137,379.97945205479454,378.83561643835617,378.8424657534247,379.2739726027397,379.88013698630135,379.64383561643837,379.21232876712327,378.777397260274,379.7191780821918,377.84589041095893,367.25342465753425,333.03767123287673,280.98972602739724,237.26027397260273,228.9417808219178
reviews_per_program,377.8013698630137,378.6849315068493,377.8527397260274,376.26027397260276,378.68150684931504,380.69520547945206,381.95205479452056,377.3082191780822,376.5890410958904,379.2328767123288,380.96232876712327,380.1027397260274,377.23972602739724,376.2191780821918,365.75342465753425,334.763698630137,272.1164383561644,236.94520547945206,231.7054794520548
reviews_per_program,376.2260273972603,376.54794520547944,380.22945205479454,379.777397260274,377.54794520547944,377.43835616438355,378.85616438356163,380.42123287671234,380.38013698630135,379.9006849315069,380.2739726027397,378.27054794520546,380.25,381.84589041095893,369.8972602739726,329.986301369863,277.5890410958904,233.66438356164383,228.5
reviews_per_program,379.9691780821918,381.61986301369865,379.68150684931504,377.3253424657534,379.9486301369863,377.31849315068496,383.1027397260274,377.1267123287671,379.6746575342466,379.6986301369863,380.91438356164383,380.9760273972603,382.0513698630137,376.3527397260274,368.74657534246575,330.75342465753425,277.6678082191781,236.1404109589041,231.82876712328766
reviews_per_program,378.8972602739726,376.1609589041096,374.21232876712327,379.53767123287673,375.3150684931507,378.60616438356163,378.47945205479454,378.1506849315069,374.89383561643837,380.3253424657534,377.5890410958904,378.98972602739724,380.52054794520546,377.8835616438356,374.208904109589,333.5993150684931,271.8595890410959,240.29794520547946,230.17123287671234
reviews_per_program,378.75,379.1472602739726,377.8013698630137,381.5171232876712,382.513698630137,382.94520547945206,377.56849315068496,378.5239726027397,376.6472602739726,381.6164383561644,382.81849315068496,380.6849315068493,376.5308219178082,372.5445205479452,370.8390410958904,327.22945205479454,275.0308219178082,239.18493150684932,229.736301369863
reviews_per_program,378.70205479452056,381.4691780821918,378.85616438356163,378.0239726027397,379.76027397260276,375.60616438356163,380.3493150684931,380.736301369863,383.527397260274,379.8595890410959,376.3321917808219,380.11301369863014,382.3390410958904,378.56164383561645,372.1335616438356,333.3835616438356,271.2054794520548,238.3013698630137,229.1404109589041
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998970027809249,0.9983492014742015,0.9914853868400726,0.9654445493793847,0.9266350741148501,0.8827312761997004
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985630532245086,0.9918335846076531,0.9637205060212475,0.9272704032721928,0.8819029766134031
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981397667996318,0.9895380971180419,0.9636351380954788,0.9272504065559134,0.8852150700721956
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985039128433328,0.988830922031589,0.9660805081166911,0.9274117590715346,0.8857004112478565
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999793759151938,0.9978318431252159,0.9904143031521505,0.9654152868824761,0.9272965292633865,0.8843956043956044
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999938232205728,0.9985045438858852,0.9897286717305034,0.965379088834418,0.9272985434182607,0.8849342893089388
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999793886678896,0.9986739949265893,0.9898603783065935,0.9664166497736334,0.9291483406637345,0.883792512623008
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993870788561359,0.9895700793892582,0.966214733145356,0.9283590678047376,0.8832334423053638
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999794064951915,0.9991572979909218,0.9893003967470334,0.9650466438367719,0.9281105254751637,0.8846975736174469
