Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,1606.0,1264.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1275.0,1282.0,1277.0,1316.0,1322.0,1345.0,1367.0,1378.0,1392.0,1406.0,1430.0,1437.0,1448.0,1456.0,1478.0,1486.0,1498.0,1496.0,1522.0,1520.0,1543.0,1531.0,1543.0,1549.0,1551.0,1541.0
unmatched_applicants,1602.0,1268.0,1260.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1267.0,1285.0,1281.0,1301.0,1346.0,1358.0,1368.0,1382.0,1395.0,1406.0,1429.0,1437.0,1453.0,1461.0,1496.0,1477.0,1489.0,1507.0,1513.0,1524.0,1535.0,1536.0,1542.0,1555.0,1553.0,1556.0
unmatched_applicants,1603.0,1266.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1267.0,1282.0,1283.0,1313.0,1328.0,1343.0,1359.0,1387.0,1400.0,1400.0,1428.0,1436.0,1443.0,1458.0,1483.0,1491.0,1480.0,1495.0,1516.0,1529.0,1525.0,1536.0,1558.0,1554.0,1554.0,1550.0
unmatched_applicants,1614.0,1265.0,1262.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1279.0,1287.0,1304.0,1320.0,1340.0,1374.0,1373.0,1389.0,1410.0,1436.0,1428.0,1455.0,1465.0,1476.0,1497.0,1497.0,1507.0,1522.0,1543.0,1537.0,1538.0,1555.0,1572.0,1557.0,1543.0
unmatched_applicants,1606.0,1275.0,1259.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1265.0,1286.0,1276.0,1290.0,1320.0,1341.0,1346.0,1379.0,1400.0,1405.0,1424.0,1438.0,1458.0,1460.0,1485.0,1495.0,1490.0,1504.0,1528.0,1535.0,1525.0,1519.0,1559.0,1554.0,1564.0,1556.0
unmatched_applicants,1613.0,1273.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1263.0,1280.0,1283.0,1305.0,1325.0,1354.0,1374.0,1375.0,1390.0,1415.0,1431.0,1439.0,1442.0,1442.0,1465.0,1489.0,1520.0,1514.0,1524.0,1534.0,1529.0,1538.0,1559.0,1541.0,1560.0,1541.0
unmatched_applicants,1619.0,1266.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1288.0,1284.0,1300.0,1322.0,1342.0,1351.0,1387.0,1398.0,1403.0,1425.0,1431.0,1455.0,1448.0,1485.0,1494.0,1508.0,1510.0,1533.0,1537.0,1517.0,1535.0,1545.0,1570.0,1556.0,1570.0
unmatched_applicants,1595.0,1279.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1286.0,1285.0,1300.0,1325.0,1353.0,1348.0,1377.0,1401.0,1404.0,1444.0,1441.0,1445.0,1473.0,1470.0,1505.0,1500.0,1503.0,1522.0,1533.0,1538.0,1524.0,1559.0,1562.0,1554.0,1553.0
unmatched_applicants,1603.0,1267.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1263.0,1273.0,1289.0,1304.0,1340.0,1349.0,1369.0,1376.0,1385.0,1425.0,1415.0,1449.0,1438.0,1477.0,1475.0,1495.0,1498.0,1497.0,1554.0,1525.0,1533.0,1525.0,1567.0,1564.0,1553.0,1567.0
unmatched_applicants,1591.0,1262.0,1260.0,1258.0,1258.0,1258.0,1258.0,1259.0,1258.0,1258.0,1270.0,1279.0,1277.0,1303.0,1325.0,1361.0,1370.0,1381.0,1402.0,1407.0,1442.0,1440.0,1456.0,1460.0,1489.0,1484.0,1496.0,1510.0,1520.0,1532.0,1535.0,1538.0,1573.0,1543.0,1560.0,1556.0
unfilled_spots,348.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,24.0,19.0,58.0,64.0,87.0,109.0,120.0,134.0,148.0,172.0,179.0,190.0,198.0,220.0,228.0,240.0,238.0,264.0,262.0,285.0,273.0,285.0,291.0,293.0,283.0
unfilled_spots,344.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,23.0,43.0,88.0,100.0,110.0,124.0,137.0,148.0,171.0,179.0,195.0,203.0,238.0,219.0,231.0,249.0,255.0,266.0,277.0,278.0,284.0,297.0,295.0,298.0
unfilled_spots,345.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,24.0,25.0,55.0,70.0,85.0,101.0,129.0,142.0,142.0,170.0,178.0,185.0,200.0,225.0,233.0,222.0,237.0,258.0,271.0,267.0,278.0,300.0,296.0,296.0,292.0
unfilled_spots,356.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,29.0,46.0,62.0,82.0,116.0,115.0,131.0,152.0,178.0,170.0,197.0,207.0,218.0,239.0,239.0,249.0,264.0,285.0,279.0,280.0,297.0,314.0,299.0,285.0
unfilled_spots,348.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,28.0,18.0,32.0,62.0,83.0,88.0,121.0,142.0,147.0,166.0,180.0,200.0,202.0,227.0,237.0,232.0,246.0,270.0,277.0,267.0,261.0,301.0,296.0,306.0,298.0
unfilled_spots,355.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,22.0,25.0,47.0,67.0,96.0,116.0,117.0,132.0,157.0,173.0,181.0,184.0,184.0,207.0,231.0,262.0,256.0,266.0,276.0,271.0,280.0,301.0,283.0,302.0,283.0
unfilled_spots,361.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,26.0,42.0,64.0,84.0,93.0,129.0,140.0,145.0,167.0,173.0,197.0,190.0,227.0,236.0,250.0,252.0,275.0,279.0,259.0,277.0,287.0,312.0,298.0,312.0
unfilled_spots,337.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,27.0,42.0,67.0,95.0,90.0,119.0,143.0,146.0,186.0,183.0,187.0,215.0,212.0,247.0,242.0,245.0,264.0,275.0,280.0,266.0,301.0,304.0,296.0,295.0
unfilled_spots,345.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,31.0,46.0,82.0,91.0,111.0,118.0,127.0,167.0,157.0,191.0,180.0,219.0,217.0,237.0,240.0,239.0,296.0,267.0,275.0,267.0,309.0,306.0,295.0,309.0
unfilled_spots,333.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,21.0,19.0,45.0,67.0,103.0,112.0,123.0,144.0,149.0,184.0,182.0,198.0,202.0,231.0,226.0,238.0,252.0,262.0,274.0,277.0,280.0,315.0,285.0,302.0,298.0
reviews_per_program,240.23762376237624,235.92079207920793,241.1039603960396,239.77475247524754,236.74257425742573,186.0618811881188,101.49752475247524,67.37871287128714,64.89356435643565,72.99752475247524,81.0569306930693,89.03960396039604,97.04207920792079,104.97277227722772,112.87376237623762,120.51237623762377,127.95792079207921,135.60148514851485,142.8391089108911,149.67326732673268,156.05445544554456,163.69306930693068,168.5519801980198,174.65346534653466,180.01732673267327,185.51732673267327,191.20049504950495,195.27227722772278,200.16831683168317,203.0148514851485,207.47524752475246,210.46782178217822,212.99752475247524,215.05445544554456,219.12128712871288,221.52475247524754
reviews_per_program,242.1980198019802,239.95049504950495,244.240099009901,240.27475247524754,233.70544554455446,191.78465346534654,96.56930693069307,65.46782178217822,64.9009900990099,72.93811881188118,81.07673267326733,89.02722772277228,97.04207920792079,104.98762376237623,112.83415841584159,120.48019801980197,128.00247524752476,135.2128712871287,142.3539603960396,149.5618811881188,156.36881188118812,162.77970297029702,168.81683168316832,174.81435643564356,181.17821782178217,185.73267326732673,190.4529702970297,194.92079207920793,198.96039603960395,204.22772277227722,207.12128712871288,210.3118811881188,214.02970297029702,216.54950495049505,220.33663366336634,221.69306930693068
reviews_per_program,236.97772277227722,240.48019801980197,239.74752475247524,240.05693069306932,237.42821782178217,181.40594059405942,102.63861386138613,65.0,66.1930693069307,72.99009900990099,81.06188118811882,89.11881188118812,97.01980198019803,105.01237623762377,112.70544554455445,120.31435643564356,127.94554455445545,135.1980198019802,142.96039603960395,149.59405940594058,156.45792079207922,162.2970297029703,168.61633663366337,175.5049504950495,180.4381188118812,185.68316831683168,191.1039603960396,196.41831683168317,198.86138613861385,203.81435643564356,206.56435643564356,210.1881188118812,215.32920792079207,216.1608910891089,217.7029702970297,221.73267326732673
reviews_per_program,239.01237623762376,240.64851485148515,237.41336633663366,239.62128712871288,232.2128712871287,188.95544554455446,102.12623762376238,62.26732673267327,65.35148514851485,72.98762376237623,81.02227722772277,89.04702970297029,97.14356435643565,104.95297029702971,112.7450495049505,120.36386138613861,128.09405940594058,135.3391089108911,142.97772277227722,149.71039603960395,156.09653465346534,163.08415841584159,169.31930693069307,174.78960396039605,181.07673267326732,185.3960396039604,190.6361386138614,195.06435643564356,199.92821782178217,203.33168316831683,208.3490099009901,211.4529702970297,213.62623762376236,216.18564356435644,216.70544554455446,220.24752475247524
