Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,993.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,968.0,970.0,971.0,970.0,970.0,971.0,975.0
unmatched_applicants,993.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,970.0,968.0,969.0,968.0,970.0,973.0,974.0
unmatched_applicants,980.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,972.0,972.0,972.0,971.0,971.0,970.0,977.0
unmatched_applicants,988.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,971.0,972.0,970.0,970.0,970.0,972.0
unmatched_applicants,990.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,968.0,972.0,972.0,969.0,968.0,968.0,976.0
unmatched_applicants,989.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,970.0,971.0,971.0,970.0,970.0,969.0,971.0
unmatched_applicants,985.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,970.0,970.0,971.0,970.0,970.0,974.0,977.0
unmatched_applicants,984.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,968.0,972.0,971.0,968.0,968.0,972.0,975.0
unmatched_applicants,998.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,968.0,971.0,968.0,971.0,971.0,972.0,973.0
unmatched_applicants,987.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,971.0,969.0,972.0,970.0,970.0,968.0,969.0,973.0
unfilled_spots,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,7.0
unfilled_spots,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,5.0,6.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,9.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0
unfilled_spots,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0,8.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,9.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,4.0,7.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,4.0,5.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,5.0
reviews_per_program,852.9714285714285,862.0285714285715,493.4,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.5142857142857,253.17142857142858,284.62857142857143,316.4,347.8285714285714,378.25714285714287,410.42857142857144,439.57142857142856,469.54285714285714,500.57142857142856,528.8571428571429,558.2857142857143,586.4285714285714,609.3714285714286,633.2857142857143,659.1142857142858,682.7142857142857,704.4857142857143
reviews_per_program,870.0571428571428,866.8285714285714,502.85714285714283,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.6,253.11428571428573,284.8285714285714,316.2857142857143,347.77142857142854,378.4,409.0285714285714,440.14285714285717,470.25714285714287,500.0857142857143,528.6571428571428,557.0285714285715,582.1714285714286,609.6857142857143,634.9428571428572,663.1714285714286,687.5142857142857,706.5142857142857
reviews_per_program,859.2571428571429,860.4571428571429,465.65714285714284,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.17142857142858,284.8285714285714,316.1714285714286,347.57142857142856,378.62857142857143,409.42857142857144,440.65714285714284,469.42857142857144,501.6857142857143,528.4571428571429,555.6285714285714,584.1714285714286,612.8857142857142,633.9428571428572,661.9428571428572,678.8571428571429,710.4
reviews_per_program,875.3714285714286,861.9428571428572,488.8,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.57142857142858,253.05714285714285,284.8285714285714,316.2857142857143,347.34285714285716,379.0285714285714,409.0285714285714,439.1714285714286,470.9714285714286,500.25714285714287,528.8,555.1142857142858,583.2285714285714,607.3714285714286,639.1428571428571,661.8571428571429,682.7428571428571,707.4857142857143
reviews_per_program,850.0,875.2285714285714,492.4,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.6,253.17142857142858,284.6857142857143,315.9142857142857,347.54285714285714,378.9428571428571,408.85714285714283,440.0285714285714,468.9428571428571,500.25714285714287,528.1428571428571,557.5428571428571,586.8571428571429,612.9142857142857,637.0,659.3428571428572,685.2285714285714,709.7428571428571
reviews_per_program,873.8285714285714,858.1142857142858,537.7714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.54285714285714,253.25714285714287,284.8285714285714,316.1714285714286,347.7142857142857,377.9714285714286,409.62857142857143,440.25714285714287,469.8857142857143,497.74285714285713,525.3428571428572,558.1714285714286,578.9714285714285,613.0,630.3714285714286,661.3714285714286,679.3714285714286,703.8285714285714
reviews_per_program,858.3142857142857,869.7142857142857,577.3714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.9142857142857,221.6,253.14285714285714,284.9142857142857,315.9714285714286,347.4,378.8857142857143,409.0571428571429,440.74285714285713,469.85714285714283,500.51428571428573,528.5714285714286,557.8,582.3142857142857,611.1142857142858,633.8857142857142,662.6285714285714,687.1428571428571,705.1714285714286
reviews_per_program,873.9714285714285,877.5714285714286,490.4,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.2,284.6857142857143,316.0571428571429,347.9142857142857,378.77142857142854,409.6857142857143,441.0,470.2857142857143,499.9428571428571,527.0285714285715,554.4857142857143,584.0285714285715,609.9714285714285,637.6,658.1714285714286,688.6285714285714,699.6571428571428
reviews_per_program,863.6,874.8571428571429,473.1142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.5142857142857,253.14285714285714,284.45714285714286,316.3142857142857,347.62857142857143,378.65714285714284,408.6857142857143,439.1714285714286,469.45714285714286,499.48571428571427,526.8571428571429,554.4571428571429,586.4285714285714,606.2,631.9428571428572,658.3714285714286,682.5428571428571,708.7142857142857
reviews_per_program,861.8285714285714,866.7714285714286,492.0857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.88571428571427,221.57142857142858,253.25714285714287,284.8,316.4,347.6,378.25714285714287,409.6857142857143,440.14285714285717,470.2,500.2857142857143,526.2285714285714,557.0285714285715,583.7714285714286,608.1714285714286,635.7142857142857,658.4,679.6857142857143,701.4
pct_interview_given_signal,0.0,1.0,0.9643501805054152,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.33699413269143974,0.2889204179027473,0.2527931384719558,0.2248544468982132,0.202275600505689,0.1839986857236734,0.16919706926505024,0.15593456317438217,0.14559636009099772,0.13630278690519654,0.1278538812785388,0.12101566720691519,0.11463664278403275,0.10913520097442143,0.10502625656414104,0.10106023009248816,0.09710000433482162,0.09374346097509939,0.09084641278338808
pct_interview_given_signal,0.0,1.0,0.9431407942238267,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.33699413269143974,0.2888086642599278,0.2528502088271814,0.2246965593339352,0.2023486901535682,0.18402891883010186,0.16913319238900634,0.15646828723107012,0.145407335280753,0.1360957530834194,0.12797806090384506,0.12106144949467654,0.11489536315141567,0.1099332548095799,0.10497211678147991,0.10079647212347567,0.09650596699840593,0.09308897477455014,0.09058557101261727
pct_interview_given_signal,0.0,1.0,0.9589350180505415,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527931384719558,0.2246965593339352,0.20242183264052052,0.18413481298808057,0.16903108964684577,0.15631542219120725,0.1452376321078908,0.1363359707851491,0.12756990717011218,0.12110726643598616,0.1151848614182136,0.10955688154162184,0.10442403617546968,0.10095547142599604,0.09668508287292818,0.09427609427609428,0.09009009009009009
pct_interview_given_signal,0.0,1.0,0.9620938628158845,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.28884590586718245,0.2529073049565316,0.2246965593339352,0.2023486901535682,0.18425598420662992,0.168852706166139,0.15646828723107012,0.14572897013857264,0.1358893472458141,0.12793420526586327,0.12102874432677761,0.1152915744505636,0.10973399304364866,0.1053720952112146,0.10013410818059902,0.09669760414418303,0.0937395379979913,0.09046119053388256
pct_interview_given_signal,0.0,1.0,0.9616425992779783,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.33699413269143974,0.2888086642599278,0.2527931384719558,0.22480931352870334,0.2025865967260559,0.18414995067412035,0.16889089949483527,0.15653389238294899,0.14544510096746965,0.13647718272101383,0.12793420526586327,0.12117933459561807,0.11478938198216665,0.10905550146056475,0.104419168375909,0.10047095761381476,0.09706634311218963,0.093399491306342,0.09017350348214645
pct_interview_given_signal,0.0,1.0,0.9634476534296029,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.28888315708021667,0.2527075812274368,0.2246965593339352,0.20242183264052052,0.18405916187345933,0.169324967873611,0.15623910162516566,0.14536958920111623,0.13620333211723215,0.12858044888353137,0.12182520258878556,0.11466011466011466,0.11054086063955784,0.10440456769983687,0.10152744413724335,0.09676861931916364,0.09420472705862562,0.09093123325485102
pct_interview_given_signal,0.0,1.0,0.953971119133574,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.33699413269143974,0.2888086642599278,0.2528216704288939,0.22462896109105496,0.20254995930915995,0.18422567645365573,0.1689163713143805,0.15645735838513655,0.14520938674964345,0.13621161447248403,0.1278684781367736,0.12108108108108108,0.11473646468268196,0.10990628526568863,0.10472672869231849,0.10096457225277201,0.09658502932045533,0.09313929313929314,0.09075807301162837
pct_interview_given_signal,0.0,1.0,0.9589350180505415,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2888086642599278,0.2527646129541864,0.22480931352870334,0.2024950280238655,0.183953354685062,0.16896733801010785,0.15621730943580445,0.14512471655328799,0.13608748481166463,0.12801463024345638,0.12143554158083053,0.11542227031483486,0.10958367985910669,0.10492294721064219,0.10037641154328733,0.09723910401111303,0.09293834536552983,0.0914733747141457
pct_interview_given_signal,0.0,1.0,0.9517148014440433,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3369434416365824,0.2889204179027473,0.2528216704288939,0.2249899558055444,0.20233041279017253,0.1841045450809567,0.16901833547121406,0.15659955257270694,0.14572897013857264,0.13632767330046863,0.12813179270106395,0.12147505422993492,0.11542821807688344,0.10913520097442143,0.10557571758495546,0.10127497965457997,0.09720956472681508,0.09376700573485705,0.09030437411812135
pct_interview_given_signal,0.0,1.0,0.9544223826714802,0.6738868832731648,0.5054151624548736,0.4043321299638989,0.3370448390009028,0.28884590586718245,0.2527075812274368,0.2247191011235955,0.202275600505689,0.18411967779056387,0.16919706926505024,0.15621730943580445,0.145407335280753,0.13611229264142918,0.12792689891490577,0.12162015419698122,0.11489536315141567,0.1096319498825372,0.10523348679883492,0.10067415730337079,0.09720534629404617,0.09416116692589012,0.09124607927003137
pct_interview_given_nosignal,0.07503182153145307,0.03894986752916079,0.0036364920209010026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.07355838696965716,0.038726010057815334,0.005360972122944961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.074482942076212,0.03902371759514617,0.00415958331826238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
