Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,880.0,709.0,694.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,698.0,694.0,699.0,729.0,733.0,753.0,740.0,773.0,789.0,771.0,806.0,797.0,830.0,822.0,835.0,827.0,826.0
unmatched_applicants,870.0,696.0,687.0,691.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,701.0,708.0,703.0,741.0,739.0,756.0,749.0,775.0,791.0,761.0,798.0,811.0,809.0,835.0,818.0,839.0,823.0
unmatched_applicants,858.0,697.0,690.0,694.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,693.0,692.0,693.0,702.0,701.0,709.0,748.0,745.0,773.0,758.0,779.0,783.0,802.0,786.0,815.0,814.0,819.0,812.0,837.0
unmatched_applicants,850.0,693.0,704.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,688.0,695.0,697.0,707.0,710.0,712.0,744.0,757.0,762.0,765.0,787.0,783.0,803.0,811.0,822.0,822.0,822.0,840.0,845.0
unmatched_applicants,859.0,705.0,693.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,690.0,703.0,711.0,708.0,706.0,724.0,757.0,755.0,766.0,779.0,774.0,801.0,813.0,838.0,839.0,800.0,830.0,848.0
unmatched_applicants,837.0,705.0,694.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,702.0,705.0,707.0,724.0,746.0,735.0,721.0,768.0,790.0,804.0,803.0,790.0,819.0,788.0,846.0,824.0,830.0
unmatched_applicants,872.0,703.0,700.0,697.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,687.0,685.0,685.0,692.0,706.0,696.0,709.0,724.0,750.0,742.0,754.0,784.0,780.0,794.0,789.0,825.0,829.0,816.0,825.0,825.0,840.0
unmatched_applicants,852.0,698.0,691.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,689.0,686.0,687.0,693.0,700.0,735.0,718.0,738.0,747.0,759.0,772.0,794.0,794.0,790.0,812.0,821.0,804.0,820.0,816.0,840.0
unmatched_applicants,859.0,702.0,690.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,692.0,685.0,699.0,703.0,722.0,725.0,722.0,750.0,775.0,770.0,789.0,802.0,790.0,806.0,812.0,828.0,839.0,831.0
unmatched_applicants,869.0,695.0,693.0,687.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,688.0,685.0,685.0,685.0,699.0,713.0,721.0,712.0,732.0,744.0,768.0,745.0,773.0,782.0,797.0,803.0,841.0,826.0,833.0,823.0,830.0
