Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,590.0,406.0,400.0,396.0,396.0,397.0,403.0,401.0,408.0,417.0,428.0,432.0,440.0,442.0,449.0,463.0,478.0,482.0,476.0,481.0,504.0,501.0,505.0,504.0,533.0,530.0,536.0,531.0,557.0
unmatched_applicants,586.0,406.0,399.0,397.0,396.0,396.0,404.0,405.0,420.0,425.0,426.0,427.0,441.0,452.0,457.0,458.0,480.0,483.0,479.0,480.0,501.0,491.0,507.0,518.0,524.0,512.0,542.0,530.0,535.0
unmatched_applicants,599.0,413.0,398.0,397.0,396.0,396.0,407.0,405.0,402.0,420.0,428.0,432.0,450.0,447.0,449.0,458.0,466.0,467.0,465.0,479.0,496.0,512.0,510.0,499.0,528.0,530.0,517.0,535.0,549.0
unmatched_applicants,584.0,407.0,399.0,397.0,396.0,399.0,398.0,405.0,410.0,420.0,419.0,430.0,441.0,452.0,460.0,461.0,472.0,473.0,484.0,493.0,514.0,506.0,508.0,511.0,526.0,518.0,531.0,530.0,555.0
unmatched_applicants,572.0,411.0,396.0,398.0,396.0,399.0,399.0,411.0,410.0,417.0,428.0,434.0,444.0,447.0,451.0,453.0,478.0,472.0,474.0,486.0,502.0,509.0,498.0,503.0,519.0,526.0,525.0,541.0,539.0
unmatched_applicants,584.0,410.0,400.0,397.0,396.0,396.0,400.0,410.0,404.0,414.0,423.0,429.0,442.0,444.0,449.0,460.0,475.0,486.0,480.0,491.0,499.0,504.0,500.0,504.0,522.0,531.0,531.0,539.0,548.0
unmatched_applicants,589.0,400.0,397.0,398.0,396.0,396.0,402.0,408.0,407.0,418.0,431.0,435.0,445.0,449.0,454.0,460.0,469.0,475.0,479.0,475.0,502.0,508.0,509.0,516.0,538.0,522.0,519.0,531.0,555.0
unmatched_applicants,582.0,406.0,401.0,396.0,396.0,396.0,398.0,405.0,405.0,420.0,427.0,431.0,438.0,445.0,457.0,456.0,465.0,475.0,480.0,488.0,494.0,503.0,516.0,508.0,521.0,527.0,522.0,519.0,550.0
unmatched_applicants,589.0,403.0,402.0,397.0,396.0,396.0,401.0,406.0,411.0,412.0,420.0,432.0,444.0,454.0,445.0,460.0,471.0,482.0,469.0,481.0,511.0,507.0,511.0,512.0,536.0,537.0,532.0,540.0,544.0
unmatched_applicants,587.0,401.0,397.0,397.0,396.0,396.0,402.0,403.0,407.0,416.0,421.0,429.0,444.0,443.0,450.0,455.0,478.0,467.0,484.0,485.0,508.0,502.0,505.0,508.0,529.0,522.0,537.0,520.0,542.0
unfilled_spots,194.0,10.0,4.0,0.0,0.0,1.0,7.0,5.0,12.0,21.0,32.0,36.0,44.0,46.0,53.0,67.0,82.0,86.0,80.0,85.0,108.0,105.0,109.0,108.0,137.0,134.0,140.0,135.0,161.0
unfilled_spots,190.0,10.0,3.0,1.0,0.0,0.0,8.0,9.0,24.0,29.0,30.0,31.0,45.0,56.0,61.0,62.0,84.0,87.0,83.0,84.0,105.0,95.0,111.0,122.0,128.0,116.0,146.0,134.0,139.0
unfilled_spots,203.0,17.0,2.0,1.0,0.0,0.0,11.0,9.0,6.0,24.0,32.0,36.0,54.0,51.0,53.0,62.0,70.0,71.0,69.0,83.0,100.0,116.0,114.0,103.0,132.0,134.0,121.0,139.0,153.0
unfilled_spots,188.0,11.0,3.0,1.0,0.0,3.0,2.0,9.0,14.0,24.0,23.0,34.0,45.0,56.0,64.0,65.0,76.0,77.0,88.0,97.0,118.0,110.0,112.0,115.0,130.0,122.0,135.0,134.0,159.0
unfilled_spots,176.0,15.0,0.0,2.0,0.0,3.0,3.0,15.0,14.0,21.0,32.0,38.0,48.0,51.0,55.0,57.0,82.0,76.0,78.0,90.0,106.0,113.0,102.0,107.0,123.0,130.0,129.0,145.0,143.0
unfilled_spots,188.0,14.0,4.0,1.0,0.0,0.0,4.0,14.0,8.0,18.0,27.0,33.0,46.0,48.0,53.0,64.0,79.0,90.0,84.0,95.0,103.0,108.0,104.0,108.0,126.0,135.0,135.0,143.0,152.0
unfilled_spots,193.0,4.0,1.0,2.0,0.0,0.0,6.0,12.0,11.0,22.0,35.0,39.0,49.0,53.0,58.0,64.0,73.0,79.0,83.0,79.0,106.0,112.0,113.0,120.0,142.0,126.0,123.0,135.0,159.0
unfilled_spots,186.0,10.0,5.0,0.0,0.0,0.0,2.0,9.0,9.0,24.0,31.0,35.0,42.0,49.0,61.0,60.0,69.0,79.0,84.0,92.0,98.0,107.0,120.0,112.0,125.0,131.0,126.0,123.0,154.0
unfilled_spots,193.0,7.0,6.0,1.0,0.0,0.0,5.0,10.0,15.0,16.0,24.0,36.0,48.0,58.0,49.0,64.0,75.0,86.0,73.0,85.0,115.0,111.0,115.0,116.0,140.0,141.0,136.0,144.0,148.0
unfilled_spots,191.0,5.0,1.0,1.0,0.0,0.0,6.0,7.0,11.0,20.0,25.0,33.0,48.0,47.0,54.0,59.0,82.0,71.0,88.0,89.0,112.0,106.0,109.0,112.0,133.0,126.0,141.0,124.0,146.0
