Parameter,0,1,2,3,4,5,6
unmatched_applicants,568.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,568.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,568.0,553.0,553.0,553.0,553.0,553.0,553.0
unmatched_applicants,569.0,553.0,553.0,553.0,553.0,553.0,553.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,599.3333333333334,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,599.4166666666666,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,600.0833333333334,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,598.5833333333334,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,597.8333333333334,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,598.3333333333334,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,597.6666666666666,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,598.8333333333334,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,598.75,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
reviews_per_program,599.25,50.083333333333336,100.16666666666667,150.25,200.33333333333334,250.41666666666666,300.5
pct_interview_given_signal,0.0,0.6389351081530782,0.3194675540765391,0.2129783693843594,0.15973377703826955,0.12778702163061564,0.1064891846921797
pct_interview_given_signal,0.0,0.6389351081530782,0.3194675540765391,0.2129783693843594,0.15973377703826955,0.12778702163061564,0.1064891846921797
