Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,789.0,667.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,661.0,665.0,670.0,681.0,679.0,685.0,701.0,704.0,705.0
unmatched_applicants,789.0,667.0,663.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,664.0,675.0,672.0,681.0,676.0,683.0,688.0,701.0,700.0
unmatched_applicants,775.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,661.0,665.0,665.0,662.0,672.0,681.0,687.0,685.0,699.0,696.0,701.0
unmatched_applicants,770.0,666.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,666.0,661.0,666.0,671.0,680.0,679.0,687.0,690.0,694.0,698.0
unmatched_applicants,769.0,664.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,664.0,664.0,668.0,674.0,684.0,688.0,694.0,707.0,706.0
unmatched_applicants,786.0,664.0,661.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,670.0,663.0,669.0,665.0,678.0,680.0,702.0,702.0,706.0,710.0
unmatched_applicants,774.0,666.0,663.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,663.0,666.0,664.0,676.0,668.0,686.0,682.0,703.0,709.0,697.0
unmatched_applicants,779.0,661.0,663.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,664.0,661.0,670.0,672.0,673.0,679.0,697.0,694.0,706.0,698.0
unmatched_applicants,783.0,664.0,666.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,664.0,664.0,673.0,687.0,689.0,690.0,694.0,701.0,711.0
unmatched_applicants,773.0,665.0,662.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,665.0,661.0,671.0,683.0,679.0,698.0,692.0,696.0,704.0
unfilled_spots,128.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,20.0,18.0,24.0,40.0,43.0,44.0
unfilled_spots,128.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,11.0,20.0,15.0,22.0,27.0,40.0,39.0
unfilled_spots,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,11.0,20.0,26.0,24.0,38.0,35.0,40.0
unfilled_spots,109.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,19.0,18.0,26.0,29.0,33.0,37.0
unfilled_spots,108.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,13.0,23.0,27.0,33.0,46.0,45.0
unfilled_spots,125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,17.0,19.0,41.0,41.0,45.0,49.0
unfilled_spots,113.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,15.0,7.0,25.0,21.0,42.0,48.0,36.0
unfilled_spots,118.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,11.0,12.0,18.0,36.0,33.0,45.0,37.0
