Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,1529.0,1215.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1214.0,1227.0,1226.0,1259.0,1277.0,1296.0,1295.0,1323.0,1341.0
unmatched_applicants,1542.0,1213.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1214.0,1234.0,1233.0,1235.0,1279.0,1294.0,1291.0,1319.0,1329.0
unmatched_applicants,1528.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1220.0,1241.0,1231.0,1251.0,1274.0,1296.0,1299.0,1315.0,1336.0
unmatched_applicants,1546.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1236.0,1238.0,1248.0,1260.0,1291.0,1304.0,1320.0,1326.0
unmatched_applicants,1531.0,1217.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1214.0,1220.0,1226.0,1227.0,1258.0,1279.0,1305.0,1296.0,1331.0,1337.0
unmatched_applicants,1526.0,1215.0,1214.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1214.0,1243.0,1229.0,1264.0,1269.0,1283.0,1294.0,1320.0,1348.0
unmatched_applicants,1526.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1244.0,1230.0,1230.0,1283.0,1296.0,1299.0,1325.0,1344.0
unmatched_applicants,1527.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1229.0,1241.0,1233.0,1245.0,1276.0,1287.0,1299.0,1320.0,1333.0
unmatched_applicants,1536.0,1219.0,1215.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1232.0,1233.0,1246.0,1262.0,1297.0,1305.0,1316.0,1327.0
unmatched_applicants,1537.0,1216.0,1217.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1219.0,1223.0,1233.0,1256.0,1277.0,1305.0,1299.0,1317.0,1326.0
unfilled_spots,317.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,14.0,47.0,65.0,84.0,83.0,111.0,129.0
unfilled_spots,330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,21.0,23.0,67.0,82.0,79.0,107.0,117.0
unfilled_spots,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,19.0,39.0,62.0,84.0,87.0,103.0,124.0
unfilled_spots,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,26.0,36.0,48.0,79.0,92.0,108.0,114.0
unfilled_spots,319.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,15.0,46.0,67.0,93.0,84.0,119.0,125.0
unfilled_spots,314.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,17.0,52.0,57.0,71.0,82.0,108.0,136.0
